new,host,ttl,a,soa,ns,status_code,txt,cname,aaaa
[x],intranet-b-o.pggm.nl,300,145.4.199.79,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],jaarplan.pggm.nl,300,,"{'name': 'toolsfactory.nl', 'ns': 'ns0.transip.net', 'mailbox': 'hostmaster.transip.nl', 'serial': 2024070502, 'refresh': 86400, 'retry': 1800, 'expire': 2419200, 'minttl': 300}, {'name': 'toolsfactory.nl', 'ns': 'ns0.transip.net', 'mailbox': 'hostmaster.transip.nl', 'serial': 2024070502, 'refresh': 86400, 'retry': 1800, 'expire': 2419200, 'minttl': 300}, {'name': 'toolsfactory.nl', 'ns': 'ns0.transip.net', 'mailbox': 'hostmaster.transip.nl', 'serial': 2024070502, 'refresh': 86400, 'retry': 1800, 'expire': 2419200, 'minttl': 300}, {'name': 'toolsfactory.nl', 'ns': 'ns0.transip.net', 'mailbox': 'hostmaster.transip.nl', 'serial': 2024070502, 'refresh': 86400, 'retry': 1800, 'expire': 2419200, 'minttl': 300}, {'name': 'toolsfactory.nl', 'ns': 'ns0.transip.net', 'mailbox': 'hostmaster.transip.nl', 'serial': 2024070502, 'refresh': 86400, 'retry': 1800, 'expire': 2419200, 'minttl': 300}",,NOERROR,,pggm.toolsfactory.nl,
[x],ledenvoordelen.pggm.nl,300,145.4.229.29,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,redirect.pggm.nl,
[x],leo.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,"v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s; rua=mailto:DmarcRUA@leo.pggm.nl;ruf=mailto:DmarcRUF@leo.pggm.nl, v=spf1 include:spf.protection.outlook.com ip4:213.214.103.13 -all",,
[x],mail.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],medischeverklaring.pggm.nl,300,145.4.229.29,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,redirect.pggm.nl,
[x],meetings.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],mijncdnrabobedrijvenpensioen.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],mijnwaardeoverdracht.a.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],ocsedgewc.pggm.nl,30,145.4.228.5,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],onderhoud.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],pggm.nl,300,104.19.191.28,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}","ns2.kpn.net, ns4.kpn.net",NOERROR,"MS=ms96078299, mentimeter-9dc20019-41c6-4580-a410-6ccd9dd512fd, QuoVadis=18f4c1f8-b201-4c3d-8d71-0d9616aaba3a, docker-verification=b6780f08-03c4-4940-9ab6-d2c477b5eddb, docusign=12c018a7-b30e-45ff-9745-302901f8424f, teamviewer-sso-verification=97a930961d79406bb1e60872e01d8d3e, nWSc/Z4R+itYs8Rnmh1hRZr6yaZR+sF3ah6zhdnfhn/B3ADy8DxVf3JRU2MLgLrtmnEykz+eNUt/rBMLvaFj/A==, v=spf1 include:servers.mcsv.net include:spf.afas.online include:_spf.salesforce.com include:spf.protection.outlook.com include:unit4-spf.unit4cloud.com ip4:54.229.2.165 ip4:52.30.130.201 ip4:213.136.30.240 ip4:145.4.224.3 ip4:149.72.254.123,  ip4:213.214.103.13 ip4:145.4.224.4 -all, PGGM-Fax-Server, adobe-idp-site-verification=b41955db54034e903dbce1452358a9be4603f42ee8788215bfa397dd85605bb7, v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s; rua=mailto:DmarcRUA@event.pggm.nl;ruf=mailto:DmarcRUF@event.pggm.nl",,
[x],pr-bp.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],pr-pas-t.pggm.nl,300,145.4.234.5,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],pr-pas.pggm.nl,300,145.4.229.5,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],releasedoc.a.pggm.nl,300,145.4.231.205,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],releasedoc.pggm.nl,217,145.4.231.24,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],services.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],sfe.pggm.nl,300,3.124.99.75,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],sh.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],sipserverpri.pggm.nl,294,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],sipserversec.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],teams-extern.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],teams.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],upaswo.mn.pggm.nl,300,145.4.229.60,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],upawse-a.pggm.nl,293,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],v.pggm.nl,300,82.201.61.101,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],webmail.pggm.nl,29,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],welkombij.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
[x],www.d.pggm.nl,300,"172.66.0.125, 162.159.140.127","{'name': 'umbraco.io', 'ns': 'kara.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352912785, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,NOERROR,,dns.umbraco.io,
[x],www.pggm.nl,300,,"{'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}, {'name': 'pggm.nl', 'ns': 'ns2.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2021153052, 'refresh': 10800, 'retry': 1080, 'expire': 2419200, 'minttl': 900}",,NOERROR,,,
