new,host,a,aaaa,soa,status_code,cdn,cdn-name,cname,ns,txt,caa,mx
,grafana.observability.consensys.net,"3.140.37.22, 18.118.96.155, 18.118.127.15",,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,grafana.rollup.consensys.net,18.189.108.123,,"ns-2001.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/observability/grafana",,
,grants.consensys.net,"104.18.14.113, 104.18.15.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,grantspring2019.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,groundx.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,h-135-197-240-63.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,h-135-207-240-38.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,h-135-207-244-66.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,h-135-207-253-82.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,h-135-207-30-40.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,health.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,helena.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,india.ethense.consensys.net,44.199.58.102,,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/ethense-india/cm-acme-http-solver-nq4dp",,
,ipv4-c154-ord003-ix.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,j.siargao.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,jenkins-stagingjenkins-vpn-155-9-62-84.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,kchannel-staging.consensys.net,"185.199.110.153, 185.199.109.153, 185.199.108.153, 185.199.111.153","2606:50c0:8001::153, 2606:50c0:8003::153, 2606:50c0:8002::153, 2606:50c0:8000::153","ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.github.io,,,"letsencrypt.org, digicert.com",
,labs-old.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,labs.consensys.net,,"2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,learn.consensys.net,,,,NOERROR,,,consensys.talentlms.com,,,,
,lebanonbootcamp.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,legal.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,leo.supplychain.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,libra.supplychain.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,loadtest-siargao.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,logs.soc.consensys.net,"172.67.183.30, 104.21.18.185","2606:4700:3033::ac43:b71e, 2606:4700:3036::6815:12b9","micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,mailer-api.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,media.consensys.net,"104.18.14.113, 104.18.15.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,melbourne.ethense.consensys.net,44.199.58.102,,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/ethense-melbourne/cm-acme-http-solver-mw2hr",,
,metalabs-dev.consensys.net,"52.222.236.69, 52.222.236.79, 52.222.236.129, 52.222.236.110","2600:9000:223e:6000:19:8168:8ac0:93a1, 2600:9000:223e:7200:19:8168:8ac0:93a1, 2600:9000:223e:1600:19:8168:8ac0:93a1, 2600:9000:223e:8a00:19:8168:8ac0:93a1, 2600:9000:223e:d800:19:8168:8ac0:93a1, 2600:9000:223e:c600:19:8168:8ac0:93a1, 2600:9000:223e:c00:19:8168:8ac0:93a1, 2600:9000:223e:ba00:19:8168:8ac0:93a1","ns-389.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d3g645xxtu5fzf.cloudfront.net,"ns-943.awsdns-53.net, ns-1088.awsdns-08.org, ns-1867.awsdns-41.co.uk, ns-389.awsdns-48.com",,,
,metalabs.consensys.net,"99.86.91.3, 99.86.91.2, 99.86.91.111, 99.86.91.95","2600:9000:2361:2600:18:6a1e:1280:93a1, 2600:9000:2361:f600:18:6a1e:1280:93a1, 2600:9000:2361:cc00:18:6a1e:1280:93a1, 2600:9000:2361:9400:18:6a1e:1280:93a1, 2600:9000:2361:4000:18:6a1e:1280:93a1, 2600:9000:2361:5200:18:6a1e:1280:93a1, 2600:9000:2361:f400:18:6a1e:1280:93a1, 2600:9000:2361:3e00:18:6a1e:1280:93a1","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d1h53g7rlqy156.cloudfront.net,"ns-1213.awsdns-23.org, ns-1646.awsdns-13.co.uk, ns-51.awsdns-06.com, ns-937.awsdns-53.net",,,
,metamask.consensys.net,,,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,consensys.github.io,,,,
,metamedic.web3factory.consensys.net,"104.18.7.216, 104.18.6.216","2606:4700::6812:7d8, 2606:4700::6812:6d8","micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"heritage=external-dns,external-dns/owner=external-dns-dev,external-dns/resource=ingress/metamedic/argocd-metamedic-server",,
,mimir-dev.o11y.web3factory.consensys.net,"104.18.7.216, 104.18.6.216","2606:4700::6812:7d8, 2606:4700::6812:6d8","micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"heritage=external-dns,external-dns/owner=external-dns-managed,external-dns/resource=ingress/monitoring/mimir-distributed-dev-nginx",,
,module.library.consensys.net,"185.199.109.153, 185.199.110.153, 185.199.111.153, 185.199.108.153","2606:50c0:8000::153, 2606:50c0:8001::153, 2606:50c0:8002::153, 2606:50c0:8003::153","dns1.p05.nsone.net, hostmaster.nsone.net, ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.github.io,,,"letsencrypt.org, digicert.com",
,multinode1.supplychain.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,multinode2.supplychain.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,my-domain.web3factory.consensys.net,"104.18.7.216, 104.18.6.216",,"micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,mymy.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,mythx.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,new.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,nftroyalties.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,observability.consensys.net,"3.134.216.10, 3.143.179.143",,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,amazon.com,
,old.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,op-scim.consensys.net,34.121.252.161,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,
,operator-1-l1-sandbox-1.rollup.consensys.net,18.189.108.123,,"ns-2001.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/sandbox/sumo-besu-node-besu-tx-1",,
,operator-1-l2-sandbox-1.rollup.consensys.net,,,"ns-2001.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/sandbox/sumo-manager",,
,orchestrate.consensys.net,"104.18.14.113, 104.18.15.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,orchestrate.ops.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,palm.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,payroll.consensys.net,"13.225.34.82, 13.225.34.90, 13.225.34.44, 13.225.34.68",,"ns-880.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1271.awsdns-30.org, ns-2009.awsdns-59.co.uk, ns-411.awsdns-51.com, ns-880.awsdns-46.net",,amazon.com,
,pegasys.consensys.net,"104.18.14.113, 104.18.15.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,peoplepc.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,pet.capbridge.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,pge-1-3-6.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,plus.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,portfolio-dev.consensys.net,"13.224.222.47, 13.224.222.67, 13.224.222.128, 13.224.222.121","2600:9000:218f:2600:15:ae6d:1100:93a1, 2600:9000:218f:9000:15:ae6d:1100:93a1, 2600:9000:218f:ee00:15:ae6d:1100:93a1, 2600:9000:218f:da00:15:ae6d:1100:93a1, 2600:9000:218f:6800:15:ae6d:1100:93a1, 2600:9000:218f:1c00:15:ae6d:1100:93a1, 2600:9000:218f:8600:15:ae6d:1100:93a1, 2600:9000:218f:6e00:15:ae6d:1100:93a1","ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d17yguzjv6whtw.cloudfront.net,"ns-1322.awsdns-37.org, ns-2006.awsdns-58.co.uk, ns-254.awsdns-31.com, ns-983.awsdns-58.net",,,
,prealpha.zkevm.consensys.net,"13.58.94.82, 3.132.58.9, 18.220.50.173",,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-507.awsdns-63.com, ns-763.awsdns-31.net, ns-1390.awsdns-45.org, ns-1597.awsdns-07.co.uk","heritage=external-dns,external-dns/owner=zk-evm-uat-route53,external-dns/resource=ingress/zk/frontend-ingress",,
,prod.observability.consensys.net,"3.143.179.143, 3.134.216.10, 205.251.192.14, 205.251.194.41, 205.251.196.202, 205.251.198.210",,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-14.awsdns-01.com, ns-1226.awsdns-25.org, ns-553.awsdns-05.net, ns-1746.awsdns-26.co.uk",,,
,prometheus.dev.zkevm.consensys.net,"18.219.104.137, 3.128.210.207",,"ns-1926.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=zk-evm-dev-route53,external-dns/resource=ingress/monitoring/kube-prometheus-stack-prometheus",,
,qbs-support.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,qod-staging.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,quorum-inviter.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,quorum-key-manager.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,quorum-staging.consensys.net,"104.18.14.113, 104.18.15.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,quorum-support.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,research.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,rollup.consensys.net,,,"ns-2001.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-204.awsdns-25.com, ns-1323.awsdns-37.org, ns-2001.awsdns-58.co.uk, ns-519.awsdns-00.net",,,
,rollups.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,rupload-lis1-1.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,scim.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,siargao.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,signup.rollups.consensys.net,,"2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,skgroup.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,sms-qa2.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,sneak-peek.ops.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,solutions.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,spn4-1-vzb.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,sports.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,sproriginng2019.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,st14p08ls-gsp16-st14-pod08-r02.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,stage-discovery.academy.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,stage-ecommerce.academy.consensys.net,"104.18.14.113, 104.18.15.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,stage-lms.academy.consensys.net,"104.18.14.113, 104.18.15.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,stage-siargao.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,stage-studio.academy.consensys.net,"188.114.98.229, 188.114.99.229","2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,staging-eu-dev.metamedic.web3factory.consensys.net,"188.114.99.229, 188.114.98.229","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"heritage=external-dns,external-dns/owner=external-dns-managed,external-dns/resource=ingress/metamedic-staging/metamedic",,
,staging.assets.internal.consensys.net,"76.76.21.142, 76.76.21.22",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,cname.vercel-dns.com,,,"letsencrypt.org, globalsign.com, sectigo.com",
,staging.consensys.net,"104.18.14.113, 104.18.15.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,staging.observability.consensys.net,"3.22.215.81, 3.22.83.181",,"ns-1292.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1292.awsdns-33.org, ns-1541.awsdns-00.co.uk, ns-16.awsdns-02.com, ns-788.awsdns-34.net",,,
,store.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,supplychain.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,support.zkevm.consensys.net,"188.114.98.229, 188.114.99.229","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,swag.consensys.net,"188.114.98.229, 188.114.99.229","2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,swap.goerli.zkevm.consensys.net,"13.58.94.82, 3.132.58.9, 18.220.50.173",,"ns-1205.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=zk-evm-uat-route53,external-dns/resource=ingress/zk/frontend-swap-ingress-2",,
,systemaccess-cache-accountauthvpn.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,tempo-dev.o11y.web3factory.consensys.net,"104.18.7.216, 104.18.6.216","2606:4700::6812:6d8, 2606:4700::6812:7d8","micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"heritage=external-dns,external-dns/owner=external-dns-managed,external-dns/resource=ingress/monitoring/tempo-distributed-dev-gateway",,
,tessera.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,test-siargao.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,test.capbridge.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,test.web3factory.web3factory.consensys.net,"104.18.7.216, 104.18.6.216","2606:4700::6812:6d8, 2606:4700::6812:7d8","micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"heritage=external-dns,external-dns/owner=external-dns-managed,external-dns/resource=ingress/default/example-ingress",,
,test1.supplychain.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,testnet.consensys.net,"104.18.14.113, 104.18.15.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,thebrooklynproject.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,tokenwork.consensys.net,"185.199.108.153, 185.199.109.153, 185.199.110.153, 185.199.111.153","2606:50c0:8001::153, 2606:50c0:8002::153, 2606:50c0:8000::153, 2606:50c0:8003::153","ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,tokenintelligence.github.io,"dns1.p05.nsone.net, dns2.p05.nsone.net, dns3.p05.nsone.net, dns4.p05.nsone.net, ns-1339.awsdns-39.org, ns-1622.awsdns-10.co.uk, ns-393.awsdns-49.com, ns-692.awsdns-22.net",,"digicert.com, letsencrypt.org",
,tor88-118-pdb.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,trufflesuite-staging.consensys.net,"185.199.110.153, 185.199.108.153, 185.199.111.153, 185.199.109.153","2606:50c0:8002::153, 2606:50c0:8000::153, 2606:50c0:8003::153, 2606:50c0:8001::153","ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.github.io,,,"digicert.com, letsencrypt.org",
,universipaywally.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,university.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,universty.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,unn.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,v3-ssomy-external-domain.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,"ns-1460.awsdns-54.org, ns-1876.awsdns-42.co.uk, ns-445.awsdns-55.com, ns-524.awsdns-01.net",,,
,v3bucketuser.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,vault.orchestrate.ops.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,vela.supplychain.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,web3-factory.web3factory.consensys.net,"104.18.6.216, 104.18.7.216","2606:4700::6812:7d8, 2606:4700::6812:6d8","micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"heritage=external-dns,external-dns/owner=external-dns-dev,external-dns/resource=ingress/web3-factory/web3-factory-argocd-server",,
,web3factory.consensys.net,,,"micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,"vera.ns.cloudflare.com, micah.ns.cloudflare.com",,,
,web3factory.web3factory.consensys.net,"104.18.7.216, 104.18.6.216","2606:4700::6812:6d8, 2606:4700::6812:7d8","micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"heritage=external-dns,external-dns/owner=external-dns-dev,external-dns/resource=ingress/web3factory/argocd-web3factory-server",,
,wiki-noransom.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,"ns-1460.awsdns-54.org, ns-1876.awsdns-42.co.uk, ns-445.awsdns-55.com, ns-524.awsdns-01.net",,,
,worldtech-march.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,worldtech.learn.consensys.net,"3.217.205.239, 34.236.22.110",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,www.codefi.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:e71, 2606:4700::6812:f71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,www.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,www.grants.consensys.net,"104.18.15.113, 104.18.14.113","2606:4700::6812:f71, 2606:4700::6812:e71","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,www.health.consensys.net,"188.114.99.229, 188.114.98.229","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,www.labs-old.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,www.labs.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,www.learn.consensys.net,"34.236.22.110, 3.217.205.239",,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,consensys.talentlms.com,,,,
,www.media.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,www.sports.consensys.net,"188.114.98.229, 188.114.99.229","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
,www.staging.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,www.swag.consensys.net,,,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,zendesk1.consensys.net,"162.159.128.7, 162.159.138.6",,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail1.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,mail.zendesk.com
