input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,webserver,tls_expired,favicon,tls_mismatched,final_url
ams.tube8.com,502 Bad Gateway,502,166,ams.tube8.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-08-01T00:00:00Z,2025-09-01T23:59:59Z,"CN=*.tube8.com, O=AYLO Freesites Ltd, L=Dali, C=CY",*.tube8.com,AYLO Freesites Ltd,tube8.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,68c093d61d7f888ab26d435f4afe4c42,68e52e967f75d7e980eb048df9cb26988a0ff1ebcdb2ac3dedd34c3cace2d741,True,ctls,ams.tube8.com,443,https://ams.tube8.com,https,text/html,GET,31.192.112.104,/,/favicon.ico,31.192.112.104,Nginx,8,False,error,0,nginx,,,,
api.tube8.com,Free Porn Sex Videos - Redtube - XXX Movies - Home of Videos Porno,200,366113,www.redtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-05-08T00:00:00Z,2025-06-08T23:59:59Z,"CN=*.redtube.com, O=AYLO Freesites Ltd, L=Dali, C=CY",*.redtube.com,AYLO Freesites Ltd,redtube.com,"CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,15d9689ef0518368093e3c199943eec9,6475471c747a1a96c32bcd0d0578a8cf9e29953bd005d32bbc52bbb53a8056da,True,ctls,www.redtube.com,443,https://api.tube8.com,https,text/html,GET,66.254.114.239,/,/www-static/cdn_files/redtube/icons/favicon.ico,66.254.114.239,OpenResty,5664,False,other,0,openresty,,-1808716149,,https://www.redtube.com/
blog.tube8.com,"Terms Of Use, Policies And Site Disclaimer - Tube8.com",200,390084,www.tube8.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-01T00:00:00Z,2025-09-01T23:59:59Z,"CN=*.tube8.com, O=AYLO Freesites Ltd, L=Dali, C=CY",*.tube8.com,AYLO Freesites Ltd,tube8.com,"CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,340fe5f3a517cc3d144daefa26a7e9c6,d30c37e390d31d39a21219c907e2717ab99de00135027fe60a2c9565bb4eabeb,True,ctls,www.tube8.com,443,https://blog.tube8.com,https,text/html,GET,66.254.114.190,/,/tube8/favicon.ico,66.254.114.190,Stimulus,4251,False,other,0,openresty,,,,https://www.tube8.com/info.html
cms01.tube8.com,403 Forbidden,403,162,cms01.tube8.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-21T00:00:00Z,2024-08-20T23:59:59Z,"CN=*.tube8.com, O=MG Freesites Ltd, L=Dali, C=CY",*.tube8.com,MG Freesites Ltd,tube8.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,b7af9c5403505b12299cbc5f662ace09,202260b7a8ef512c1d5e254724bd85749828362d4003f46591fd120714a1d77f,True,ctls,cms01.tube8.com,443,https://cms01.tube8.com,https,text/html,GET,31.192.113.114,/,/favicon.ico,31.192.113.114,Nginx,8,False,error,0,nginx,True,,,
de-stage.tube8.com,401 Authorization Required,401,176,de-stage.tube8.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-01T00:00:00Z,2025-09-01T23:59:59Z,"CN=*.tube8.com, O=AYLO Freesites Ltd, L=Dali, C=CY",*.tube8.com,AYLO Freesites Ltd,tube8.com,"CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,340fe5f3a517cc3d144daefa26a7e9c6,d30c37e390d31d39a21219c907e2717ab99de00135027fe60a2c9565bb4eabeb,True,ctls,de-stage.tube8.com,443,https://de-stage.tube8.com,https,text/html,GET,66.254.114.230,/,/favicon.ico,66.254.114.230,OpenResty,8,False,error,0,openresty,,,,
de-stage10.tube8.com,,401,112,de-stage10.tube8.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-01T00:00:00Z,2025-09-01T23:59:59Z,"CN=*.tube8.com, O=AYLO Freesites Ltd, L=Dali, C=CY",*.tube8.com,AYLO Freesites Ltd,tube8.com,"CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,340fe5f3a517cc3d144daefa26a7e9c6,d30c37e390d31d39a21219c907e2717ab99de00135027fe60a2c9565bb4eabeb,True,ctls,de-stage10.tube8.com,443,https://de-stage10.tube8.com,https,text/html,GET,66.254.114.192,/,/favicon.ico,66.254.114.192,HTTP/3,4,False,nonerror,0,,,,,
de-stage11.tube8.com,,401,112,de-stage11.tube8.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-01T00:00:00Z,2025-09-01T23:59:59Z,"CN=*.tube8.com, O=AYLO Freesites Ltd, L=Dali, C=CY",*.tube8.com,AYLO Freesites Ltd,tube8.com,"CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,340fe5f3a517cc3d144daefa26a7e9c6,d30c37e390d31d39a21219c907e2717ab99de00135027fe60a2c9565bb4eabeb,True,ctls,de-stage11.tube8.com,443,https://de-stage11.tube8.com,https,text/html,GET,66.254.114.192,/,/favicon.ico,66.254.114.192,HTTP/3,4,False,nonerror,0,,,,,
de-stage12.tube8.com,,401,112,de-stage12.tube8.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-01T00:00:00Z,2025-09-01T23:59:59Z,"CN=*.tube8.com, O=AYLO Freesites Ltd, L=Dali, C=CY",*.tube8.com,AYLO Freesites Ltd,tube8.com,"CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,340fe5f3a517cc3d144daefa26a7e9c6,d30c37e390d31d39a21219c907e2717ab99de00135027fe60a2c9565bb4eabeb,True,ctls,de-stage12.tube8.com,443,https://de-stage12.tube8.com,https,text/html,GET,66.254.114.192,/,/favicon.ico,66.254.114.192,HTTP/3,4,False,nonerror,0,,,,,
de-stage13.tube8.com,,401,112,de-stage13.tube8.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-01T00:00:00Z,2025-09-01T23:59:59Z,"CN=*.tube8.com, O=AYLO Freesites Ltd, L=Dali, C=CY",*.tube8.com,AYLO Freesites Ltd,tube8.com,"CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,340fe5f3a517cc3d144daefa26a7e9c6,d30c37e390d31d39a21219c907e2717ab99de00135027fe60a2c9565bb4eabeb,True,ctls,de-stage13.tube8.com,443,https://de-stage13.tube8.com,https,text/html,GET,66.254.114.192,/,/favicon.ico,66.254.114.192,HTTP/3,4,False,nonerror,0,,,,,
de-stage14.tube8.com,,401,112,de-stage14.tube8.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-01T00:00:00Z,2025-09-01T23:59:59Z,"CN=*.tube8.com, O=AYLO Freesites Ltd, L=Dali, C=CY",*.tube8.com,AYLO Freesites Ltd,tube8.com,"CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,340fe5f3a517cc3d144daefa26a7e9c6,d30c37e390d31d39a21219c907e2717ab99de00135027fe60a2c9565bb4eabeb,True,ctls,de-stage14.tube8.com,443,https://de-stage14.tube8.com,https,text/html,GET,66.254.114.192,/,/favicon.ico,66.254.114.192,HTTP/3,4,False,nonerror,0,,,,,
