input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_subject_org_,csp_domains_,tls_wildcard_certificate,tls_mismatched
api.qa.shakepay.com,Just a moment...,403,6594,shakepay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-06T02:23:59Z,2023-10-04T02:23:58Z,CN=shakepay.com,shakepay.com,status.api.shakepay.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,be23124c444b60fa8bf02b0012de7ead,10b709133c5c161d3b9a69055b552dc36b111e3ed9245b0fcc839b097b0ce213,ctls,shakepay.com,cloudflare,80,http://api.qa.shakepay.com:80,http,cloudflare,text/html,GET,104.18.23.53,/,1593207841,2606:4700::6812:1635,Cloudflare Bot Management,82,False,True,https://shakepay.com,,,,
api.shakepay.com,Just a moment...,403,6572,shakepay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-06T02:23:59Z,2023-10-04T02:23:58Z,CN=shakepay.com,shakepay.com,status.api.shakepay.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,be23124c444b60fa8bf02b0012de7ead,10b709133c5c161d3b9a69055b552dc36b111e3ed9245b0fcc839b097b0ce213,ctls,shakepay.com,cloudflare,443,https://api.shakepay.com:443,https,cloudflare,text/html,GET,104.18.23.53,/,1593207841,2606:4700::6812:1635,Cloudflare Bot Management,82,False,True,https://shakepay.com,,,,
confirm.shakepay.com,Just a moment...,403,6594,shakepay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-06T02:23:59Z,2023-10-04T02:23:58Z,CN=shakepay.com,shakepay.com,status.api.shakepay.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,be23124c444b60fa8bf02b0012de7ead,10b709133c5c161d3b9a69055b552dc36b111e3ed9245b0fcc839b097b0ce213,ctls,shakepay.com,cloudflare,443,https://confirm.shakepay.com:443,https,cloudflare,text/html,GET,104.18.22.53,/,1593207841,2606:4700::6812:1735,Cloudflare Bot Management,82,False,True,https://shakepay.com,,,,
help.shakepay.com,Shakepay Help Center,200,54629,help.shakepay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=shakepay.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",shakepay.com,*.shakepay.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b9d345abf2f2441c81b41f57f07c4b7f,63603f6ae421b0e6917a44a339e80a603ae7b173dd6d96b6609ed5c56d66ae05,ctls,help.shakepay.com,cloudflare,443,https://help.shakepay.com:443,https,cloudflare,text/html,GET,104.18.22.53,/,-1840324437,2606:4700::6812:1735,Cloudflare Bot Management,26,False,True,https://help.shakepay.com/en/,"Cloudflare, Inc.",https://*.google-analytics.com,True,
https://academy.guests.intercom.com,Intercom Academy,200,126743,academy.guests.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-20T00:00:00Z,2024-08-17T23:59:59Z,CN=academy.guests.intercom.com,academy.guests.intercom.com,academy.guests.intercom.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a00dbe3f33b7c7b80653aa51d9bbd859,4124ea5b9b8cfe415c15b4c609ab5001f5e7f281dba20e4e49793e81395b98df,ctls,academy.guests.intercom.com,cloudfront,443,https://academy.guests.intercom.com:443,https,gunicorn,text/html,GET,143.204.215.49,/,828127128,143.204.215.81,gunicorn,2019,False,True,,,,,
https://academy.intercom.com,Intercom Academy,200,141500,academy.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-12T23:59:59Z,CN=academy.intercom.com,academy.intercom.com,academy.intercom.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8d2be96db4a096ded0219470195d95c1,212f173a4a45c86a616cec5355e91af4e9bc2ba4062b0545177392879dad6394,ctls,academy.intercom.com,cloudfront,443,https://academy.intercom.com:443,https,gunicorn,text/html,GET,18.66.147.20,/,-1857449216,18.66.147.11,gunicorn,2286,False,True,,,,,
https://analytics.google.com,Redirecting...,200,888,analytics.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:19:15Z,2023-09-25T08:19:14Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,d38b2399690f104027969838ca3503d1,b5ec0a1e9d334b426410c0cebe858a37f3ff6997a5cd787ff13a7fa77f589c77,ctls,analytics.google.com,,443,https://analytics.google.com:443,https,ESF,text/html,GET,216.239.38.181,/,302920777,2a00:1450:4001:802::200e,HTTP/3,1,False,,https://analytics.google.com/analytics/web/,,http:,True,
https://app.au.intercom.com,Intercom | The easiest way to see and talk to your users,200,11698,app.au.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-02-08T23:59:59Z,CN=*.au.intercom.io,*.au.intercom.io,*.mobile-messenger.au.intercom.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,981caee7c8a24ff7f99d38545198823f,e14f0f455afb8d09022322b2a8ed2cfb8f312f340f2afea2f42d46f57dd1e34d,ctls,app.au.intercom.com,,443,https://app.au.intercom.com:443,https,nginx,text/html,GET,52.62.47.101,/,-1840324437,13.211.108.8,Ruby on Rails,237,False,,https://app.au.intercom.com/admins/sign_in,,munchkin.marketo.net,True,True
https://app.eu.intercom.com,Intercom | The easiest way to see and talk to your users,200,11666,app.eu.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-07T23:59:59Z,CN=*.eu.intercom.io,*.eu.intercom.io,*.intercom-clicks.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1eee4a9e8cfeefc760fd1f82e1cdeef7,c240f5f3b0b1a17c11765a6f1788972ddc95e4eea4b0b3da3c8d042e7ab78199,ctls,app.eu.intercom.com,,443,https://app.eu.intercom.com:443,https,nginx,text/html,GET,34.240.196.150,/,-1840324437,52.213.152.63,Ruby on Rails,237,False,,https://app.eu.intercom.com/admins/sign_in,,billing-admin.intercomassets.com,True,True
https://app.intercom.com,Intercom | The easiest way to see and talk to your users,200,12149,app.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-10T23:59:59Z,CN=*.intercom.com,*.intercom.com,intr.cm,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c0951bf8e99caddb8b5fb0a86acd849a,8bb4b251f6aa931b7ca267c21ae35bffa2ce16bf2a329c060ff773b643a91397,ctls,app.intercom.com,,443,https://app.intercom.com:443,https,nginx,text/html,GET,99.83.155.85,/,-1840324437,75.2.82.139,Ruby on Rails,246,False,,https://app.intercom.com/admins/sign_in,,fonts.intercomcdn.com,True,
