input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,tls_mismatched,tls_subject_org_,cdn_name,cdn,tls_self_signed,final_url,csp_domains_,tls_expired
elearning.sbb.ch,Login | SBB eLearning - Home,403,15654,elearning.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T13:30:25Z,2024-02-24T13:30:25Z,"CN=elearning.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elearning.sbb.ch,www.elearning.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,90662c7d24b07bb277388dcc0b9adac9,8ab8c45cf43222dbfda698020272fcb9b402b4f4af13399b44b62350b9378db0,,ctls,elearning.sbb.ch,443,https://elearning.sbb.ch:443,https,text/html,GET,195.15.246.17,/,1724120575,195.15.246.17,335,False,,HSTS,,Schweizerische Bundesbahnen SBB,,,,,https://chart.googleapis.com,
elk.app.sbb.ch,,503,2503,elk.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,elk.app.sbb.ch,443,https://elk.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
email.sbb.ch,Inxmail Server - professionelles E-Mail-Marketing,200,2338,email.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T04:55:45Z,2023-07-26T04:55:44Z,CN=email.railaway.ch,email.railaway.ch,inxmailtest.sbb.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e1512c13762aa8304715690d6acdd92e,80729ddd6ba479464ad856523b679ab4c5ed5040351e1868b21b8be2c56cdc88,,ctls,email.sbb.ch,443,https://email.sbb.ch:443,https,text/html,GET,93.191.162.150,/,276475972,93.191.162.150,59,False,,HSTS,,,,,,,,
energie.app.sbb.ch,,503,2503,energie.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,energie.app.sbb.ch,443,https://energie.app.sbb.ch:443,https,text/html,GET,52.58.149.237,/,1539244717,18.197.180.226,94,False,,,,,,,,,,
eng.dev-beta.sbb.ch,,401,,eng.dev-beta.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=dev-beta.sbb.ch,dev-beta.sbb.ch,graphql.dev-beta.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,eb8bf3499926cf1d80bd0c139bcd0b03,34392f8868cf6559c7d9bc057c4c79c931d5b2166cd7334083af559176bedb9e,True,ctls,eng.dev-beta.sbb.ch,443,https://eng.dev-beta.sbb.ch:443,https,,GET,18.66.112.50,/,-1840324437,18.66.112.55,1,False,none,HSTS,,,cloudfront,True,,,,
engineering-preferencesdebug.app.sbb.ch,,503,2503,engineering-preferencesdebug.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,engineering-preferencesdebug.app.sbb.ch,443,https://engineering-preferencesdebug.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
enterpriseenrollment.sbb.ch,Microsoft Intune admin center,200,39854,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,443,https://enterpriseenrollment.sbb.ch:443,https,text/html,GET,20.91.147.72,/,1631801191,20.91.147.72,4,False,,HSTS,,Microsoft Corporation,,,,https://intune.microsoft.com/,,
enterpriseregistration.sbb.ch,Service,404,1565,enterpriseregistration.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-17T10:06:53Z,2024-05-11T10:06:53Z,"CN=*.enterpriseregistration.windows.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.enterpriseregistration.windows.net,enterpriseregistration.windows.net,"CN=Microsoft Azure TLS Issuing CA 01, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 01,Microsoft Corporation,9c63f59aa24f3f22874d7ea3998b82bd,894d8730e2e4c7c06b0d207438c8957cbd4aaae151221772f9a4db78085bdfc6,True,ctls,enterpriseregistration.sbb.ch,443,https://enterpriseregistration.sbb.ch:443,https,text/html,GET,20.190.137.40,/,-2070773535,20.190.137.40,14,False,,HSTS,True,Microsoft Corporation,azure,True,,,,
eradn.sbb.ch,RailOpt WEB Platform Startup Redirector,200,275,eradn.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-18T05:05:36Z,2023-07-18T05:05:36Z,"CN=eradn.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",eradn.sbb.ch,ec2-3513.prod.aws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,278285fbbf802b301eb59b7ec5ec7398,90f3e3b4db63606a0d887a2ea1752512585a46ebf504beff97787e08bb923a8a,,ctls,eradn.sbb.ch,443,https://eradn.sbb.ch:443,https,text/html,GET,52.29.154.94,/,1506412659,3.67.164.165,11,False,,,,Schweizerische Bundesbahnen SBB,,,,,,
erroraws.app.sbb.ch,,503,2503,erroraws.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,erroraws.app.sbb.ch,443,https://erroraws.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
etagesbogen-int.sbb.ch,eTagesbogen Login (Test),200,3782,etagesbogen-int.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-01T05:14:08Z,2023-07-01T05:14:08Z,"CN=etagesbogen.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",etagesbogen.sbb.ch,etagesbogen-test.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,f96ed8c2028d055002d1c527b54946dc,c567d359042a56ddf497d7dca053eefbbf688ea9aa1f22c5cc097322cdd44c0b,,ctls,etagesbogen-int.sbb.ch,443,https://etagesbogen-int.sbb.ch:443,https,text/html,GET,193.203.120.73,/,-81389271,193.203.120.73,199,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://etagesbogen-int.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fetagesbogen%2Dint%2Esbb%2Ech%2F,,
etagesbogen.sbb.ch,eTagesbogen Login,200,3768,etagesbogen.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-01T05:14:08Z,2023-07-01T05:14:08Z,"CN=etagesbogen.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",etagesbogen.sbb.ch,etagesbogen-test.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,f96ed8c2028d055002d1c527b54946dc,c567d359042a56ddf497d7dca053eefbbf688ea9aa1f22c5cc097322cdd44c0b,,ctls,etagesbogen.sbb.ch,443,https://etagesbogen.sbb.ch:443,https,text/html,GET,193.203.120.136,/,-1590183939,193.203.120.136,199,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://etagesbogen.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fetagesbogen%2Esbb%2Ech%2F,,
etcsst-test.sbb.ch,SBB Login - etcsst-test.sbb.ch,200,3626,etcsst-test.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T05:33:36Z,2024-05-02T05:33:36Z,"CN=etcsst.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",etcsst.sbb.ch,etcsst-int.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,8e4814e387587c569356033a10cf421a,0069063382d0f008031c2bfd5fea06360c97330bcbea9ba018bbc5281f674551,,ctls,etcsst-test.sbb.ch,443,https://etcsst-test.sbb.ch:443,https,text/html,GET,193.203.121.47,/,556038610,193.203.121.47,198,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://etcsst-test.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fetcsst%2Dtest%2Esbb%2Ech%2Fetcsst%2F,,
etcsst.sbb.ch,SBB Login - etcsst.sbb.ch,200,3815,etcsst.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T05:33:36Z,2024-05-02T05:33:36Z,"CN=etcsst.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",etcsst.sbb.ch,etcsst-int.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,8e4814e387587c569356033a10cf421a,0069063382d0f008031c2bfd5fea06360c97330bcbea9ba018bbc5281f674551,,ctls,etcsst.sbb.ch,443,https://etcsst.sbb.ch:443,https,text/html,GET,193.203.121.168,/,609602727,193.203.121.168,199,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://etcsst.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fetcsst%2Esbb%2Ech%2Fetcsst%2F,,
etest.sbb.ch,Avendoo 17,200,23612,etest.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-28T07:36:41Z,2023-06-28T07:36:41Z,"CN=etest.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",etest.sbb.ch,test-etest.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,979501462cb22decd11b2466d8a558d8,d0096fe287e926dfafa37706a1f2b731dbc71f0043192bfd19316f8ce7d9f2af,,ctls,etest.sbb.ch,443,https://etest.sbb.ch:443,https,text/html,GET,188.40.166.48,/,1022633940,188.40.166.48,742,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://etest.sbb.ch/l/index,,
eurwbn-134-232-60-87.app.sbb.ch,,503,2503,eurwbn-134-232-60-87.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,eurwbn-134-232-60-87.app.sbb.ch,443,https://eurwbn-134-232-60-87.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
eventit.event.sbb.ch,My Future @ SBB 25.04.2023,200,56987,eventit.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T11:50:09Z,2023-07-05T11:50:08Z,CN=eventit.event.sbb.ch,eventit.event.sbb.ch,eventit.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,76af6b94d390856fd3329e86d9fa9932,595fe29a3fe1e047a365e516c51cbd8d5d91712323845403749a11368f2e28a8,,ctls,eventit.event.sbb.ch,443,https://eventit.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,175,False,,,,,google,True,,,,
events.sbb.ch,Das Online-Portal der SBB für Zug und ÖV | SBB,200,300106,www.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T08:47:35Z,2023-08-09T08:47:35Z,"CN=www.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.sbb.ch,sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,614a3b337a1a627a33ec96c5cf868ef6,37ac2a275b132a52dbb3a1e5e8416079d85765ac6c8d959de84b8ea906c697d9,,ctls,www.sbb.ch,443,https://events.sbb.ch:443,https,text/html,GET,159.100.250.197,/,-1325821527,159.100.250.197,4646,False,Apache,Varnish,,Schweizerische Bundesbahnen SBB,,,,https://www.sbb.ch/de,,
everlabs.app.sbb.ch,,503,2503,everlabs.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,everlabs.app.sbb.ch,443,https://everlabs.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
ext.sbb.ch,Introduction,200,48629,www.bkms-system.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-23T10:34:32Z,2023-08-27T23:59:59Z,"CN=bkms-system.ch, O=EQS Group AG, L=Muenchen, ST=Bayern, C=DE, jurisdictionCountry=DE, jurisdictionStateOrProvince=Bayern, jurisdictionLocality=München, serialNumber=HRB 131048, businessCategory=Private Organization, jurisdictionCountry=DE, jurisdictionStateOrProvince=Bayern, jurisdictionLocality=München, businessCategory=Private Organization",bkms-system.ch,client.bkms-system.ch,"CN=TeleSec ServerPass Extended Validation Class 3 CA, street=Untere Industriestr. 20, L=Netphen, postalCode=57250, ST=Nordrhein Westfalen, OU=T-Systems Trust Center, O=T-Systems International GmbH, C=DE",TeleSec ServerPass Extended Validation Class 3 CA,T-Systems International GmbH,cffc9b762e89dd9db7e72b0602cdc67b,b2ed72e70d83eec591ec5703743dd26b18a0dcb902f16fb47965faf9ea258241,,ctls,www.bkms-system.ch,443,https://ext.sbb.ch:443,https,text/html,GET,194.150.245.34,/,-1280056583,194.150.245.34,652,False,web,Java,,EQS Group AG,,,,https://www.bkms-system.ch/bkwebanon/report/clientInfo?cin=19SBB2&language=fre,https:,
extvpn.sbb.ch,NetScaler AAA,200,42775,extvpn.sbb.ch,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-11-07T14:20:14Z,2023-11-07T14:20:14Z,"CN=citrix.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",citrix.sbb.ch,bn-netscalermas-01.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9d4ce15db27b656dfd0345a7ecf3fc41,486be16a71e5d0d9a2b0f4945edefa7582a42023f5a67718149b9950fa555c79,,ctls,extvpn.sbb.ch,443,https://extvpn.sbb.ch:443,https,text/html,GET,91.230.141.182,/,12023395,91.230.141.182,721,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://extvpn.sbb.ch/logon/LogonPoint/tmindex.html,,
f-event-community.event.sbb.ch,F-Event 2023,200,72909,f-event-community.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-25T07:30:05Z,2023-08-23T07:30:04Z,CN=f-event-community.event.sbb.ch,f-event-community.event.sbb.ch,f-event-community.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,bf6500ac34fa6d1a2783ff70851e5acf,fe05b31109296694bb39ed5f9e8fed3c763d528919fad9d666810bb3103d2e4c,,ctls,f-event-community.event.sbb.ch,443,https://f-event-community.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,289,False,,,,,google,True,,,,
f1-test-ws.sbb.ch,,500,637,f1-test-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-23T05:20:01Z,2023-06-23T05:20:01Z,"CN=f1-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",f1-ws.sbb.ch,f1-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,bcf765ce0a8dbbcca02f5a990a250e97,f0c1bed1f5234300c3652820999b0409fe0767047b75a394f675d35831fa6656,,ctls,f1-test-ws.sbb.ch,443,https://f1-test-ws.sbb.ch:443,https,text/xml,GET,193.203.120.2,/,1682878506,193.203.120.2,2,False,,IBM DataPower,,Schweizerische Bundesbahnen SBB,,,,,,
f5test.app.sbb.ch,,503,2503,f5test.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,f5test.app.sbb.ch,443,https://f5test.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
fahrplancargo-alias.app.sbb.ch,,503,2503,fahrplancargo-alias.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,fahrplancargo-alias.app.sbb.ch,443,https://fahrplancargo-alias.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.184.80.90,94,False,,,,,,,,,,
fahrplant.sbb.ch,403 Forbidden,403,199,,,,,,,,,,,,,,,,,,,80,http://fahrplant.sbb.ch:80,http,text/html,GET,194.150.245.121,/,-855688948,194.150.245.121,8,False,Apache,Apache,,,,,,,,
fdk.app.sbb.ch,403 Forbidden,403,271,fdk.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,fdk.app.sbb.ch,443,https://fdk.app.sbb.ch:443,https,text/html,GET,18.198.155.202,/,1651899993,18.197.180.226,11,False,nginx,Nginx,,,,,,,,
fdlcdoud.event.sbb.ch,Crashkurs Bahn Know-How.,200,32708,fdlcdoud.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T06:38:09Z,2023-07-08T06:38:08Z,CN=fdlcdoud.event.sbb.ch,fdlcdoud.event.sbb.ch,fdlcdoud.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d6735a32fb2ccc5a8121ee5ec4376c1c,7675db687cef594a25509bec05b12e78a0273849ce35c5ffc6c25d07d1df96f4,,ctls,fdlcdoud.event.sbb.ch,443,https://fdlcdoud.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,153,False,,,,,google,True,,,,
feedback.sbb.ch,Das Online-Portal der SBB für Zug und ÖV | SBB,200,299591,www.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T08:47:35Z,2023-08-09T08:47:35Z,"CN=www.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.sbb.ch,sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,614a3b337a1a627a33ec96c5cf868ef6,37ac2a275b132a52dbb3a1e5e8416079d85765ac6c8d959de84b8ea906c697d9,,ctls,www.sbb.ch,443,https://feedback.sbb.ch:443,https,text/html,GET,52.222.236.88,/,-99314178,52.222.236.12,4631,False,Apache,Varnish,,Schweizerische Bundesbahnen SBB,cloudfront,True,,https://www.sbb.ch/de,,
festtagskarte-test.sbb.ch,Sign in to your account,200,209083,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://festtagskarte-test.sbb.ch:443,https,text/html,GET,20.50.2.13,/,-1380756102,20.50.2.13,174,False,,HSTS,,Microsoft Corporation,azure,True,,https://login.microsoftonline.com/2cda5d11-f0ac-46b3-967d-af1b2e1bd01a/oauth2/v2.0/authorize?client_id=0f47f407-e63b-4c3f-b5bd-5e4356a09437&redirect_uri=https%3A%2F%2Ffesttagskarte-test.sbb.ch%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638206410401907250.YjczNzAwY2MtMWFjNC00MTQ1LTk4ZDMtMWMwOGMyYWY2MzNiN2Q4NDhiYjYtMDZmOC00ZTU2LTkxNTQtYmI0NDdmNzAxMTA0&client_info=1&x-client-brkrver=IDWeb.1.25.5.0&state=CfDJ8EjE9jiB-TZOjfH8nhsjcXJamDHIWjWokUUMlUMiqrOiGWEPTjxgjHuH6G1ui-ucykEJ1N6-b8umhtfJQf9wH0yqTbCcrf3Jx5_jsSBlFN3ZKfghoofjbZ8Hq_pcHrdEaeqQEZ9PIb2RcTA-V0YoDX6xac5sPatLmTAskOp-kSMKiiQjQiPvWv383uz7VrnaGn9KyjGMxmSetp_rhidZHP47F9M1bsN8jwnVyrMsJWxDrffUZ8O6LMpar71kGxqmGleaple9D2xse0d0OjeBxFd0Ujnj4xbbaJiZ9IelKWxQ2H5jaAUsWA-PqRS1keGcsA&x-client-SKU=ID_NET6_0&x-client-ver=6.25.0.0,,
festtagskarte.sbb.ch,Sign in to your account,200,209008,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://festtagskarte.sbb.ch:443,https,text/html,GET,13.69.68.17,/,-1380756102,13.69.68.17,174,False,,HSTS,,Microsoft Corporation,azure,True,,https://login.microsoftonline.com/2cda5d11-f0ac-46b3-967d-af1b2e1bd01a/oauth2/v2.0/authorize?client_id=0f47f407-e63b-4c3f-b5bd-5e4356a09437&redirect_uri=https%3A%2F%2Ffesttagskarte.sbb.ch%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638206410400769123.MTdjNjliZTMtNWI1Ny00MTFlLWI0NTgtZDdiN2I5OGYyZWVhODU5ZmViODctOGY1Mi00NTVkLWFmNGYtNDI3ZjIxM2IwYjU0&client_info=1&x-client-brkrver=IDWeb.1.25.5.0&state=CfDJ8HYK2mpavLhBgFKG_QGXIJIMPCNu4Srke18egZVNvXRc3EczE6x9vOCOfN-vYuTvRWz0X5YZHmjgUMJmV0IYb1qF8JwJfCMKZUgLGfniEaDbwF4pZR41ts_sepRo3kt7NIM0jkQfgCL8HAPq_8yPFFcg0ng_RwIIOgVZ7YfeXXGtWtC28m_7DmaGcUokvzL0F9apNEHIwN0Rz3u0J-FUGtkpXpfp9jt_YrM9jVx5lnoMslpt9eR4tLfuytZ6I9waBOe92tj9QLYZCEvqCPEXf3e8PcNCjn-DnQLr-Zk95a--UU4Csigu-YibfBJ9qK3aNA&x-client-SKU=ID_NET6_0&x-client-ver=6.25.0.0,,
