new,host,ttl,a,soa,status_code,cdn,cdn-name,ns,caa,has_internal_ips,internal_ips,cname,txt,aaaa,mx
[x],4-09-9.policecheck.auspost.com.au,180,"3.160.188.122, 3.160.188.94, 3.160.188.129, 3.160.188.39","{'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,,
[x],acc.verify.auspost.com.au,60,"18.155.129.84, 18.155.129.96, 18.155.129.62, 18.155.129.19","{'name': 'verify.auspost.com.au', 'ns': 'ns-1967.awsdns-53.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'verify.auspost.com.au', 'ns': 'ns-1967.awsdns-53.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'verify.auspost.com.au', 'ns': 'ns-1967.awsdns-53.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'verify.auspost.com.au', 'ns': 'ns-1967.awsdns-53.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'verify.auspost.com.au', 'ns': 'ns-1967.awsdns-53.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'verify.auspost.com.au', 'ns': 'ns-1967.awsdns-53.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'verify.auspost.com.au', 'ns': 'ns-1967.awsdns-53.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,,
[x],aleksey-dev.policecheck.auspost.com.au,60,"18.245.253.120, 18.245.253.72, 18.245.253.35, 18.245.253.106","{'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,"ns-1002.awsdns-61.net, ns-1207.awsdns-22.org, ns-180.awsdns-22.com, ns-1836.awsdns-37.co.uk",,,,,,,
[x],argoxyz.policecheck.auspost.com.au,60,"18.165.122.79, 18.165.122.75, 18.165.122.123, 18.165.122.71","{'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,,
[x],auspost.com.au,60,"3.161.82.60, 3.161.82.20, 3.161.82.123, 3.161.82.85","{'name': 'auspost.com.au', 'ns': 'ns-1137.awsdns-14.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,"ns-443.awsdns-55.com, ns-729.awsdns-27.net, ns-1137.awsdns-14.org, ns-1916.awsdns-47.co.uk","godaddy.com, amazonaws.com, digicert.com, awstrust.com, letsencrypt.org, sectigo.com, amazon.com, amazontrust.com, entrust.net",,,,"MS=ms82491724, SFMC-4zdIzjCl4EAkh8n35D9jYqKSx0T8Hb2OKQkZQn7C, adobe-idp-site-verification=0e52f0bd-f839-45cd-b18f-47d4798dea26, docusign=36e0f82f-5052-43a6-9c03-4d8176181528, adobe-idp-site-verification=37c19850ef587f53b8cc6e8c69a4cc32aef9d3b22b99f3c47349429ee089e25d, amazonses:/v+IHsT/qY8EgpdO8cs1JGpNAEiGLHKStOosZZ5oEQM=, apple-domain-verification=50Gnk5kEoAyPHT0a, atlassian-domain-verification=NGYtVhNsQC28U6rzJs6528KE2IoW6MnlyxhakoXFLpDVWpjWwaF63tt9Hoh4NkZp, atlassian-domain-verification=XxGS0eRL7GiNFF2xlGaUZqKaopxAcKxJUHbgN23otws9bUTgmH0fl/jziLjyaE6H, ciscocidomainverification=2931c84a6b1ecb9f4013038f588d5078624e9a635333e1e75925dbd7ec656984, docusign=56bb2bba-ac0d-46e6-bcfd-e9ea89b0e063, docusign=6d398523-2dea-4cdc-9c2b-4dab7f8cdc82, google-site-verification=QhD6-X_6KSi05yMSb1_h_vv9q7HYMu6HhDzDD0OuOKI, hv/eyuuzJm0OwG4SKf9YIp6D0loqnMQDqkWxyJ14F5MQJQC/Dq327ybJwCX9wPNV5MAKWB4DB/ndSIlYSYULKQ==, ruf=mailto:dmarc_afrf@auth.returnpath.net;, v=spf1 include:spf.protection.outlook.com include:spf.auspost.com.au include:spf2.auspost.com.au include:amazonses.com include:_spf.salesforce.com include:spf.exclaimer.net -all",,
[x],backupjenkinscmsvideo.policecheck.auspost.com.au,60,"13.35.58.104, 13.35.58.30, 13.35.58.28, 13.35.58.96","{'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,,
[x],baiduspider-124-166-232-84.policecheck.auspost.com.au,900,,"{'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,,
[x],bas7.policecheck.auspost.com.au,60,"13.35.58.96, 13.35.58.30, 13.35.58.104, 13.35.58.28","{'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,,
[x],bassnectar-color.policecheck.auspost.com.au,60,"13.35.58.28, 13.35.58.96, 13.35.58.30, 13.35.58.104","{'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,,
[x],bezgemorroya.policecheck.auspost.com.au,848,,"{'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'policecheck.auspost.com.au', 'ns': 'ns-1836.awsdns-37.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,,,,,,,,
