input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_expired
0-210.okta.app.sandbox.directly.com,Sign up | Directly,200,10530,*.doubleclick.net,0-210.okta.app.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,0-210.okta.app.sandbox.directly.com,,443,https://0-210.okta.app.sandbox.directly.com:443,https,Apache,text/html,GET,34.231.47.219,/,1899044793,https://0-210.okta.app.sandbox.directly.com/login/auth,52.72.152.70,Pure CSS,283,False,,True,,
0-216.sandbox.directly.com,Sign up | Directly,200,10530,*.licdn.com,0-216.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,0-216.sandbox.directly.com,,443,https://0-216.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://0-216.sandbox.directly.com/login/auth,34.231.47.219,Pure CSS,283,False,,,,
0-31.sandbox.directly.com,Sign up | Directly,200,10530,d.adroll.mgr.consensu.org,0-31.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,0-31.sandbox.directly.com,,443,https://0-31.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://0-31.sandbox.directly.com/login/auth,44.207.125.125,Pure CSS,283,False,,,,
0.staging.directly.com,Sign up | Directly,200,10530,www.googletagmanager.com,0.staging.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-04T00:00:00Z,2024-07-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,237579a1531bee680e69c494936b3ea4,9993e248a55c2e26dd71672aaa20133d407c40d3327619da4805a1339ef2b4f6,True,ctls,0.staging.directly.com,,443,https://0.staging.directly.com:443,https,Apache,text/html,GET,107.21.113.221,/,1899044793,https://0.staging.directly.com/login/auth,107.22.113.143,Pure CSS,283,False,,True,,
007yulechang.sandbox.directly.com,Sign up | Directly,200,10530,*.google-analytics.com,007yulechang.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,007yulechang.sandbox.directly.com,,443,https://007yulechang.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://007yulechang.sandbox.directly.com/login/auth,44.207.125.125,Pure CSS,283,False,,,,
00c8z.sandbox.directly.com,Sign up | Directly,200,10530,*.licdn.com,00c8z.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,00c8z.sandbox.directly.com,,443,https://00c8z.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://00c8z.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,,,
058.sandbox.directly.com,Sign up | Directly,200,10530,*.licdn.com,058.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,058.sandbox.directly.com,,443,https://058.sandbox.directly.com:443,https,Apache,text/html,GET,34.231.47.219,/,1899044793,https://058.sandbox.directly.com/login/auth,52.72.152.70,Pure CSS,283,False,,,,
069.sandbox.directly.com,Sign up | Directly,200,10530,*.licdn.com,069.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,069.sandbox.directly.com,,443,https://069.sandbox.directly.com:443,https,Apache,text/html,GET,34.231.47.219,/,1899044793,https://069.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,,,
0691.sandbox.directly.com,Sign up | Directly,200,10530,d.adroll.mgr.consensu.org,0691.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,0691.sandbox.directly.com,,443,https://0691.sandbox.directly.com:443,https,Apache,text/html,GET,34.231.47.219,/,1899044793,https://0691.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,,,
073.sandbox.directly.com,Sign up | Directly,200,10530,*.adroll.com,073.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,073.sandbox.directly.com,,443,https://073.sandbox.directly.com:443,https,Apache,text/html,GET,44.207.125.125,/,1899044793,https://073.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,,,
