new,host,a,soa,txt,status_code,cname,cdn,cdn-name,aaaa,ns,mx,has_internal_ips,internal_ips,caa
,events.dji.com,"108.157.229.116, 108.157.229.126, 108.157.229.97, 108.157.229.99","ns-865.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,d2ca3fhw90mvtx.cloudfront.net,True,cloudfront,"2600:9000:2395:200:e:3fd3:a940:93a1, 2600:9000:2395:0:e:3fd3:a940:93a1, 2600:9000:2395:bc00:e:3fd3:a940:93a1, 2600:9000:2395:5c00:e:3fd3:a940:93a1, 2600:9000:2395:8c00:e:3fd3:a940:93a1, 2600:9000:2395:7a00:e:3fd3:a940:93a1, 2600:9000:2395:8e00:e:3fd3:a940:93a1, 2600:9000:2395:400:e:3fd3:a940:93a1","ns-1541.awsdns-00.co.uk, ns-440.awsdns-55.com, ns-865.awsdns-44.net, ns-1331.awsdns-38.org",,,,
,events3.djicdn.com,"163.181.92.227, 163.181.92.225, 163.181.92.226, 163.181.92.231, 163.181.92.229, 163.181.92.228, 163.181.92.232, 163.181.92.230","ns3.kunlunar.com, root.taobao.com",,NOERROR,events3.djicdn.com.w.kunlunar.com,,,,,,,,
,explore.djivideos.com,,"ns-940.awsdns-53.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,fly-safe.dji.com,"79.133.177.229, 79.133.177.232, 79.133.177.228, 79.133.177.230, 79.133.177.226, 79.133.177.231, 79.133.177.227, 79.133.177.225","ns1.vip.cdngslb.com, root.cdngslb.com",,NOERROR,fly-safe.dji.com.w.cdngslb.com,,,,,,,,
,flysafe-public.djicdn.com,"163.181.92.225, 163.181.92.227, 163.181.92.230, 163.181.92.231, 163.181.92.226, 163.181.92.232, 163.181.92.228, 163.181.92.229","ns3.alikunlun.com, root.taobao.com",,NOERROR,flysafe-public.djicdn.com.w.alikunlun.com,,,,,,,,
,flysafe-website-us.dji.com,"34.197.18.84, 34.206.254.66","ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,flysafe.dji.com,"34.206.254.66, 34.197.18.84","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,alb-nw-web-prod-for-dji-1459889397.us-east-1.elb.amazonaws.com,,,,,,,,
,focus.djicdn.com,"108.138.51.13, 108.138.51.67, 108.138.51.88, 108.138.51.127, 205.251.193.33","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",,NOERROR,d1qffyi8p293ne.cloudfront.net,True,cloudfront,,"ns-1490.awsdns-58.org, ns-289.awsdns-36.com, ns-594.awsdns-10.net, ns-1723.awsdns-23.co.uk",,,,
,forum.dev.dji.com,"52.222.214.80, 52.222.214.78, 52.222.214.107, 52.222.214.112","ns-236.awsdns-29.com, awsdns-hostmaster.amazon.com",,NOERROR,d9yjnz2lpnpd6.cloudfront.net,True,cloudfront,"2600:9000:223d:6000:b:c13b:4a80:93a1, 2600:9000:223d:5200:b:c13b:4a80:93a1, 2600:9000:223d:a200:b:c13b:4a80:93a1, 2600:9000:223d:b600:b:c13b:4a80:93a1, 2600:9000:223d:e600:b:c13b:4a80:93a1, 2600:9000:223d:b800:b:c13b:4a80:93a1, 2600:9000:223d:3600:b:c13b:4a80:93a1, 2600:9000:223d:5c00:b:c13b:4a80:93a1","ns-1134.awsdns-13.org, ns-1952.awsdns-52.co.uk, ns-236.awsdns-29.com, ns-627.awsdns-14.net",,,,
,forum.djicdn.com,"13.224.189.36, 13.224.189.46, 13.224.189.117, 13.224.189.111","ns-14.awsdns-01.com, awsdns-hostmaster.amazon.com",,NOERROR,d1vs2lyokjhbz2.cloudfront.net,True,cloudfront,"2600:9000:20eb:be00:18:24c6:7780:93a1, 2600:9000:20eb:1a00:18:24c6:7780:93a1, 2600:9000:20eb:8200:18:24c6:7780:93a1, 2600:9000:20eb:da00:18:24c6:7780:93a1, 2600:9000:20eb:800:18:24c6:7780:93a1, 2600:9000:20eb:e00:18:24c6:7780:93a1, 2600:9000:20eb:9400:18:24c6:7780:93a1, 2600:9000:20eb:f600:18:24c6:7780:93a1",,,,,
,forum11.djicdn.com,"65.9.66.80, 65.9.66.14, 65.9.66.41, 65.9.66.113","ns-2041.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,d1ldn46w5nh9r0.cloudfront.net,True,cloudfront,"2600:9000:206f:2a00:8:b19d:a700:93a1, 2600:9000:206f:2000:8:b19d:a700:93a1, 2600:9000:206f:2800:8:b19d:a700:93a1, 2600:9000:206f:bc00:8:b19d:a700:93a1, 2600:9000:206f:cc00:8:b19d:a700:93a1, 2600:9000:206f:a600:8:b19d:a700:93a1, 2600:9000:206f:f400:8:b19d:a700:93a1, 2600:9000:206f:e00:8:b19d:a700:93a1","ns-519.awsdns-00.net, ns-99.awsdns-12.com, ns-1500.awsdns-59.org, ns-2041.awsdns-63.co.uk",,,,
,forum22.djicdn.com,"108.138.64.102, 108.138.64.28, 108.138.64.80, 108.138.64.82, 205.251.192.99, 205.251.194.7, 205.251.197.220, 205.251.199.249","ns-2041.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,d1ldn46w5nh9r0.cloudfront.net,True,cloudfront,"2600:9000:2508:3c00:8:b19d:a700:93a1, 2600:9000:2508:5000:8:b19d:a700:93a1, 2600:9000:2508:1c00:8:b19d:a700:93a1, 2600:9000:2508:4a00:8:b19d:a700:93a1, 2600:9000:2508:8800:8:b19d:a700:93a1, 2600:9000:2508:ae00:8:b19d:a700:93a1, 2600:9000:2508:c200:8:b19d:a700:93a1, 2600:9000:2508:6400:8:b19d:a700:93a1","ns-99.awsdns-12.com, ns-519.awsdns-00.net, ns-1500.awsdns-59.org, ns-2041.awsdns-63.co.uk",,,,
,forum33.djicdn.com,"65.9.66.41, 65.9.66.80, 65.9.66.113, 65.9.66.14","ns-2041.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,d1ldn46w5nh9r0.cloudfront.net,True,cloudfront,"2600:9000:206f:5800:8:b19d:a700:93a1, 2600:9000:206f:7a00:8:b19d:a700:93a1, 2600:9000:206f:9c00:8:b19d:a700:93a1, 2600:9000:206f:a000:8:b19d:a700:93a1, 2600:9000:206f:b200:8:b19d:a700:93a1, 2600:9000:206f:ba00:8:b19d:a700:93a1, 2600:9000:206f:e600:8:b19d:a700:93a1, 2600:9000:206f:e00:8:b19d:a700:93a1","ns-99.awsdns-12.com, ns-519.awsdns-00.net, ns-1500.awsdns-59.org, ns-2041.awsdns-63.co.uk",,,,
,forum44.djicdn.com,"13.249.9.56, 13.249.9.128, 13.249.9.38, 13.249.9.123","ns-2041.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,d1ldn46w5nh9r0.cloudfront.net,True,cloudfront,"2600:9000:2171:2200:8:b19d:a700:93a1, 2600:9000:2171:e200:8:b19d:a700:93a1, 2600:9000:2171:4000:8:b19d:a700:93a1, 2600:9000:2171:600:8:b19d:a700:93a1, 2600:9000:2171:2a00:8:b19d:a700:93a1, 2600:9000:2171:6e00:8:b19d:a700:93a1, 2600:9000:2171:ee00:8:b19d:a700:93a1, 2600:9000:2171:da00:8:b19d:a700:93a1","ns-99.awsdns-12.com, ns-1500.awsdns-59.org, ns-2041.awsdns-63.co.uk, ns-519.awsdns-00.net",,,,
,games.robomaster.com,"114.80.179.215, 114.80.179.211, 114.80.179.213, 114.80.179.238, 114.80.179.242, 114.80.179.209, 114.80.179.172, 114.80.179.231","ns3.kunluncan.com, root.taobao.com",,NOERROR,games.robomaster.com.w.kunluncan.com,,,,,,,,
,gw-line-hz-to-vg-1-prv.djiservice.org,"10.233.33.53, 10.233.32.103","ns-1056.awsdns-04.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,"ns-1056.awsdns-04.org, ns-125.awsdns-15.com, ns-1585.awsdns-06.co.uk, ns-959.awsdns-55.net",,True,"10.233.33.53, 10.233.32.103",
,gw-line-vg-to-hk-1-prv.djiservice.org,"172.29.6.231, 172.29.1.231","ns-1056.awsdns-04.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,"172.29.6.231, 172.29.1.231",
,gw-line-vg-to-hz-1-prv.djiservice.org,"10.233.32.197, 10.233.33.13","ns-1056.awsdns-04.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,"10.233.32.197, 10.233.33.13",
,gw-us.djiservice.org,"52.86.136.19, 18.205.219.102","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,vg-cloudbus-prod-internet-411340809.us-east-1.elb.amazonaws.com,,,,,,,,
,heimdallr.dji.com,"52.222.236.108, 52.222.236.35, 52.222.236.48, 52.222.236.97","ns-1570.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,d2cc3dq8rbytrq.cloudfront.net,True,cloudfront,"2600:9000:223e:f200:12:a180:8d80:93a1, 2600:9000:223e:f400:12:a180:8d80:93a1, 2600:9000:223e:0:12:a180:8d80:93a1, 2600:9000:223e:1400:12:a180:8d80:93a1, 2600:9000:223e:1800:12:a180:8d80:93a1, 2600:9000:223e:9200:12:a180:8d80:93a1, 2600:9000:223e:c000:12:a180:8d80:93a1, 2600:9000:223e:e600:12:a180:8d80:93a1","ns-427.awsdns-53.com, ns-947.awsdns-54.net, ns-1291.awsdns-33.org, ns-1570.awsdns-04.co.uk",,,,
,iao-oacs-alp01.dji.com,51.136.79.7,"ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com",ubnnicpra5if0lu2sp9n1tnkbb,NOERROR,,True,azure,,,,,,
,iao-oacs-alp16.dji.com,51.136.79.40,"ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com",,NOERROR,,True,azure,,,,,,
,image.dji.com,"172.64.149.147, 104.18.38.109","ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,"img-dji-com.emarsys.net, image.dji.com.cdn.cloudflare.net",True,cloudflare,"2606:4700:4400::ac40:9593, 2606:4700:4400::6812:266d",,,,,
,ja-ag2.dji.com,47.245.28.16,"ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,kms.djicdn.com,"163.181.92.231, 163.181.92.226, 163.181.92.228, 163.181.92.229, 163.181.92.225, 163.181.92.230, 163.181.92.227, 163.181.92.232","ns1.vip.cdngslb.com, root.cdngslb.com",,NOERROR,kms.djicdn.com.w.cdngslb.com,,,,"ns1.vip.cdngslb.com, ns2.vip.cdngslb.com, ns3.vip.cdngslb.com, ns4.vip.cdngslb.com",,,,
,kr-ag2.dji.com,47.245.26.98,"ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,leancloud.robomaster.com,117.50.4.130,"ns-1699.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,license.dji.com,"79.133.177.225, 163.181.56.171, 163.181.92.232, 163.181.92.229, 163.181.92.226, 163.181.92.225, 163.181.92.230, 163.181.92.227, 163.181.92.231, 163.181.92.228","ns1.vip.cdngslb.com, root.cdngslb.com",,NOERROR,license.dji.com.w.cdngslb.com,,,,,,,,
,light.skypixel.com,"79.133.177.229, 79.133.177.230, 79.133.177.231, 79.133.177.228, 79.133.177.225, 79.133.177.227, 79.133.177.226, 79.133.177.232","ns1.vip.cdngslb.com, root.cdngslb.com",,NOERROR,light.skypixel.com.w.cdngslb.com,,,,,,,,
,link1.dji.com,217.175.192.2,"ns10.digicertdns.com, dns.digicertdns.com",,NOERROR,suite7.emarsys.net,,,,,,,,
,live-static.djicdn.com,"18.172.153.63, 18.172.153.74, 18.172.153.6, 18.172.153.24","ns-1445.awsdns-52.org, awsdns-hostmaster.amazon.com",,NOERROR,d1m108r7esv6o9.cloudfront.net,True,cloudfront,"2600:9000:2209:7a00:10:26bd:e240:93a1, 2600:9000:2209:4800:10:26bd:e240:93a1, 2600:9000:2209:4a00:10:26bd:e240:93a1, 2600:9000:2209:8800:10:26bd:e240:93a1, 2600:9000:2209:2c00:10:26bd:e240:93a1, 2600:9000:2209:7800:10:26bd:e240:93a1, 2600:9000:2209:5c00:10:26bd:e240:93a1, 2600:9000:2209:8a00:10:26bd:e240:93a1","ns-1617.awsdns-10.co.uk, ns-633.awsdns-15.net, ns-1445.awsdns-52.org, ns-126.awsdns-15.com",,,,
,lms.dji.com,"163.181.0.230, 163.181.0.224, 163.181.0.226, 163.181.0.228, 163.181.0.229, 163.181.0.225, 163.181.0.227, 163.181.0.231","ns3.kunluncan.com, root.taobao.com",,NOERROR,lms.dji.com.w.kunluncan.com,,,,,,,,
,m.robomaster.com,118.31.181.8,"ns-1699.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,m.show.dji.com,"163.181.56.170, 163.181.92.231, 79.133.177.228, 163.181.92.229, 163.181.92.227, 163.181.92.232, 163.181.92.230, 163.181.92.226, 163.181.92.228, 163.181.92.225","ns1.vip.cdngslb.com, root.cdngslb.com",,NOERROR,m.show.dji.com.w.cdngslb.com,,,,,,,,
,m.skypixel.com,47.254.56.245,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,mail.dji.com,"202.66.152.220, 14.21.64.24, 14.21.64.23, 202.66.152.230, 202.66.152.231, 14.21.64.4","ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,memory.dji.com,"13.32.99.81, 13.32.99.25, 13.32.99.101, 13.32.99.58","ns-1170.awsdns-18.org, awsdns-hostmaster.amazon.com",,NOERROR,d3hjjeer0xgb0l.cloudfront.net,True,cloudfront,"2600:9000:2251:9600:14:d463:3140:93a1, 2600:9000:2251:c00:14:d463:3140:93a1, 2600:9000:2251:9200:14:d463:3140:93a1, 2600:9000:2251:5e00:14:d463:3140:93a1, 2600:9000:2251:6e00:14:d463:3140:93a1, 2600:9000:2251:c600:14:d463:3140:93a1, 2600:9000:2251:8c00:14:d463:3140:93a1, 2600:9000:2251:6200:14:d463:3140:93a1",,,,,
,mimo.skypixel.com,"8.38.121.227, 8.38.121.230, 8.38.121.229, 8.38.121.232, 8.38.121.231, 8.38.121.228, 8.38.121.225, 8.38.121.226","ns3.kunlunCan.com, root.taobao.com",,NOERROR,mimo.skypixel.com.w.kunluncan.com,,,,,,,,
,mobile.djiservice.org,118.178.116.19,"ns-1056.awsdns-04.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,mp.robomaster.com,"114.80.179.211, 114.80.179.238, 114.80.179.209, 114.80.179.231, 114.80.179.172, 114.80.179.215, 114.80.179.213, 114.80.179.242","ns3.kunlunCan.com, root.taobao.com",,NOERROR,mp.robomaster.com.w.kunluncan.com,,,,,,,,
,my.dji.com,"18.66.248.32, 18.66.248.3, 18.66.248.128, 18.66.248.101","ns-1164.awsdns-17.org, awsdns-hostmaster.amazon.com",,NOERROR,dmyq48xxicp11.cloudfront.net,True,cloudfront,"2600:9000:224a:7800:a:6923:ed40:93a1, 2600:9000:224a:8400:a:6923:ed40:93a1, 2600:9000:224a:b200:a:6923:ed40:93a1, 2600:9000:224a:9400:a:6923:ed40:93a1, 2600:9000:224a:3800:a:6923:ed40:93a1, 2600:9000:224a:200:a:6923:ed40:93a1, 2600:9000:224a:3400:a:6923:ed40:93a1, 2600:9000:224a:9a00:a:6923:ed40:93a1","ns-1621.awsdns-10.co.uk, ns-862.awsdns-43.net, ns-1164.awsdns-17.org, ns-150.awsdns-18.com",,,,
,mydjiflight.dji.com,"18.173.233.34, 18.173.233.74, 18.173.233.125, 18.173.233.88","ns-537.awsdns-03.net, awsdns-hostmaster.amazon.com",,NOERROR,dm2eaotchwnxg.cloudfront.net,True,cloudfront,"2600:9000:2440:6c00:1c:29dc:8900:93a1, 2600:9000:2440:3e00:1c:29dc:8900:93a1, 2600:9000:2440:9e00:1c:29dc:8900:93a1, 2600:9000:2440:e00:1c:29dc:8900:93a1, 2600:9000:2440:2000:1c:29dc:8900:93a1, 2600:9000:2440:be00:1c:29dc:8900:93a1, 2600:9000:2440:ec00:1c:29dc:8900:93a1, 2600:9000:2440:5a00:1c:29dc:8900:93a1","ns-1413.awsdns-48.org, ns-1910.awsdns-46.co.uk, ns-5.awsdns-00.com, ns-537.awsdns-03.net",,,,
,pay.dji.com,"13.225.78.123, 13.225.78.127, 13.225.78.71, 13.225.78.76","ns-1905.awsdns-46.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,d2uu6dl3zyhb8t.cloudfront.net,True,cloudfront,"2600:9000:21f3:7400:1a:6564:4b40:93a1, 2600:9000:21f3:3600:1a:6564:4b40:93a1, 2600:9000:21f3:5400:1a:6564:4b40:93a1, 2600:9000:21f3:de00:1a:6564:4b40:93a1, 2600:9000:21f3:fa00:1a:6564:4b40:93a1, 2600:9000:21f3:4000:1a:6564:4b40:93a1, 2600:9000:21f3:f600:1a:6564:4b40:93a1, 2600:9000:21f3:8600:1a:6564:4b40:93a1","ns-1141.awsdns-14.org, ns-145.awsdns-18.com, ns-1905.awsdns-46.co.uk, ns-696.awsdns-23.net",,,,
,pay.djicdn.com,"18.66.233.38, 18.66.233.98, 18.66.233.75, 18.66.233.116","ns-1162.awsdns-17.org, awsdns-hostmaster.amazon.com",,NOERROR,d2d69nk1vzr71i.cloudfront.net,True,cloudfront,,"ns-1162.awsdns-17.org, ns-213.awsdns-26.com, ns-804.awsdns-36.net, ns-1592.awsdns-07.co.uk",,,,
,picture-dbeta.djicdn.com,"18.66.97.43, 18.66.97.91, 18.66.97.30, 18.66.97.25","ns-156.awsdns-19.com, awsdns-hostmaster.amazon.com",,NOERROR,d2dmqwy75026ll.cloudfront.net,True,cloudfront,"2600:9000:223c:3e00:18:b2c:7a40:93a1, 2600:9000:223c:5c00:18:b2c:7a40:93a1, 2600:9000:223c:400:18:b2c:7a40:93a1, 2600:9000:223c:6800:18:b2c:7a40:93a1, 2600:9000:223c:b000:18:b2c:7a40:93a1, 2600:9000:223c:5200:18:b2c:7a40:93a1, 2600:9000:223c:4000:18:b2c:7a40:93a1, 2600:9000:223c:e400:18:b2c:7a40:93a1",,,,,
,plus-us.djicdn.com,"47.246.48.204, 47.246.48.205, 47.246.48.206, 47.246.48.207, 47.246.48.208, 47.246.48.209, 47.246.48.210, 47.246.48.211","ns3.kunlunle.com, root.taobao.com",,NOERROR,plus-us.djicdn.com.w.kunlunle.com,,,,,,,,
,plus.dji.com,"52.85.151.129, 52.85.151.40, 52.85.151.43, 52.85.151.73, 205.251.193.121, 205.251.194.163, 205.251.197.145, 205.251.199.132","ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,d16k8egdsbmsqs.cloudfront.net,True,cloudfront,"2600:9000:201e:9c00:15:4679:8100:93a1, 2600:9000:201e:4600:15:4679:8100:93a1, 2600:9000:201e:e200:15:4679:8100:93a1, 2600:9000:201e:5800:15:4679:8100:93a1, 2600:9000:201e:1e00:15:4679:8100:93a1, 2600:9000:201e:3000:15:4679:8100:93a1, 2600:9000:201e:7800:15:4679:8100:93a1, 2600:9000:201e:bc00:15:4679:8100:93a1","ns-675.awsdns-20.net, ns-1425.awsdns-50.org, ns-1924.awsdns-48.co.uk, ns-377.awsdns-47.com",,,,
,plus.djicdn.com,"18.160.10.126, 18.160.10.115, 18.160.10.14, 18.160.10.36, 205.251.193.253, 205.251.195.120, 205.251.196.97, 205.251.199.173","ns-1965.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,dbl42rd00cbha.cloudfront.net,True,cloudfront,"2600:9000:250a:1000:1b:93d5:4780:93a1, 2600:9000:250a:4200:1b:93d5:4780:93a1, 2600:9000:250a:2000:1b:93d5:4780:93a1, 2600:9000:250a:9200:1b:93d5:4780:93a1, 2600:9000:250a:b200:1b:93d5:4780:93a1, 2600:9000:250a:c400:1b:93d5:4780:93a1, 2600:9000:250a:ca00:1b:93d5:4780:93a1, 2600:9000:250a:fc00:1b:93d5:4780:93a1","ns-1121.awsdns-12.org, ns-888.awsdns-47.net, ns-509.awsdns-63.com, ns-1965.awsdns-53.co.uk",,,,
,ppk.dji.com,"180.163.40.41, 180.163.40.19, 180.163.40.34, 180.163.40.35, 180.163.40.36, 180.163.40.37, 180.163.40.38","ns3.kunluncan.com, root.taobao.com",,NOERROR,ppk.dji.com.w.kunluncan.com,,,,,,,,
,prm.dji.com,47.91.205.135,"ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,prm.djicdn.com,"47.246.48.209, 47.246.48.208, 47.246.48.207, 47.246.48.205, 47.246.48.211, 47.246.48.206, 47.246.48.204, 47.246.48.210","ns3.alikunlun.com, root.taobao.com",,NOERROR,prm.djicdn.com.w.alikunlun.com,,,,,,,,
,pro.dji.com,"143.204.215.87, 143.204.215.102, 143.204.215.93, 143.204.215.53","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,d2pzcme71vx8c2.cloudfront.net,True,cloudfront,"2600:9000:238d:4a00:1a:f8ee:dc80:93a1, 2600:9000:238d:9400:1a:f8ee:dc80:93a1, 2600:9000:238d:1800:1a:f8ee:dc80:93a1, 2600:9000:238d:de00:1a:f8ee:dc80:93a1, 2600:9000:238d:2600:1a:f8ee:dc80:93a1, 2600:9000:238d:3800:1a:f8ee:dc80:93a1, 2600:9000:238d:fa00:1a:f8ee:dc80:93a1, 2600:9000:238d:1000:1a:f8ee:dc80:93a1","ns-1233.awsdns-26.org, ns-1588.awsdns-06.co.uk, ns-249.awsdns-31.com, ns-661.awsdns-18.net",,,,
,pro.djicdn.com,"52.222.139.6, 52.222.139.59, 52.222.139.78, 52.222.139.23","ns-1681.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,d2zrfypk5qa60y.cloudfront.net,True,cloudfront,"2600:9000:2204:b800:8:1d92:c080:93a1, 2600:9000:2204:2400:8:1d92:c080:93a1, 2600:9000:2204:9800:8:1d92:c080:93a1, 2600:9000:2204:a00:8:1d92:c080:93a1, 2600:9000:2204:ac00:8:1d92:c080:93a1, 2600:9000:2204:6e00:8:1d92:c080:93a1, 2600:9000:2204:7a00:8:1d92:c080:93a1, 2600:9000:2204:ae00:8:1d92:c080:93a1","ns-1165.awsdns-17.org, ns-1681.awsdns-18.co.uk, ns-556.awsdns-05.net, ns-7.awsdns-00.com",,,,
,product-test1.djicdn.com,"13.226.34.129, 13.226.34.117, 13.226.34.74, 13.226.34.110","ns-1151.awsdns-15.org, awsdns-hostmaster.amazon.com",,NOERROR,d1bxmu02y9vbu3.cloudfront.net,True,cloudfront,,"ns-424.awsdns-53.com, ns-1151.awsdns-15.org, ns-1606.awsdns-08.co.uk, ns-618.awsdns-13.net",,,,
,product4.djicdn.com,"108.157.214.90, 108.157.214.61, 108.157.214.122, 108.157.214.80","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",,NOERROR,d3uu44377ynz0j.cloudfront.net,True,cloudfront,,"ns-1370.awsdns-43.org, ns-1644.awsdns-13.co.uk, ns-478.awsdns-59.com, ns-891.awsdns-47.net",,,,
,provider.dji.com,"54.83.168.101, 44.198.254.214","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,alb-nw-web-prod-for-dspub-dji-586293312.us-east-1.elb.amazonaws.com,,,,,,,,
,q.dji.com,"143.204.89.87, 143.204.89.73, 143.204.89.22, 143.204.89.91","ns-331.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,dtc3i9e88m9dl.cloudfront.net,True,cloudfront,"2600:9000:2156:2200:f:fcc8:3e40:93a1, 2600:9000:2156:ac00:f:fcc8:3e40:93a1, 2600:9000:2156:4a00:f:fcc8:3e40:93a1, 2600:9000:2156:8600:f:fcc8:3e40:93a1, 2600:9000:2156:a200:f:fcc8:3e40:93a1, 2600:9000:2156:da00:f:fcc8:3e40:93a1, 2600:9000:2156:d600:f:fcc8:3e40:93a1, 2600:9000:2156:c000:f:fcc8:3e40:93a1","ns-1513.awsdns-61.org, ns-1615.awsdns-09.co.uk, ns-331.awsdns-41.com, ns-834.awsdns-40.net",,,,
,quiz.djicdn.com,"52.222.214.18, 52.222.214.71, 52.222.214.94, 52.222.214.54","ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,d2pmwfmkiepkq9.cloudfront.net,True,cloudfront,"2600:9000:223d:2a00:14:d392:cc40:93a1, 2600:9000:223d:7200:14:d392:cc40:93a1, 2600:9000:223d:9e00:14:d392:cc40:93a1, 2600:9000:223d:a00:14:d392:cc40:93a1, 2600:9000:223d:d600:14:d392:cc40:93a1, 2600:9000:223d:b000:14:d392:cc40:93a1, 2600:9000:223d:6600:14:d392:cc40:93a1, 2600:9000:223d:4e00:14:d392:cc40:93a1",,,,,
,registration.robomaster.com,,"ns-1699.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,relay-service.djicdn.com,"163.181.92.225, 163.181.92.228, 163.181.92.226, 163.181.92.232, 163.181.92.227, 163.181.92.231, 163.181.92.229, 163.181.92.230","ns1.vip.cdngslb.com, root.cdngslb.com",,NOERROR,relay-service.djicdn.com.w.cdngslb.com,,,,"ns1.vip.cdngslb.com, ns2.vip.cdngslb.com, ns3.vip.cdngslb.com, ns4.vip.cdngslb.com",,,,
,repair.djicdn.com,,"ns-825.awsdns-39.net, awsdns-hostmaster.amazon.com",,NOERROR,dctg6dh8tr4v1.cloudfront.net,True,cloudfront,"2600:9000:223d:1400:3:97bf:9740:93a1, 2600:9000:223d:c000:3:97bf:9740:93a1, 2600:9000:223d:9c00:3:97bf:9740:93a1, 2600:9000:223d:1600:3:97bf:9740:93a1, 2600:9000:223d:b800:3:97bf:9740:93a1, 2600:9000:223d:2800:3:97bf:9740:93a1, 2600:9000:223d:d800:3:97bf:9740:93a1, 2600:9000:223d:b200:3:97bf:9740:93a1","ns-1693.awsdns-19.co.uk, ns-825.awsdns-39.net, ns-323.awsdns-40.com, ns-1132.awsdns-13.org",,,,
,rm-static.djicdn.com,"163.181.92.225, 163.181.92.232, 163.181.92.231, 163.181.92.230, 163.181.92.227, 163.181.92.226, 163.181.92.229, 163.181.92.228","ns3.alikunlun.com, root.taobao.com",,NOERROR,rm-static.djicdn.com.w.alikunlun.com,,,,,,,,
,robomaster.com,118.31.181.8,"ns-1699.awsdns-20.co.uk, awsdns-hostmaster.amazon.com","oss-domain-verfication=86c35eba08a219934364993a0e990790, v=spf1 include:mailgun.org -all, 9jtcheemls16vocuq7f4t46j2r, google-site-verification=hsSCBv7dq3klQU-43Iz9BWbS-hEK7b5l05YfGrcxToc",NOERROR,,,,,"ns-1699.awsdns-20.co.uk, ns-700.awsdns-23.net, ns-129.awsdns-16.com, ns-1425.awsdns-50.org","mxbiz2.qq.com, mxbiz1.qq.com",,,
,ronin.skypixel.com,47.254.56.245,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,rpms.djicdn.com,"13.32.27.73, 13.32.27.112, 13.32.27.88, 13.32.27.30","ns-227.awsdns-28.com, awsdns-hostmaster.amazon.com",,NOERROR,d19sabfdnp81ow.cloudfront.net,True,cloudfront,"2600:9000:211e:b400:19:55ef:e400:93a1, 2600:9000:211e:b200:19:55ef:e400:93a1, 2600:9000:211e:600:19:55ef:e400:93a1, 2600:9000:211e:bc00:19:55ef:e400:93a1, 2600:9000:211e:8000:19:55ef:e400:93a1, 2600:9000:211e:8a00:19:55ef:e400:93a1, 2600:9000:211e:f200:19:55ef:e400:93a1, 2600:9000:211e:de00:19:55ef:e400:93a1","ns-1127.awsdns-12.org, ns-1698.awsdns-20.co.uk, ns-227.awsdns-28.com, ns-899.awsdns-48.net",,,,
