new,host,a,soa,status_code,cdn,cdn-name,aaaa,cname,mx,txt,ns,caa
,svc.endev.evernote.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,
,svc.evernote.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,"google-site-verification=8Ot1ngmCQnOcstAqjIWtGKH-vpkWEgFU7nRdWlDbivg, google-site-verification=v8j6SdJbxp77hr0JDp2BB2aA7q0y0qJW7uAIqcEA6P4",,
,svc.stage.evernote.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,
,svcnat01-ba1.evernote.com,204.154.94.125,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,
,t.mail-svc.evernote.com,"52.42.108.239, 35.164.134.177, 54.186.246.84","ns-678.awsdns-20.net, awsdns-hostmaster.amazon.com",NOERROR,,,,spgo.io,smtp.sparkpostmail.com,,"ns-277.awsdns-34.com, ns-678.awsdns-20.net, ns-1380.awsdns-44.org, ns-1748.awsdns-26.co.uk",
,templates.svc.www.evernote.com,34.102.138.201,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,m2.svc.www.evernote.com,,,,
,track.evernote.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,u2252005.wl006.sendgrid.net,mx.sendgrid.net,v=spf1 ip4:167.89.16.183 ip4:167.89.16.245 -all,,
,translate-preview-intl.evernote.com,35.186.236.109,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,translate.evernote.com,35.186.236.109,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,translate.stage.evernote.com,34.96.80.155,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,trunk.evernote.com,130.211.18.199,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,appcenter.evernote.com,,,,
,ua139.evernote.com,,,NOERROR,,,,,,,,
,ua140.evernote.com,,,NOERROR,,,,,,,,
,ua33.evernote.com,,,NOERROR,,,,,,,,
,ua57.evernote.com,,,NOERROR,,,,,,,,
,ua59.evernote.com,,,NOERROR,,,,,,,,
,vault.evernote.com,34.160.247.191,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,view.emails.evernote.com,136.147.189.252,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,
,web001.evernote.com,204.154.94.73,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,
,wiki.evernote.com,35.186.237.46,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,wpadmin.evernote.com,35.186.237.46,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,ws.app.preprod.evernote.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,ws.evernote.com,34.102.163.70,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,ws.sandbox.evernote.com,34.160.17.180,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,ws.stage.evernote.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,ws.www.evernote.com,34.102.163.70,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,ws.evernote.com,,,,
,www.evernote.com,104.126.112.226,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"www.evernote.com.edgekey.net, e7641.b.akamaiedge.net",,,,
,www.preprod3.evernote.com,34.95.115.140,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,xml.evernote.com,72.246.168.236,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"update.evernote.com, wildcard.evernote.com.edgekey.net, e7641.g.akamaiedge.net",,,,
,zenapi.evernote.com,35.190.11.201,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,zendesk1.help.evernote.com,,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail1.zendesk.com,mail.zendesk.com,,,
,zendesk2.evernote.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail2.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,
,zendesk2.help.evernote.com,"162.159.128.7, 162.159.138.6, 3.213.143.227, 34.235.62.90, 184.72.174.126","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail2.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",
,zendesk3.evernote.com,,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail3.zendesk.com,mail.zendesk.com,,,
,zendesk3.help.evernote.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail3.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,
,zendesk4.evernote.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail4.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,
,zendesk4.help.evernote.com,,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail4.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,
