input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_subject_org_,tls_mismatched
accelerate.cfptime.org,Power BI,200,21444,app.powerbi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-30T18:44:08Z,2023-11-26T18:44:08Z,"CN=powerbi.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",powerbi.com,sparkui.fabric.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,a3d9604f4495118f0f82295eda590628,0e9f5c51e28e059b216cc458a18c8dd908b98e2abf7b48934fec6963653e37d5,True,ctls,app.powerbi.com,cloudflare,443,https://accelerate.cfptime.org:443,https,,text/html,GET,188.114.96.3,/,-680261362,2a06:98c1:3121::3,Microsoft ASP.NET,319,False,True,https://app.powerbi.com/groups/me/apps/b7ebd31d-dfec-48fb-b013-e017a23c4306/reports/0ec08349-9b4c-44ce-836f-348cf6558898/ReportSection10fbe6db060e40052ec7,https://www.microsoft365.com,Microsoft Corporation,
api.cfptime.org,,200,2755,api.cfptime.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-15T09:16:34Z,2023-10-13T09:16:33Z,CN=cfptime.org,cfptime.org,*.cfptime.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,53e4486b7547534c8bb411db30bb42a0,f82eb51778c8c5f9cd930db69e520dcaffa5b1a6a44343833fd602128be7dae4,True,ctls,api.cfptime.org,cloudflare,443,https://api.cfptime.org:443,https,cloudflare,application/openapi+json,GET,188.114.97.3,/,-221667617,2a06:98c1:3120::3,HTTP/3,1,False,True,https://api.cfptime.org/api/docs,,,
beta.cfptime.org,CFP Time,200,1734,beta.cfptime.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-15T09:16:34Z,2023-10-13T09:16:33Z,CN=cfptime.org,cfptime.org,*.cfptime.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,53e4486b7547534c8bb411db30bb42a0,f82eb51778c8c5f9cd930db69e520dcaffa5b1a6a44343833fd602128be7dae4,True,ctls,beta.cfptime.org,cloudflare,443,https://beta.cfptime.org:443,https,cloudflare,text/html,GET,188.114.96.3,/,307331376,2a06:98c1:3120::3,HTTP/3,64,False,True,,,,
https://dod.teams.microsoft.us,Checking your credentials...,200,284971,dod.teams.microsoft.us,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-07T00:00:00Z,2024-06-07T23:59:59Z,"CN=*.dod.teams.microsoft.us, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",*.dod.teams.microsoft.us,dod.teams.microsoft.us,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,acb70f2fcf48cf369e62a636b0d9962a,c4bd1a934984dbea7714345083c6bc751433c60224a3e0ca37f49e1a484bc7d2,True,ctls,dod.teams.microsoft.us,,443,https://dod.teams.microsoft.us:443,https,Microsoft-IIS/10.0,text/html,GET,52.127.68.37,/,-1754922028,52.127.68.37,Windows Server,1475,False,,,,Microsoft Corporation,
https://gov.teams.microsoft.us,Checking your credentials...,200,284971,gov.teams.microsoft.us,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-05T00:00:00Z,2024-06-05T23:59:59Z,"CN=*.gov.teams.microsoft.us, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",*.gov.teams.microsoft.us,gov.teams.microsoft.us,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5ba0d364983c0f14f921ad9e532a5fad,48811f1f09473efb5904a2539c48405f420d67661f01a00fadbaceefc5f43437,True,ctls,gov.teams.microsoft.us,,443,https://gov.teams.microsoft.us:443,https,Microsoft-IIS/10.0,text/html,GET,52.127.88.117,/,-1754922028,52.127.88.117,Windows Server,1475,False,,,,Microsoft Corporation,
https://outlook-sdf.office.com,Sign in to Outlook,200,37922,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,,443,https://outlook-sdf.office.com:443,https,,text/html,GET,52.96.119.146,/,-1249852061,2603:1036:301:2114::2,HSTS,95,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook-sdf.office.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=7a3cd4a1-e7f6-be63-6da0-56cdc9d6c3e4&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&nonce=638261957313254166.b7a4eb35-f8d7-47a9-a745-59b372de4e3a&state=Dcs5EoAgDEDRoONxIks2OE4YsLX0-qZ4v_sJAM5whFQiYEq9aR1iVKkJV9V7mvOeJPj0ZcjmA91YUMYka2vzJk_xXvn9PP8,,Microsoft Corporation,
https://outlook-sdf.office365.com,Sign in to Outlook,200,37915,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,,443,https://outlook-sdf.office365.com:443,https,,text/html,GET,52.96.119.146,/,-1249852061,2603:1036:301:2114::2,HSTS,95,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook-sdf.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=6975273f-48be-8ecd-a5ca-4604a6d0a517&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&nonce=638261957314025734.4560570f-754f-4820-9e23-31c1e01da780&state=DYs7FoAgDMCKPo9T6ZfCcXiKq6PXt0OSKQUA9mRLCqUgmnZpPDyUjSRjp3kjD3ow3B60LoRjiaLyxYv4ntGp5HvU95v1Bw,,Microsoft Corporation,
https://outlook.office.com,Sign in to Outlook,200,38013,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,,443,https://outlook.office.com:443,https,,text/html,GET,52.97.189.66,/,-1249852061,2603:1026:c0d:c2b::2,HSTS,95,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=cc40b385-340b-1748-9ff3-526a4cf127ab&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&nonce=638261957302349828.e4092acf-1ea0-4087-b513-eb9b2ce4c7d7&state=DctBFoAgCABRrNdxSEQMPI4abVt2_Vj82U0CgD1sIVEE9KrGV-lNK3GVbmynC3Ue68Hig1DIFGcrFX32yctl6a0p3iO_38g_,,Microsoft Corporation,
https://outlook.office365.com,Sign in to Outlook,200,38060,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,,443,https://outlook.office365.com:443,https,,text/html,GET,52.98.241.178,/,-1249852061,2603:1026:c0d:6a::2,HSTS,95,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=a1f5e588-48c2-8609-fb4f-12416329f388&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&nonce=638261957301041179.52125258-e92a-4eaf-8db7-b6f396e796ba&state=DctBEoAgCEBRrek4pKCAHAcn3bbs-rF4f_dzSukMR8g1klTaIEFjbRVrR1S7mZCYeMAycujLN4xnKkzZzWSpyfQc71Xez8sP,,Microsoft Corporation,
https://scuprodprv.www.office.com,Login | Microsoft 365,200,222702,scuprodprv.www.office.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-06T14:34:20Z,2024-04-30T14:34:20Z,"CN=www.office.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",www.office.com,officehomeprodprv.southcentralus.cloudapp.azure.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,8fd5eaae227befb11d18946b3b5e7fc0,4e586f52af331a28b3c48705cf595377be63441683fd289b624d205dc2355286,True,ctls,scuprodprv.www.office.com,azure,443,https://scuprodprv.www.office.com:443,https,,text/html,GET,70.37.72.233,/,-1840324437,2603:1030:800:5::bfee:ac1c,HSTS,2938,False,True,,https://www.microsoft.com/,Microsoft Corporation,True
https://teams.microsoft.com,checking your credentials..,200,6084,teams.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-18T22:55:39Z,2024-05-12T22:55:39Z,"CN=teams.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",teams.microsoft.com,teams.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,09b85c610087f1b081f5b79a5be6d13b,cb1b1ed9bc8a844e235742d9886753c21063fc847565c7ac5c19caf2be49249f,,ctls,teams.microsoft.com,,443,https://teams.microsoft.com:443,https,,text/html,GET,52.113.194.132,/,-1754922028,2620:1ec:42::132,HSTS,174,False,,,fonts.gstatic.com,Microsoft Corporation,
https://teams.powerbi.com,,200,14707,app.powerbi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-30T18:44:08Z,2023-11-26T18:44:08Z,"CN=powerbi.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",powerbi.com,sparkui.fabric.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,a3d9604f4495118f0f82295eda590628,0e9f5c51e28e059b216cc458a18c8dd908b98e2abf7b48934fec6963653e37d5,True,ctls,app.powerbi.com,azure,443,https://teams.powerbi.com:443,https,,text/html,GET,20.52.49.172,/,766361252,20.52.49.172,HSTS,232,False,True,https://app.powerbi.com/teams/TeamsRedirect,https://www.microsoft365.com,Microsoft Corporation,
https://www.microsoft365.com,Login | Microsoft 365,200,224801,www.microsoft365.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T18:46:35Z,2024-04-25T18:46:35Z,"CN=portal.office.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",portal.office.com,m365.cloud.microsoft,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,7dffa61cf1fd20ef79fb921340582217,8570a14ff89e7d13a89579a501eaef1ae34c44a6dafee385f65835ca91856f49,True,ctls,www.microsoft365.com,,443,https://www.microsoft365.com:443,https,,text/html,GET,13.107.6.156,/,-1840324437,2620:1ec:a92::156,HSTS,2943,False,,,https:,Microsoft Corporation,
