[aws-s3] - countable-us.s3.amazonaws.com
[form] - https://edr.tesla.com/
[form] - https://edr.tesla.com:443
[form] - https://employeefeedback.tesla.com/login?path=%2FQ%2FIdentitySection%2FFinishSSO&product=ControlPanel
[form] - https://engage.tesla.com/
[form] - https://engage.tesla.com:443
[form] - https://mobile.tesla.com/appstore/account/username?ReturnUrl=%2Fappstore%2F
[form] - https://shop.tesla.com/
[form] - https://shop.tesla.com:443
[form] - https://sso.tesla.com/adfs/ls/?client-request-id=355599cd-d01e-b56d-205a-4f21b33ab41e&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQIIAY2RvY_SYADG-1KugqISJ6fLeXEyKeUF-pk44LUcJSIcXjnKQkr7lg8pb68tV-AvME4X4yKjI6MfibnBOF9iwmZ00VwcLkaNcbp4gx5xcbzf8ORJnu333CJhCko30__I0Muk07YNaRMt23941y4m3z3V2NWF82qtWbnxQnq5OgPxAPkDI2ViZw7Wu0Hg-hLD4FEwwPhBCtt2z0RZjl3uDA4N5jUACwCOAZhHeC7LCxmYzaX5DOR4loe5lGFYFhQMkc4gBOmcJZq0IIocLYqmaPMc37Z4-DFytZIfBd3MMrDXm6JfkbiNPaflYj-YkY-AbPpjGZdDWZFrbmlSaHcUM93vIGXTHPtNZbdzX73jWuYwbO21A8HQ3aFbt3Y7403FKhd9PcQqUou57a2yHuT1YQkV6uHWpJer1TSkGeaO2pvIOu01RbpRbhUFr10dQK4dTAe-J-45djdbsB00ssZcNT8nz6X2OUmdCXLw8JCksIuGPWsRBZ-j4Gs0kY5IsVgiGblOrBEnUfBs5eyFN9LR78V7Up19P0o0HseIwxXGNDBTYe9qo-1metTww3tOv8lOtcJ4Q6vJfYHnVb0YVHYm9ZJym5XgPgX2KeqAisfIJLFOblThMQV-UuDhBeIgfo4bF5fA28vEyZUPpz8-Pfny51vxLw2
[form] - https://sso.tesla.com/adfs/ls/?client-request-id=4aea6775-07ad-9e21-7296-7c45da9c0c7c&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQIIAY2RO2zTUABF_eLUTSBAxIAYoWJCcuznxI4diSEfEzd_p4lowhAlL7br4uQ5jk2cqCwIJMYOiKECBsZIXZhQJ8TYhYixCMGCVFUMqFM3aMTC2DscXelu594lYQym7rD_wtFL0qyuQxppy_ZfnOuXop5xUthfvf3WebUjH72O7OyBsKuNrW4M4cEcrG25rj1OMQz2XAvjRzGs6ybS4gK_3Bk86TIfAFgAcAzAPJAU4kmRgywPBU5IxjkWwpggIVHo8ojWuR6kEyyv0aIUl2iIEhLk9H4C6omjwLVq2nO3uCWwY86000BYx86gY-Oxu0c-BTk09nM4bcjpTIZV9BY3UlBaRU3fQYZqbtbNivJ4Y6b0Sg-0stSMb6LKMFvKDh25qGZUZ71YQBm5to2LBTwq5yeG26iXqsWpaHQNutWfwLbYaVXFzuC-1oONatmZ2spILrZ5S69pluXpQlqdkxdS-p6kzsUM8PCQpLCtDc3-Igh-BMFJMMIGUqFQJBq4SdwizoLg3cq5_ehn-kbk4RP5zfNv2S-fCOJwhRlVKr12w8cGP_XtmV1S1akFtxXe05qeL9X7G3kmP_URzlnr94QU3KXALkUdUOEQGSXWyGwNHlPgNwVerBIH4Qvct7gMPl4hzq4-23_58_vXP7-Uvw2
