http://13pa.artstation.com:80 [null] [null] [null] [null] ["104.16.226.51"] [null] ["cloudflare"] [null] ["104.16.226.51","104.18.153.26"];
http://13pa.artstation.com:8080 [null] [null] [null] [null] ["104.18.153.26"] [null] ["cloudflare"] [null] ["104.16.226.51","104.18.153.26"];
http://17-121-125-14.fortnite.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.207.78.12"] [null] ["awselb/2.0"] [null] ["52.207.78.12","3.225.162.77","54.237.106.215","34.195.197.79","35.170.199.163","35.175.85.238","34.232.202.253","52.73.153.222"];
http://2018-acceptatie.eng.intra.platypus-ci.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.85.151.37"] [null] ["CloudFront"] [null] ["52.85.151.37","52.85.151.36","52.85.151.76","52.85.151.61"];
http://2018-access-cloudassets-loadbalancer.app-hash-deploy.fafe.dev.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["65.9.66.106"] [null] ["CloudFront"] [null] ["65.9.66.106","65.9.66.29","65.9.66.3","65.9.66.108"];
http://2018-b2bacceptatie.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["13.32.27.40"] [null] ["CloudFront"] [null] ["13.32.27.40","13.32.27.28","13.32.27.12","13.32.27.97"];
http://2018-backup.b2bacceptatie.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.222.214.29"] [null] ["CloudFront"] [null] ["52.222.214.29","52.222.214.129","52.222.214.21","52.222.214.67"];
http://2018-backupacc-mail.app-hash-deploy.fafe.dev.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.222.236.56"] [null] ["CloudFront"] [null] ["52.222.236.56","52.222.236.71","52.222.236.129","52.222.236.89"];
http://2018-cdn.platypus-ci.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.222.214.66"] [null] ["CloudFront"] [null] ["52.222.214.66","52.222.214.39","52.222.214.13","52.222.214.91"];
http://2018-cms.accessdeployauthapps.platypus-ci.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["65.9.66.123"] [null] ["CloudFront"] [null] ["65.9.66.123","65.9.66.65","65.9.66.63","65.9.66.108"];
http://2018-dev.errorbackupsacceptatie.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.222.214.67"] [null] ["CloudFront"] [null] ["52.222.214.67","52.222.214.21","52.222.214.29","52.222.214.129"];
http://2018-dns-corp-acceptatie.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.222.214.67"] [null] ["CloudFront"] [null] ["52.222.214.67","52.222.214.129","52.222.214.21","52.222.214.29"];
http://2018-maileng.intra.platypus-ci.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["13.224.189.20"] [null] ["CloudFront"] [null] ["13.224.189.20","13.224.189.25","13.224.189.72","13.224.189.84"];
http://2018-net-acceptatie.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["13.249.39.37"] [null] ["CloudFront"] [null] ["13.249.39.37","13.249.39.8","13.249.39.98","13.249.39.39"];
http://2018-network-accounts-hosting.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["108.138.51.108"] [null] ["CloudFront"] [null] ["108.138.51.108","108.138.51.66","108.138.51.8","108.138.51.68"];
http://2018-signupacceptatie.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.222.214.129"] [null] ["CloudFront"] [null] ["52.222.214.129","52.222.214.29","52.222.214.67","52.222.214.21"];
http://2018-v1-b2bacceptatie.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["13.32.27.12"] [null] ["CloudFront"] [null] ["13.32.27.12","13.32.27.28","13.32.27.97","13.32.27.40"];
http://2018-v1authcpeventcs.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.222.214.21"] [null] ["CloudFront"] [null] ["52.222.214.21","52.222.214.129","52.222.214.29","52.222.214.67"];
http://2018-vpn-accounts-hosting.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["13.32.27.12"] [null] ["CloudFront"] [null] ["13.32.27.12","13.32.27.97","13.32.27.28","13.32.27.40"];
http://2018.accacceptatieacceptatie.create-epic-kitt-react.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.222.214.21"] [null] ["CloudFront"] [null] ["52.222.214.21","52.222.214.129","52.222.214.29","52.222.214.67"];
http://2018.access.externalhelpdesk.app-hash-deploy.fafe.dev.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.222.236.56"] [null] ["CloudFront"] [null] ["52.222.236.56","52.222.236.129","52.222.236.89","52.222.236.71"];
http://2018.accessdeployauthapps.platypus-ci.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["65.9.66.65"] [null] ["CloudFront"] [null] ["65.9.66.65","65.9.66.63","65.9.66.108","65.9.66.123"];
http://2018.adminengineering.streaming-db.platypus-ci.fnsocial.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.85.151.36"] [null] ["CloudFront"] [null] ["52.85.151.36","52.85.151.61","52.85.151.37","52.85.151.76"];
http://2018.assets-cachebackupacc-mail.app-hash-deploy.fafe.dev.on.epicgames.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.222.236.71"] [null] ["CloudFront"] [null] ["52.222.236.129","52.222.236.89","52.222.236.56","52.222.236.71"];
