input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,tls_mismatched,cdn_name,cdn,csp_domains_,final_url,tls_expired
training.blackrock.com,,403,243,training.blackrock.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-02T20:57:38Z,2027-02-10T20:53:53Z,"emailAddress=TICloudServicesEngineering@blackrock.com, CN=*.cnd.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US, emailAddress=TICloudServicesEngineering@blackrock.com",*.cnd.blackrock.com,"BlackRock Financial Management, Inc.",*.cnd.blackrock.com,"CN=Corporate Device CA, O=BlackRock Inc., C=US",Corporate Device CA,BlackRock Inc.,dcaacdde5003494af1780c2455247648,851b3514a67e8c9dd23d26c8f5f83b0071f5e0625a7b2c0ee113fc67ca15a0d6,True,ctls,training.blackrock.com,443,https://training.blackrock.com:443,https,AmazonS3,application/xml,GET,13.249.9.42,/,-367749539,13.249.9.115,2,False,Amazon Web Services,True,cloudfront,True,,,
tw.blackrock.com,貝萊德投信 | BlackRock,200,85999,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://tw.blackrock.com:443,https,envoy,text/html,GET,184.30.220.126,/,1378446910,184.30.220.126,1848,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/tw,
uk.ishares.com,Exchange-Traded Funds (ETFs) | iShares UK – BlackRock,200,374709,www.ishares.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-21T00:00:00Z,2024-01-24T23:59:59Z,"CN=*.ishares.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.ishares.com,BlackRock Financial Management Inc.,ishares.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,613f5f0ed5b813d33357cd4992ba32a5,d66a3115db5caaa2e0faac0e137db2249aa3c27b13d02e8185d4a10fe5e67d5c,True,ctls,www.ishares.com,443,https://uk.ishares.com:443,https,envoy,text/html,GET,104.102.19.39,/,153628085,104.102.19.39,4335,False,HSTS,,,,https://*.ishares.com,https://www.ishares.com/uk,
uszmsscm001.blackrock.com,IIS Windows Server,200,703,uszmsscm001.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-03-07T06:31:40Z,2024-03-05T06:31:40Z,CN=USZMSSCM001.na.blkint.com,USZMSSCM001.na.blkint.com,,ConfigManager.blackrock.com,"CN=Corporate Device CA, O=BlackRock Inc., C=US",Corporate Device CA,BlackRock Inc.,0dbe4481efe628baf01f70fafe147d08,9e7ac47aa337fc90dbcc18144970c66d461b1dc918b523442f15e02df8e497f7,,ctls,uszmsscm001.blackrock.com,443,https://uszmsscm001.blackrock.com:443,https,Microsoft-IIS/10.0,text/html,GET,69.52.12.107,/,1631801191,69.52.12.107,32,False,Windows Server,,,,,,
vice01.ishares.com,,200,,vice01.ishares.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-21T00:00:00Z,2024-01-24T23:59:59Z,"CN=*.ishares.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.ishares.com,BlackRock Financial Management Inc.,ishares.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,613f5f0ed5b813d33357cd4992ba32a5,d66a3115db5caaa2e0faac0e137db2249aa3c27b13d02e8185d4a10fe5e67d5c,True,ctls,vice01.ishares.com,443,https://vice01.ishares.com:443,https,,text/html,GET,184.25.158.194,/,-1840324437,184.25.158.194,1,False,Amazon Web Services,,,,ishares.com,,
vice02.ishares.com,,200,,vice02.ishares.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-21T00:00:00Z,2024-01-24T23:59:59Z,"CN=*.ishares.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.ishares.com,BlackRock Financial Management Inc.,ishares.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,613f5f0ed5b813d33357cd4992ba32a5,d66a3115db5caaa2e0faac0e137db2249aa3c27b13d02e8185d4a10fe5e67d5c,True,ctls,vice02.ishares.com,443,https://vice02.ishares.com:443,https,,text/html,GET,184.25.158.194,/,-1840324437,184.25.158.194,1,False,Amazon Web Services,,,,ishares.com,,
vice03.blackrock.com,,200,,vice03.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,vice03.blackrock.com,443,https://vice03.blackrock.com:443,https,,text/html,GET,184.30.220.126,/,-1840324437,184.30.220.126,1,False,Amazon Web Services,,,,blackrock.com,,
vice04.ishares.com,,200,,vice04.ishares.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-21T00:00:00Z,2024-01-24T23:59:59Z,"CN=*.ishares.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.ishares.com,BlackRock Financial Management Inc.,ishares.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,613f5f0ed5b813d33357cd4992ba32a5,d66a3115db5caaa2e0faac0e137db2249aa3c27b13d02e8185d4a10fe5e67d5c,True,ctls,vice04.ishares.com,443,https://vice04.ishares.com:443,https,,text/html,GET,184.28.113.211,/,-1840324437,184.28.113.211,1,False,Amazon Web Services,,,,ishares.com,,
vice05.ishares.com,,200,,vice05.ishares.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-21T00:00:00Z,2024-01-24T23:59:59Z,"CN=*.ishares.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.ishares.com,BlackRock Financial Management Inc.,ishares.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,613f5f0ed5b813d33357cd4992ba32a5,d66a3115db5caaa2e0faac0e137db2249aa3c27b13d02e8185d4a10fe5e67d5c,True,ctls,vice05.ishares.com,443,https://vice05.ishares.com:443,https,,text/html,GET,104.102.19.39,/,-1840324437,104.102.19.39,1,False,Amazon Web Services,,,,ishares.com,,
vpn.glbext.blackrock.com,,200,315,vpn.glbext.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-02-22T05:13:04Z,2026-02-21T05:13:04Z,CN=ldgvpn.blackrock.com,ldgvpn.blackrock.com,,69.52.69.25,"CN=Corporate Device CA, O=BlackRock Inc., C=US",Corporate Device CA,BlackRock Inc.,769b167b47d8d0559a1ddbbc91334a88,b37f87f71f07ee49888ab38483260ad3e3e71671d622262355f42df9b784c2a1,,ctls,vpn.glbext.blackrock.com,443,https://vpn.glbext.blackrock.com:443,https,,text/html,GET,69.52.69.25,/,-1840324437,69.52.69.25,9,False,HSTS,True,,,,,
vsptst.glbext.blackrock.com,,403,129,vsptst.glbext.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-16T01:18:40Z,2023-11-16T01:18:40Z,"CN=vsptst.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",vsptst.blackrock.com,"BlackRock Financial Management, Inc.",vsptstewd.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",5073eab363b6def81a13e4f49d65aa14,ce20bd26682f8f53597cede3a2af1e80177233dbce9a74481cd7f8227ba748f1,,ctls,vsptst.glbext.blackrock.com,443,https://vsptst.glbext.blackrock.com:443,https,server,text/html,GET,69.52.12.58,/,1983356674,69.52.12.58,7,False,,True,,,,https://vsptst.glbext.blackrock.com/mifs/user/index.html,
wealth.blackrock.com,,401,5991,aladdinwealth.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,aladdinwealth.blackrock.com,443,https://wealth.blackrock.com:443,https,akamai/nginx,text/html,GET,69.52.42.254,/,-1246712225,69.52.42.254,131,False,Nginx,,,,,https://aladdinwealth.blackrock.com/,
www.invest.blackrock.com,What is Fixed Income Investing? | BlackRock,200,126721,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://www.invest.blackrock.com:443,https,envoy,text/html,GET,69.52.42.253,/,1647887353,69.52.42.253,1947,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/us/individual/education/fixed-income,
www.ishares.com,Vielfältige Anlagelösungen mit iShares ETFs | iShares DE - BlackRock,200,303356,www.ishares.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-21T00:00:00Z,2024-01-24T23:59:59Z,"CN=*.ishares.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.ishares.com,BlackRock Financial Management Inc.,ishares.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,613f5f0ed5b813d33357cd4992ba32a5,d66a3115db5caaa2e0faac0e137db2249aa3c27b13d02e8185d4a10fe5e67d5c,True,ctls,www.ishares.com,443,https://www.ishares.com:443,https,envoy,text/html,GET,184.28.113.211,/,-566922063,184.28.113.211,3867,False,HSTS,,,,https://*.ishares.com,https://www.ishares.com/de,
www2.blackrock.com,Vermögensverwaltung und Finanzdienstleistungen | BlackRock,200,82357,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://www2.blackrock.com:443,https,envoy,text/html,GET,69.52.13.191,/,-846571509,69.52.13.191,1477,False,HSTS,,,,https://www.blackrock.com/-cYvLYrFhf/eR20/D46Dgm/3Nb1JfV2Jw7i/LncmMxobXQI/SQU_A/1xFZgQ,https://www.blackrock.com/de/privatanleger,
