new,host,a,soa,status_code,ns,cname,cdn,cdn-name,mx,txt,aaaa,caa,has_internal_ips,internal_ips
[x],dal09-stg-pqrc-01a.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal12gslb.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dancespictures.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],danielapilar.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],darkhownyan.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data-cms-cs-erp-demo.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data-error-main-infomediaconfig-helpdesk.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data-esr-bts.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data-internal-webservices-start-clients.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data-ping.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data-postgresmx.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data-preferences-ssluploadspanel.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data-research-external-domain.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data-t71.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dataallthethings.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dataapi-cache.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],databank.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],databaseaws.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datacms-jenkinsauth-mxconfig-redirect.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datadataassetslogin-loginaccept-domain.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datadrum-155-215-102-14.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dataftpcacheeuw.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datagitvpn.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datalogger-c-snv.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datalogger-e-snv.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datamailrestrictedturkey.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dataredirect.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dataservice-streaming.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datasystem.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dataupdatevpn.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datawiki-backups-www-test.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],db2-auth-antiviruspre.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],db2-meet-git.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],db2-safeguard.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1481.awsdns-57.org, ns-1590.awsdns-06.co.uk, ns-258.awsdns-32.com, ns-688.awsdns-22.net",,,,,,,,,
[x],db21.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1481.awsdns-57.org, ns-1590.awsdns-06.co.uk, ns-258.awsdns-32.com, ns-688.awsdns-22.net",,,,,,,,,
[x],db25.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],db2oncloud.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1481.awsdns-57.org, ns-1590.awsdns-06.co.uk, ns-258.awsdns-32.com, ns-688.awsdns-22.net",,,,,,,,,
[x],db57.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],db82.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],db89.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],db9.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbiz.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dblog.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmobile.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbms-access-updateclients-wwwm.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbms-awsgitvpn.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbms-eventauth-mirror-my-oceania.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbms-logb2bmy-oceania.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbms-pracc.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbms-remote.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbms-v1-cp-sslpaymentsstorage.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbms-v3tempdata-partner-qa-apiproduction.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbms-vpnsales.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmsaccountapiconfig-share.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmsbackupssso-miembros.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmsbaltlife.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmsbeta.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmsclz9uj87.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmscmsbetaexternaltunnel-mx.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmscorporate.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmsengineeringgitvpn.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmshelpdesk.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmsmail.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmso20.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbs-lb01f.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbtemp.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dcloud2-sjc.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debug-jenkinsssh.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debug-lehighuniversity.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debug-stagingstatus-db2-corp.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debuga2.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debugaccessart-10.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1481.awsdns-57.org, ns-1590.awsdns-06.co.uk, ns-258.awsdns-32.com, ns-688.awsdns-22.net",,,,,,,,,
[x],debugalpha.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debugb2bsystem.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debugdevdb1static.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debugdeveloperextranet.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debugfxtrading.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debuglog.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debugtemp.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],default-edge31.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],deibp9eh1--blueice2n0.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],deibp9eh1--blueice2n2.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],deibp9eh1--blueice2n6.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dekrd4r5nl.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],delivery-34-253-238-56-eu-west-1.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demo-acc-backupsauth-antiviruspre.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demo-courier.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demo-dns.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1481.awsdns-57.org, ns-1590.awsdns-06.co.uk, ns-258.awsdns-32.com, ns-688.awsdns-22.net",,,,,,,,,
[x],demo-is-is.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demo-lee-132-159-5-5.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demo-mach131-87-230-20.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demo-partner-status-db2-corp.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demo-t.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demo-v1-temp-controller.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demobaltlife.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],democlients-git.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],democms.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],democonfigpaymentsstorage.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],democs-tracking-postgresmx.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demode.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demodockerintra-backups-www-test.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demodownloads-apiproduction.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demogateway.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demogcp-blog.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demomembers.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demomirrorb2bmy-oceania.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demoprivate-bucket-beta-monitorenglish-storage.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demosys.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demousersprivate-meet-temp-examplestunnel-mx.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demowiki-mobilejiratunnel-mx.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],denormalized.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],deploy-locker-slack-app.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],deployentreprises.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],depot01.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],descohelp.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],det164-43.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],det212-99.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-accesssslvpnrouter-jiratunnel-mx.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-alpha-intranetpostgresmx.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-assurenet.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-cs-crm-dns.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-customers-config-meta.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-db-athena.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-dbmsv1-elasticbeanstalkcdnuser.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-elasticbeanstalk-ajaekapad.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-error-main-infomediaconfig-helpdesk.labs.coursera.org,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-fms2.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-internaleng-oceania-storebackups-www-test.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-miembrosslaveconfig.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-onramp.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-portal-wdc04.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-privatev3-aws-loginaccept-domain.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-redirect.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-rem9-adm.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-statuslog-clients.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-statusvip-logqa-apiproduction.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-testing-support-corp.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-tw.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-videocustomers-mobile.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-wikiprod-panel.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],devacceptatielink.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],devapimastermobile.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],devbeta.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],devconfigbeta.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],devdownloadsbeta.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],developerbeta-clients-git.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],developerbeta.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],developercontrollerclients-stats-corp.labs.coursera.org,"52.206.185.208, 34.198.177.114","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],development-kleinisd.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],development-papercut.labs.coursera.org,"34.198.177.114, 52.206.185.208","ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
