new,host,ttl,a,aaaa,cname,mx,soa,txt,status_code,ns,caa
[x],26c363d9e11b4dfc8204fc2a23ac3236.a.conn.test-ns-signed.internet.nl,2079,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],26c363d9e11b4dfc8204fc2a23ac3236.bogus.conn.test-ns-signed.internet.nl,3600,,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],30efe7adafd64784badfb0c8b20c98bd.a.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],30efe7adafd64784badfb0c8b20c98bd.bogus.conn.test-ns-signed.internet.nl,3600,,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],4507ef2723ec46ba9359169ec701a093.a.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],4507ef2723ec46ba9359169ec701a093.bogus.conn.test-ns-signed.internet.nl,3600,62.204.66.10,2a00:d00:ff:162:62:204:66:10,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],471b53cef2cf44d68ab31d1cb01c158f.a.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],471b53cef2cf44d68ab31d1cb01c158f.bogus.conn.test-ns-signed.internet.nl,3600,,2a00:d00:ff:162:62:204:66:10,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],5dbd835ffd2c48848feae4de4568b7dd.a.conn.test-ns-signed.internet.nl,2280,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],5dbd835ffd2c48848feae4de4568b7dd.bogus.conn.test-ns-signed.internet.nl,2050,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],6a10b9e7c13e41a78ffd7c2c37532690.a.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],6a10b9e7c13e41a78ffd7c2c37532690.bogus.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],6d0b03083bee4e6cab29f03eef8f554b.a.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],6d0b03083bee4e6cab29f03eef8f554b.bogus.conn.test-ns-signed.internet.nl,3600,,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],8ab1ae7d07864138bddfd8a2a8eec69d.bogus.conn.test-ns-signed.internet.nl,1293,,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],8efba613b1af4866a18e6c9bd7986899.a.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],8efba613b1af4866a18e6c9bd7986899.bogus.conn.test-ns-signed.internet.nl,1943,,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],94839fa6e4af44d6aa73e08bf64547a9.a.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
