new,host,ttl,a,soa,status_code,mx,aaaa,cname,txt,ns,caa
[x],i3.researchgate.net,1800,,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,mxlb.ispgateway.de,,,,,
[x],i4.researchgate.net,181,,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],imap-01.researchgate.net,1800,,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,imap-01.researchgate.net,,,,,
[x],jobs.researchgate.net,300,"104.17.33.105, 104.17.32.105","{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,"2606:4700::6811:2169, 2606:4700::6811:2069",,v=spf1 include:ispgateway.de -all,,
[x],judas.researchgate.net,1800,,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],lb.researchgate.net,300,"104.17.32.105, 104.17.33.105","{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,"2606:4700::6811:2169, 2606:4700::6811:2069",,,,
[x],mr01.researchgate.net,86400,209.15.209.76,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr02.researchgate.net,86400,209.15.209.77,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr100.researchgate.net,86400,209.15.250.116,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr102.researchgate.net,3600,209.15.250.118,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr103.researchgate.net,1800,,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr104.researchgate.net,86400,209.15.250.120,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr105.researchgate.net,86400,209.15.250.121,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr106.researchgate.net,86400,209.15.250.122,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr107.researchgate.net,86400,209.15.250.123,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr108.researchgate.net,86400,209.15.250.124,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr1181c183.researchgate.net,183,,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,mxlb.ispgateway.de,,,,,
[x],mr43.researchgate.net,1800,,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr57.researchgate.net,86400,209.15.214.197,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr58.researchgate.net,79361,209.15.214.198,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr60.researchgate.net,1800,,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr61.researchgate.net,1800,,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr62.researchgate.net,179,,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr63.researchgate.net,86400,209.15.214.203,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],mr64.researchgate.net,42259,209.15.214.204,"{'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'researchgate.net', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347950671, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
