new,host,a,soa,status_code,cname,ns,has_internal_ips,internal_ips,cdn,cdn-name,aaaa,mx,txt,caa
[x],bmw-glc-7.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bmwloans.razorpay.com,65.2.10.216,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bp-tarieventool.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bpfwvwebd01.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bucket-corpnanotechnet2.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bucket-remote.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bucketdatastore21.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bucketjiraexternal-domain.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bujishingtv9.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],businesslogin.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],businessportallogoutcons.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],c56.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cache-int2.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cadence.razorpay.com,"3.7.182.86, 13.234.248.217","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,prod-green-concierge.razorpay.com,,,,,,,,,
[x],campaignhq.razorpay.com,"18.66.112.31, 18.66.112.49, 18.66.112.24, 18.66.112.5","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],card-txzn-blue-mtls.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],care.razorpay.com,"3.7.191.1, 13.232.49.161","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"cde-blue-ext-v2.razorpay.com, cde-green-ext-v2.razorpay.com",,,,,,,,,
[x],cboa01.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cde-blue-mtls.razorpay.com,"3.6.85.89, 3.7.89.245","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cde-green-ext-v2.razorpay.com,"13.126.80.11, 43.204.1.115","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cdn.razorpay.com,"143.204.215.8, 143.204.215.91, 143.204.215.74, 143.204.215.23","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],cds.razorpay.com,"10.1.135.102, 10.1.136.90","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-cds-weighted.razorpay.com, prod-green-int-v2.razorpay.com, prod-white-int-v2.razorpay.com",,True,"10.1.135.102, 10.1.136.90",,,,,,
[x],certe.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],chaika.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],checkout-service.razorpay.com,"10.1.136.160, 10.1.135.242","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-checkout-service-weighted.razorpay.com, prod-white-int-v2.razorpay.com",,True,"10.1.136.160, 10.1.135.242",,,,,,
[x],checkout-static-next.razorpay.com,"13.224.189.24, 13.224.189.15, 13.224.189.32, 13.224.189.12","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],chef-temp-access-qaproxy-vpn.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],chennai-53.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],chevrolet-prizm-3.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],chrysler-flex-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cidu.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cig1w263-jpmorgan.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cig1w311-chaseonline.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cig1w357-cards.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],circuitdesignmanagement2.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],clamav.razorpay.com,"143.204.215.38, 143.204.215.14, 143.204.215.92, 143.204.215.108","ns-1986.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,df2xz2nswv0tw.cloudfront.net,"ns-1118.awsdns-11.org, ns-1986.awsdns-56.co.uk, ns-394.awsdns-49.com, ns-519.awsdns-00.net",,,True,cloudfront,,,,
[x],clamp-lb.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cleanup.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cleverads.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],client-citi-nodal.prod.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,ttj6f18fgvz8m8zc37c1r8x7zq737nm8,
[x],clipapp-dt-09q.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cmsaccept.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],collateral.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],collections.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-collections-weighted.razorpay.com, prod-blue-ext.razorpay.com",,,,,,,,,
[x],communitj4rxah.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],communitychange.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],concierge.de.razorpay.com,"65.0.39.209, 13.126.220.111, 3.6.173.130","ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,prod-white-ext-v2.de.razorpay.com,,,,,,,,,
[x],concierge.razorpay.com,"3.108.216.70, 15.207.69.61","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-concierge-weighted.razorpay.com, prod-green-ext-v2.razorpay.com, prod-white-ext-v2.razorpay.com",,,,,,,,,
[x],concierge.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],config-extranet-database-officebackups-domain.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],confluence-portofans.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],confluencealphameet-git.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],confluenceprod.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],confluencevpn-devel-vpn.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],consifsws01.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],corp.razorpay.com,,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-644.awsdns-16.net, ns-1138.awsdns-14.org, ns-1598.awsdns-07.co.uk, ns-371.awsdns-46.com",,,,,,,v=spf1 include:spf.protection.outlook.com,
[x],corporatep.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],coxreporting-0-josrc.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cr-inflow.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],csauth-prd.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ctr2pf-p20-buy.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cusaawdombyod.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],customersbeta-deploy-start-storage.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],customersweb-eu.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cyss.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal09-stg-pimdb-01c.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],daron.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data-svn.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datahub.de.razorpay.com,"3.108.96.133, 3.111.135.157, 13.126.174.251","ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"prod-datahub-weighted.de.razorpay.com, prod-white-concierge-v2.de.razorpay.com",,,,,,,,,
[x],datatemp-miembros.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],dbms-customersconfluenceaccept-archivecorp.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmsalphaaltappaws.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmsebhs.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],dbt-docs.de.razorpay.com,"13.126.174.251, 3.108.96.133, 3.111.135.157","ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"prod-dbt-docs-weighted.de.razorpay.com, prod-white-concierge-v2.de.razorpay.com",,,,,,,,,
[x],dcbaw.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ddtest.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debugnorthstar.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],delta-api-static.razorpay.com,"52.66.73.193, 13.127.27.109","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demo-forum.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],deployr.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],depot03.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],design.razorpay.com,"34.249.200.254, 52.17.119.105, 63.35.51.142","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com",,,,,,,,,
[x],designersdk.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],designplayground.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],dev-python-test.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-sc.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev.razorpay.com,"35.154.155.70, 43.204.92.246","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-dev-weighted.razorpay.com, prod-white-concierge-v2.razorpay.com",,,,,,,,,
[x],dev3-bm-sjc04-us.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dhebpanon02.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],direction.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dnb-analyticsstudio11.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dnsaccept-app.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],docs-service.razorpay.com,"3.7.182.86, 13.234.248.217","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-docs-service-weighted.razorpay.com, prod-green-concierge.razorpay.com",,,,,,,,,
[x],docs.razorpay.com,"18.66.97.6, 18.66.97.96, 18.66.97.76, 18.66.97.116","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],domain-config.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],domain-svnpostgresgit.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],doppler.razorpay.com,"15.207.69.61, 3.108.216.70","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-doppler-weighted.razorpay.com, prod-green-ext-v2.razorpay.com",,,,,,,,,
[x],drive.razorpay.com,142.250.185.83,"ns1.google.com, dns-admin.google.com",NOERROR,ghs.googlehosted.com,,,,,,2a00:1450:400a:808::2013,,,
[x],dvn-demo.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dynamicanalytics.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],e-care-test2.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],easperfdev.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],easy.razorpay.com,"143.204.215.65, 143.204.215.104, 143.204.215.7, 143.204.215.71","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],ecarepak.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],echo-api-static.razorpay.com,"13.127.27.109, 52.66.73.193","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],eco.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],eet-8-1-2.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],efeprlvdcdirect-csi.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],elasticbeanstalk96kuas.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],elasticbeanstalkadmin.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],elasticbeanstalklegacy-new-oceania.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],elkdirec02p.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],eltacorrido-color.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],email.razorpay.com,34.102.239.211,"ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,mailgun.org,"ns-133.awsdns-16.com, ns-1482.awsdns-57.org, ns-1614.awsdns-09.co.uk, ns-586.awsdns-09.net",,,True,google,,"mxa.mailgun.org, mxb.mailgun.org","8f7088gv5932jxw9lwwd1b6ttx2pw2ds, google-site-verification=FIGVOKZm6lQFDBJaiC2DdwvBy8TInunoGCt-1gnL4PA, v=spf1 include:_spf.mailgun.org include:_spf.eu.mailgun.org -all","digicert.com, letsencrypt.org, ;"
[x],emails.razorpay.com,202.162.242.39,"ns-980.awsdns-58.net, awsdns-hostmaster.amazon.com",NOERROR,prapp1env.ncfp.asia,,,,,,,mx1.ncfp.asia,"google-site-verification=VruiRiVgdYBuPVOECB47IkZv5sInf8C-FU5hB2fgKGI, google-site-verification=TgmDAwdwkCJMYdMo5ufra-wEnKjH_P4XKVCcWNn6b4A, v=spf1 include:ncfp.asia ip4:103.52.181.0/24 ip4:103.52.182.0/24 ip4:103.52.181.129/32 include:spf.mailpf.com ~all",
[x],empirecommunities.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],endeca-totstg.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],engineering.razorpay.com,"162.159.153.4, 162.159.152.4","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudflare,,,,
[x],enterprisbuilder.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],enterprise-avatar.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],epaystub-edc.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],eqpush1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],errorapi.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],erroruserbucket-remote.prod-blue.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,prod-blue-ext.razorpay.com,,,,,,,,,
[x],errorvip-wiki-controller-new-corp.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],esayle.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],etl.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,prod-edge-components.razorpay.com,,,,,,,,,
[x],euiatportal.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],euler.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-external.razorpay.com, prod-blue-ext.razorpay.com",,,,,,,,,
[x],eusoc-frankf-de-hafw1-eth0.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],evenflow-test.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],exchange8.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],expe17.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],express-dark.razorpay.com,"15.207.159.255, 15.207.253.87","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,cde-green-mtls.razorpay.com,,,,,,,,,
[x],ext.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ext07.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ezunguojiyulechengwangluobocai.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],factoid.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fbhx1-1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fcau2-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fcgp17-1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fdatafeed-ccqbse-qydc.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fdkb.razorpay.com,"35.154.245.65, 65.0.249.98, 13.126.13.123","ns-350.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,"3b6c14afaeda43df132b35431490e034.freshdesk.com, fwfd-aps1-lb6.freshdesk.com",,,,,,,,,"amazon.com, letsencrypt.org"
[x],february1.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],feoh2-1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],feoh3-1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ferrari-amg-3.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
