new,host,status_code,a,soa,cdn,cdn-name,mx,txt,cname,aaaa,has_internal_ips,internal_ips,ns,caa,ptr
[x],008dam1l40se01.mgdnok.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],008dam1l40se03.mgdnok.nokia.com,NOERROR,,,,,,,,,,,,,
[x],135.92.0.140.ops.software.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],135.92.0.142.ops.software.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],135.92.0.227.ops.software.nokia.com,NOERROR,,,,,,,,,,,,,
[x],135.92.0.45.ops.software.nokia.com,NOERROR,,,,,,,,,,,,,
[x],135.92.0.93.ops.software.nokia.com,NOERROR,,,,,,,,,,,,,
[x],135.92.1.111.ops.software.nokia.com,NOERROR,,,,,,,,,,,,,
[x],135.92.1.154.ops.software.nokia.com,NOERROR,,,,,,,,,,,,,
[x],135.92.1.199.ops.software.nokia.com,NOERROR,,,,,,,,,,,,,
[x],4booking-reports.int.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],_spf1.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,v=spf1 ip4:145.247.12.200/29 ip4:80.80.227.83 ip4:80.80.227.84 ip4:135.245.18.24/29 ip4:135.245.210.20/30 ip4:135.245.0.32/30 ip4:198.61.141.235 ip4:131.228.2.0/24 ip4:135.245.43.112/28 ip4:131.228.6.100/31 ip4:131.228.69.0/27 ~all,,,,,,,
[x],a1.nokia.com,NOERROR,145.247.120.91,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],a1.odc.nokia.com,NOERROR,147.243.14.68,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],a9.nokia.com,NOERROR,147.243.14.149,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ac-qa.int.nokia.com,NOERROR,51.144.184.76,"ns7.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],acc.net.nokia.com,NOERROR,18.221.145.48,"dns-external-master.amazon.com, root.amazon.com",,,,,ec2-18-221-145-48.us-east-2.compute.amazonaws.com,,,,,,
[x],access.cloud-lab.ext.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],access.dac.nokia.com,NOERROR,"34.235.62.90, 3.213.143.227, 184.72.174.126","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",True,cloudflare,mail.zendesk.com,,access-dac.zendesk.com,,,,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",,
[x],accessories.nokia.com,NOERROR,147.243.14.149,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],acos.ext.net.nokia.com,NOERROR,135.239.145.86,"ns7.nokia.com, dns.cloudflare.com",,,hostmaster.alcatel-lucent.com,,,,,,,,
[x],acp.mail.nokia.com,NOERROR,,,,,,,,,,,,,
[x],acp.store.nokia.com,NOERROR,62.61.65.40,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],acsys-apps.ext.net.nokia.com,NOERROR,20.241.22.51,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],acsys-dev.ext.net.nokia.com,NOERROR,93.183.9.221,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],acumen.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,"smtp2-64.nmg.nokia.com, smtp3-64.nmg.nokia.com, smtp2-63.nmg.nokia.com, smtp3-63.nmg.nokia.com",v=spf1 include:_spf.nmg.nokia.com -all,,,,,,,
[x],admin.arrow.nokia.com,NOERROR,131.228.121.29,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],admin.nokiaretail.nokia.com,NOERROR,109.108.152.94,"ns2.nokia.com, dns.cloudflare.com",,,109.108.152.94.srvlist.ukfast.net,,,,,,,,
[x],admin.support.publish.nokia.com,NOERROR,62.61.85.67,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],adservice.nokia.com,NOERROR,217.162.2.145,"ns2.nokia.com, dns.cloudflare.com",,,,,www.adservice.nokia.com,,,,,,
[x],adventure.nokia.com,NOERROR,193.66.190.233,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],afcore-ns.eks-kkrukow-3.csfp.ext.dev.software.nokia.com,NOERROR,3.66.161.216,"ns-638.awsdns-15.net, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],ajprx01.ext.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],aleduat.us.nokia.com,NOERROR,135.3.27.175,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],aleduatb1.us.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],algerrit.int.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],allview1-uat.nokia.com,NOERROR,52.249.27.33,"ns2.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],altiplano-n.altidemo.eu.dev.software.nokia.com,NOERROR,,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],altiplano-n.tele-test2.eu.dev.software.nokia.com,NOERROR,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],altiplano.developer.nokia.com,NOERROR,131.228.8.22,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],altiplano.ic2d9d7aae.eu.dev.software.nokia.com,NOERROR,"3.74.81.52, 3.70.106.228","ns-534.awsdns-02.net, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],altiplano.ic75c3c0fd.eu.dev.software.nokia.com,NOERROR,"3.78.114.226, 3.78.135.163","ns-1692.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],analytics.developer.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],antlacap.net.nokia.com,NOERROR,195.207.5.120,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],anywhere.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],apac1.xmpp.nokia.com,NOERROR,18.136.247.139,"dns-external-master.amazon.com, root.amazon.com",,,,,ec2-18-136-247-139.ap-southeast-1.compute.amazonaws.com,,,,,,
[x],apac31.cdp.nokia.com,NOERROR,18.139.206.38,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],apac32.cdp.nokia.com,NOERROR,52.77.134.67,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],apac33.cdp.nokia.com,NOERROR,,,,,,,,,,,,,
[x],api-mika.nokia.com,NOERROR,23.96.231.66,"ns2.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],api-staging-mika.nokia.com,NOERROR,23.96.199.121,"ns2.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],api.appbeat.nokia.com,NOERROR,162.13.47.149,"ns2.nokia.com, dns.cloudflare.com",,,,,n-a-domain.nokia.com,,,,,,
[x],api.cloud.it.nokia.com,NOERROR,147.243.9.75,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],api.cloud.nokia.com,NOERROR,147.243.176.17,"ns2.nokia.com, dns.cloudflare.com",,,,,,2a00:1c68:1:100d::15,,,,,
[x],api.demo.digital-assistant.nokia.com,NOERROR,52.162.214.226,"ns2.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],api.developer.nokia.com,NOERROR,62.61.85.154,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],api.eu.dac.nokia.com,NOERROR,87.108.35.9,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],api.forum.nokia.com,NOERROR,131.228.18.216,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],api.impact.saas.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],api.it.pulse.nokia.com,NOERROR,66.54.66.234,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],api.jp.dac.nokia.com,NOERROR,115.69.198.41,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],api.maps.nokia.com,NOERROR,,,,,,,,,,,,,
[x],api.nadp.nokia.com,NOERROR,20.73.67.40,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],api.phones.nokia.com,NOERROR,152.199.21.175,"ns1.rhocdn.net, noc.edgecast.com",,,,,"nokiaphones-origin-api.azureedge.net, nokiaphones-origin-api.ec.azureedge.net, scdn1.wpc.69850.rhocdn.net, sni1gl.wpc.rhocdn.net",2606:2800:233:1cb7:261b:1f9c:2074:3c,,,,,
[x],api.qa.developer.nokia.com,NOERROR,62.61.85.154,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],api.staging.juniper.nokia.com,NOERROR,62.61.69.27,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],api.west.us.dac.nokia.com,NOERROR,149.97.162.201,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],api2.cloud.it.nokia.com,NOERROR,147.243.9.48,"ns2.nokia.com, dns.cloudflare.com",,,,,,2a00:1c68:1:100d::5,,,,,
[x],apim.developer.nokia.com,NOERROR,,"ns1-201.azure-dns.com, msnhst.microsoft.com",True,azure,,,"nok-ipaas-prod-we-apm-01.portal.azure-api.net, apimgmthsnppfbo5pcgq7ryk4ahvhkla4qrifojzbynkay7zut.cloudapp.net",,,,,,
[x],apim.qa.developer.nokia.com,NOERROR,52.166.220.2,"ns1-201.azure-dns.com, msnhst.microsoft.com",True,azure,,,"nok-ipaas-qa-we-apm-01.portal.azure-api.net, apimgmthsphlkyiboaw72tp8tpb0e6bdv6acij7nb33n14btq8.cloudapp.net",,,,,,
[x],app.demo.scene.iot.nokia.com,NOERROR,"54.188.45.47, 34.214.27.169","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,,,,ac7a596fbb67c47f9afe89e49bce58e1-81198860.us-west-2.elb.amazonaws.com,,,,,,
[x],app.spapps-qa.nokia.com,NOERROR,131.228.2.235,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],app.spapps.nokia.com,NOERROR,131.228.2.227,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],appbeat.nokia.com,NOERROR,162.13.47.149,"ns2.nokia.com, dns.cloudflare.com",,,,,n-a-domain.nokia.com,,,,,,
[x],appsocial.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],appupdate.it-admin.nokia.com,NOERROR,147.243.7.163,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],appupdate.it.nokia.com,NOERROR,147.243.7.162,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],appupdate.nokia.com,NOERROR,147.243.14.63,"ns2.nokia.com, dns.cloudflare.com",,,,,,2a00:1c68:1:100d::4,,,,,
[x],appwizard.st.nokia.com,NOERROR,131.228.38.41,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],argocd.dev0619-qxdh9-474hc.079879762765.aut.saas.nokia.com,NOERROR,"16.16.131.230, 16.171.75.66","ns-942.awsdns-53.net, awsdns-hostmaster.amazon.com",,,,"heritage=external-dns,external-dns/owner=Z045189625SR1ZX2LUAV1,external-dns/resource=ingress/argo-cd/argocd-server",,,,,,,
[x],argocd.ecrg2-gw2kg-4x5bc.079879762765.aut.saas.nokia.com,NOERROR,,,,,,,,,,,,,
[x],argocd.gpdev4-mlnll-8pfs7.079879762765.aut.saas.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],argocd.maintest-6fm9s-645sh.079879762765.aut.saas.nokia.com,NOERROR,,,,,,,,,,,,,
[x],artifactory-blr-fnms.int.net.nokia.com,NOERROR,,,,,,,,,,,,,
[x],artifactory-espoo1.ext.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],artifactory.net.nokia.com,NOERROR,131.228.8.21,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],as.im.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,im.nokia.com,,,,,,
[x],asas.net.nokia.com,NOERROR,131.228.56.18,"ns7.nokia.com, dns.cloudflare.com",,,,,zinapps-public.net.nokia.com,,,,,,
[x],asi.ext.nokia.com,NOERROR,147.243.108.84,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],aslm.nokia.com,NOERROR,135.245.16.33,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],astrafo001.pr.ams01.locn.s.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],atg-at-lz-gpu.atg.nokia.com,NOERROR,,"ns-1317.awsdns-36.org, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],athlacap.net.nokia.com,NOERROR,87.254.196.11,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],atl-account.nokia.com,NOERROR,66.54.66.97,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],au.mobileshop.nokia.com,NOERROR,13.55.191.131,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],auth-ne.vie.hosting.nokia.com,NOERROR,,,,,,,,,,,,,
[x],auth.dac.nokia.com,NOERROR,87.108.35.9,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],autodiscover.darkstar.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],autodiscover.mgd.nokia.com,NOERROR,65.54.39.105,"ph0mgt0101dc002.prdmgt01.prod.exchangelabs.com, msnhst.microsoft.com, ch0mgt0101dc001.prdmgt01.prod.exchangelabs.com",,,,,"008-1-d.outlook.com, ams-008-aru.outlook.com",,,,,,
[x],autodiscover.msg.nokia.com,NOERROR,145.247.120.50,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],autodiscover.nokia.com,NOERROR,"52.97.189.72, 40.99.149.168, 40.99.157.56","ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","2603:1026:c0d:802::8, 2603:1026:c0d:829::8, 2603:1026:c0d:c2d::8, 2603:1026:c0d:c07::8",,,,,
[x],autodiscover.on.nokia.com,NOERROR,"52.98.240.136, 52.97.190.40, 52.98.229.136, 40.99.148.88, 40.99.155.248, 52.98.240.8, 52.98.229.168, 52.98.239.136","ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","2603:1026:c0e:80f::8, 2603:1026:c0e:80d::8, 2603:1026:c0e:863::8, 2603:1026:c0e:872::8, 2603:1026:c0e:86e::8, 2603:1026:c0e:871::8, 2603:1026:c0e:862::8, 2603:1026:c0e:865::8",,,,,
[x],aux.forum.nokia.com,NOERROR,62.61.85.154,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],aux.nokia.com,NOERROR,62.61.69.88,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],av1.nokia.com,NOERROR,"145.247.120.81, 145.247.120.78","ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ava.ic1a0fdec5.eu.dev.software.nokia.com,NOERROR,,"ns-643.awsdns-16.net, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],aws-fed-1.cutlass.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],b2b.nokia.com,NOERROR,147.243.3.199,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],backup.mail.nokia.com,NOERROR,65.54.26.197,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],backupowa.nokia.com,NOERROR,65.54.26.197,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],barcelona.nokia.com,NOERROR,173.203.59.65,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],bart.americas.nokia.com,NOERROR,206.19.95.195,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],bc.americas.nokia.com,NOERROR,"192.100.104.101, 192.100.104.100","ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],bc1.nokia.com,NOERROR,192.100.122.121,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],bc2.nokia.com,NOERROR,192.100.130.17,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],be.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],be1.qa.nokia.com,NOERROR,10.40.40.155,"ns2.nokia.com, dns.cloudflare.com",,,,,,,True,10.40.40.155,,,
[x],beagp01.nokia.com,NOERROR,147.243.226.18,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],beilacap.net.nokia.com,NOERROR,87.254.207.27,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],beiwar.net.nokia.com,NOERROR,87.254.207.29,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],betalabs.nokia.com,NOERROR,162.13.47.149,"ns2.nokia.com, dns.cloudflare.com",,,,,n-a-domain.nokia.com,,,,,,
[x],bhgitlab.ext.net.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"bhgitlab-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],bis.analytics.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],blacksea-dev.atg.nokia.com,NOERROR,52.29.186.154,"ns-1317.awsdns-36.org, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],blacksea.atg.nokia.com,NOERROR,3.123.202.121,"ns-1317.awsdns-36.org, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],blc.ext.net.nokia.com,NOERROR,13.58.255.3,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],blr-ca.net.nokia.com,NOERROR,131.228.67.70,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],blr-ra.net.nokia.com,NOERROR,131.228.67.70,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],blr-smp.smp-qa.saas.nokia.com,NOERROR,"10.93.129.114, 10.93.129.113, 10.92.97.101, 10.92.103.135, 10.92.97.100","ns-1505.awsdns-60.org, awsdns-hostmaster.amazon.com",,,,,,,True,"10.93.129.114, 10.93.129.113, 10.92.97.101, 10.92.103.135, 10.92.97.100",,,
[x],blrbrowser02.nokia.com,NOERROR,121.240.238.162,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],blrmgate.net.nokia.com,NOERROR,131.228.67.34,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],blsnucleon.iot.nokia.com,NOERROR,135.92.6.232,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],bluelounge.nokia.com,NOERROR,162.13.47.149,"ns2.nokia.com, dns.cloudflare.com",,,,,n-a-domain.nokia.com,,,,,,
[x],bn-inet-rtr.ext.nokia.com,NOERROR,201.234.131.225,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],bnprx01.ext.nokia.com,NOERROR,"200.58.30.82, 201.234.131.226","ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],boostddev.ext.net.nokia.com,NOERROR,131.228.3.171,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],boostdev.ext.net.nokia.com,NOERROR,131.228.3.173,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],boostdtest.ext.net.nokia.com,NOERROR,131.228.6.87,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],boosttest.ext.net.nokia.com,NOERROR,131.228.6.86,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],brand.nokia.com,NOERROR,"172.66.40.154, 172.66.43.102","ns1.cloudflare.net, dns.cloudflare.com",True,cloudflare,,v=spf1 mx a ip4:13.94.147.49/32 ~all,brand.nokia.com.cdn.cloudflare.net,"2606:4700:3108::ac42:289a, 2606:4700:3108::ac42:2b66",,,,,
[x],brandbook.online.nokia.com,NOERROR,168.215.186.183,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],brandcenter-ad.ext.nokia.com,NOERROR,131.228.2.228,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],brandcenter.nokia.com,NOERROR,13.94.147.49,"ns2.nokia.com, dns.cloudflare.com",True,azure,,facebook-domain-verification=9xo9drf37olh8bj1n0kjdy6qcg67hf,brandstore.nokia.com,,,,,,
[x],broadcast-esstx01.nokia.com,NOERROR,192.100.121.29,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],bugs.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],bugs.qa.nokia.com,NOERROR,62.61.85.161,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],bugzilla.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],business.dac.nokia.com,NOERROR,"104.16.51.111, 104.16.53.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",True,cloudflare,mail-pod-17.int.zendesk.com,"v=spf1 include:mail.zendesk.com ~all, pod=17",landing-page.zendesk.com,,,,,,
[x],business.europe.nokia.com,NOERROR,147.243.3.83,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],businesscenter.nokia.com,NOERROR,12.130.3.73,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],bw.int.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],cache-ssl1-stls.net.nokia.com,NOERROR,"23.213.161.18, 23.213.161.7","n0d.akamai.net, hostmaster.akamai.com",,,,,"cache-ssl1-stls.net.nokia.com.edgesuite.net, a320.d.akamai.net",,,,,,
[x],cache-ssl1.net.nokia.com,NOERROR,"23.50.131.84, 23.50.131.77","n0d.akamai.net, hostmaster.akamai.com",,,,,"cache-ssl1.net.nokia.com.edgesuite.net, a261.d.akamai.net",,,,,,
[x],cache-ssl2.net.nokia.com,NOERROR,,"n0d.akamaiedge.net, hostmaster.akamai.com",,,,,"cache-ssl2.net.nokia.com.edgekey.net, e8344.d.akamaiedge.net",,,,,,
[x],caext-rtr01.ext.nokia.com,NOERROR,194.201.128.35,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],caext01.ext.nokia.com,NOERROR,194.201.128.100,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],caext03.ext.nokia.com,NOERROR,194.201.128.102,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],caext05.ext.nokia.com,NOERROR,194.201.128.104,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],caext11.ext.nokia.com,NOERROR,194.201.128.109,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cafw01-s1p1.ext.nokia.com,NOERROR,194.201.128.14,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cafw01-s1p4.ext.nokia.com,NOERROR,194.201.128.38,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cahom01.ext.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cala1.xmpp.nokia.com,NOERROR,35.169.167.220,"dns-external-master.amazon.com, root.amazon.com",,,,,ec2-35-169-167-220.compute-1.amazonaws.com,,,,,,
[x],cala11.cdp.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],campusapp.nokia.com,NOERROR,52.233.129.225,"ns2.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],camunda-cawemo-qa.ext.net.nokia.com,NOERROR,131.228.8.23,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],camunda-optimize-qa.ext.net.nokia.com,NOERROR,"131.228.3.182, 131.228.9.11","ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],camunda-optimize.ext.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],camunda-qa.ext.net.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"camunda-qa-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],camunda.ext.net.nokia.com,NOERROR,131.228.3.179,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],camunda.sso.ext.net.nokia.com,NOERROR,131.228.3.187,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],capmdashboardqa.int.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],caprx01.ext.nokia.com,NOERROR,194.201.128.4,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],caprx02.ext.nokia.com,NOERROR,194.201.128.5,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],capsv-qa.nokia.com,NOERROR,20.88.48.116,"ns1-01.azure-dns.com, azuredns-hostmaster.microsoft.com",,,,,,,,,"ns1-01.azure-dns.com, ns2-01.azure-dns.net, ns3-01.azure-dns.org, ns4-01.azure-dns.info",,
[x],capsv.nokia.com,NOERROR,20.25.226.141,"ns1-03.azure-dns.com, azuredns-hostmaster.microsoft.com",,,,,,,,,"ns1-03.azure-dns.com, ns2-03.azure-dns.net, ns3-03.azure-dns.org, ns4-03.azure-dns.info",,
[x],carbon.nokia.com,NOERROR,147.243.248.171,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],carbonara.ext.net.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"carbonara-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],care-gc.nokia.com,NOERROR,211.151.66.207,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],care.nokia.com,NOERROR,188.138.40.161,"ns2.nokia.com, dns.cloudflare.com",,,rpmail.returnpool.com,v=spf1 ip4:147.243.1.20 ip4:147.243.1.21 ip4:147.243.1.24 ip4:147.243.1.25 ip4:147.243.1.73 ip4:147.243.1.74 ipv4:147.243.1.217 ipv4:147.243.1.218 -all,,,,,,,
[x],careers.nokia.com,NOERROR,160.34.204.107,"ns2.nokia.com, dns.cloudflare.com",,,,facebook-domain-verification=es4nrtk6sb9u6r6fdusip2wgivdivo,,,,,,,
[x],careforbusiness.nokia.com,NOERROR,80.88.181.225,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],caresuat.support.nokia.com,NOERROR,135.245.4.44,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],caribbean.nokia.com,NOERROR,147.243.3.83,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
