input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,favicon_path,a_,tech_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,cdn_name,cdn,tls_subject_org_,final_url,tls_mismatched
0000-0.investnext.com,404,404,916,https://intercom.help,0000-0.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0000-0.investnext.com,443,https://0000-0.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
0000-0my.investnext.com,404,404,916,app.investnext.com,0000-0my.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0000-0my.investnext.com,443,https://0000-0my.investnext.com,https,gunicorn,text/html,GET,13.248.131.213,/,1192548299,/web/assets/img/icons/favicon-32x32.png,3.33.161.45,gunicorn,23,False,error,0,,,,,
00315-okta-pop39dev.investnext.com,404,404,916,api.intercom.io,00315-okta-pop39dev.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,00315-okta-pop39dev.investnext.com,443,https://00315-okta-pop39dev.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,15.197.152.254,gunicorn,23,False,error,0,,,,,
0056m000009eu1zqac.investnext.com,404,404,916,https://www.google.com/recaptcha/,0056m000009eu1zqac.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0056m000009eu1zqac.investnext.com,443,https://0056m000009eu1zqac.investnext.com,https,gunicorn,text/html,GET,35.71.150.51,/,1192548299,/web/assets/img/icons/favicon-32x32.png,15.197.152.254,gunicorn,23,False,error,0,,,,,
013-zzoeuoyafqamrhxb.investnext.com,,403,,,013-zzoeuoyafqamrhxb.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,013-zzoeuoyafqamrhxb.investnext.com,443,https://013-zzoeuoyafqamrhxb.investnext.com,https,gunicorn,text/html,GET,15.197.152.254,/,,/favicon.ico,3.33.161.45,gunicorn,1,False,other,0,,,,,
01net.investnext.com,404,404,916,api-ping.intercom.io,01net.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,01net.investnext.com,443,https://01net.investnext.com,https,gunicorn,text/html,GET,35.71.150.51,/,1192548299,/web/assets/img/icons/favicon-32x32.png,3.33.161.45,gunicorn,23,False,error,0,,,,,
039-465.investnext.com,404,404,916,https://canny.io,039-465.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,039-465.investnext.com,443,https://039-465.investnext.com,https,gunicorn,text/html,GET,13.248.131.213,/,1192548299,/web/assets/img/icons/favicon-32x32.png,3.33.161.45,gunicorn,23,False,error,0,,,,,
05-723.investnext.com,404,404,916,app.intercom.io,05-723.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,05-723.investnext.com,443,https://05-723.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
050fdropbox.investnext.com,,403,,,050fdropbox.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,050fdropbox.investnext.com,443,https://050fdropbox.investnext.com,https,gunicorn,text/html,GET,13.248.131.213,/,,/favicon.ico,35.71.150.51,gunicorn,1,False,other,0,,,,,
05252fwww1.investnext.com,,403,,,05252fwww1.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,05252fwww1.investnext.com,443,https://05252fwww1.investnext.com,https,gunicorn,text/html,GET,15.197.152.254,/,,/favicon.ico,35.71.150.51,gunicorn,1,False,other,0,,,,,
