input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,path,favicon_path,a_,tech_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,tls_subject_org_,cdn_name,content_type,cdn,favicon,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_
157-9-9-1.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://157-9-9-1.survey.sidn.nl,https,cloudflare,GET,18.66.122.57,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:2200:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
216-78.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://216-78.survey.sidn.nl,https,cloudflare,GET,18.66.122.126,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:7400:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
421-3.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://421-3.survey.sidn.nl,https,cloudflare,GET,18.66.122.27,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:5000:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
434c.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://434c.survey.sidn.nl,https,cloudflare,GET,18.66.122.27,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:c600:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
444b.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://444b.survey.sidn.nl,https,cloudflare,GET,18.66.122.126,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:bc00:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
47-78.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://47-78.survey.sidn.nl,https,cloudflare,GET,18.66.122.126,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:9000:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
65-0-63.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://65-0-63.survey.sidn.nl,https,cloudflare,GET,18.66.122.95,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:0:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
65-3-9-9.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://65-3-9-9.survey.sidn.nl,https,cloudflare,GET,18.66.122.95,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:ae00:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
85-60-7.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://85-60-7.survey.sidn.nl,https,cloudflare,GET,18.66.122.27,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:1000:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
academy.sidn.nl,,200,12121,academy.sidn.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-13T00:00:00Z,2025-09-13T23:59:59Z,"CN=academy.sidn.nl, O=Stichting Internet Domeinregistratie Nederland, ST=Gelderland, C=NL",academy.sidn.nl,academy.sidn.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,a5128e44ab062b93b36b433d67c6463e,45ee0b47da47d7e2a5fe9178520647976fc35991abc663df88d529e6688d4f8d,ctls,academy.sidn.nl,443,https://academy.sidn.nl,https,nginx,GET,52.49.35.245,/,/favicon.ico,2a05:d018:2a8:2801:22f2:c522:4dd0:3394,Nginx,667,False,nonerror,0,Stichting Internet Domeinregistratie Nederland,,text/html,,1877609847,,,https://academy.sidn.nl/do;jsessionid=E2402B3D2231AB01B921DCEA283C0E47?action=home,
acms.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://acms.survey.sidn.nl,https,cloudflare,GET,18.66.122.126,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:3e00:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
aesdpro.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://aesdpro.survey.sidn.nl,https,cloudflare,GET,18.66.122.95,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:3e00:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
ai-rcm-dre.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://ai-rcm-dre.survey.sidn.nl,https,cloudflare,GET,18.66.122.57,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:6200:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
ams3-edge2.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://ams3-edge2.survey.sidn.nl,https,cloudflare,GET,18.66.122.57,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:600:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
api.sidn.nl,HTTP Status 404 – Not Found,404,431,api.sidn.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-26T00:00:00Z,2025-11-26T23:59:59Z,"CN=api.sidn.nl, O=Stichting Internet Domeinregistratie Nederland, ST=Gelderland, C=NL",api.sidn.nl,api.sidn.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,ce9f9a2e20ae2ab292b695e0640ed5d6,021edcc06ef7d5c7c0af5a24f4a3d0ecb39b6791ce5b069936e163a2eaf76a15,ctls,api.sidn.nl,443,https://api.sidn.nl,https,openresty,GET,34.120.237.201,/,/favicon.ico,2600:1901:0:d2f4::,OpenResty,1,False,error,0,Stichting Internet Domeinregistratie Nederland,google,text/html,True,,,,,
app-accessuk.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://app-accessuk.survey.sidn.nl,https,cloudflare,GET,18.66.122.95,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:9c00:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
asia-expweb.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://asia-expweb.survey.sidn.nl,https,cloudflare,GET,18.66.122.57,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:fe00:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
assoc.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://assoc.survey.sidn.nl,https,cloudflare,GET,18.66.122.27,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:7e00:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
authentication.sidn.nl,Niet geautoriseerd / unauthorised,200,2180,authentication.sidn.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-11-11T00:00:00Z,2025-11-11T23:59:59Z,"CN=authentication.sidn.nl, O=Stichting Internet Domeinregistratie Nederland, ST=Gelderland, C=NL",authentication.sidn.nl,usermanagement.sidn.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,e07b760725246f7e9ada88cf00984aee,dedbabadb587262af567ec4b2143d04593d54b25aee4c8b69833cc444c4887be,ctls,authentication.sidn.nl,443,https://authentication.sidn.nl,https,,GET,94.198.154.199,/,/oops/favicon.ico,2a00:d78:0:b001:94:198:154:199,,91,False,nonerror,0,Stichting Internet Domeinregistratie Nederland,,,,1672792499,,,,
autodiscover.sidn.nl,Outlook,200,11018,outlook.office365.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-06-27T00:00:00Z,2025-06-26T23:59:59Z,"CN=outlook.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",outlook.com,substrate-sdf.office.com,"CN=DigiCert Cloud Services CA-1, O=DigiCert Inc, C=US",DigiCert Cloud Services CA-1,DigiCert Inc,e7f504ed213e1145c121bd39db377a92,9f8ed1fc113ff4a05bdd72bab5d9ab02e00849860afbb85d567e00e6050190ae,ctls,outlook.office365.com,80,http://autodiscover.sidn.nl,http,Microsoft-IIS/10.0,GET,40.99.150.104,/,/res.cdn.office.net/assets/mail/pwa/v1/pngs/apple-touch-icon.png,2603:1026:c0d:34::8,Windows Server,1,False,nonerror,0,Microsoft Corporation,,text/html,,,,True,https://outlook.office365.com/mail/?realm=sidn.nl&vd=autodiscover,
autoland-dv.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://autoland-dv.survey.sidn.nl,https,cloudflare,GET,18.66.122.57,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:b600:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
aws-eu-west-1a.survey.sidn.nl,Medallia Agile Research – Medallia,200,199645,www.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T18:10:06Z,2026-03-10T18:10:06Z,CN=medallia.com,medallia.com,www.medallia.com,"CN=SSL.com RSA SSL subCA, O=SSL Corporation, L=Houston, ST=Texas, C=US",SSL.com RSA SSL subCA,SSL Corporation,489fa8d6e88889f40c9627abf9932234,ad0fca79565c5b98a143169a8050ccd953c46fb7b8b216b11a88334d9ead216a,ctls,www.medallia.com,443,https://aws-eu-west-1a.survey.sidn.nl,https,cloudflare,GET,18.66.122.95,/,/wp-content/uploads/2024/05/cropped-mdeallia-favicon-01-32x32.png,2600:9000:2250:f200:19:1a16:9840:93a1,WordPress,2729,False,other,0,,cloudfront,text/html,True,-196152777,,,https://www.medallia.com/products/agile-research/?utm_campaign=checkmarketmerger,
