input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_
ablink.email.youneedabudget.com,404 Not Found,404,155,ablink.email.youneedabudget.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-05-28T23:59:59Z,"CN=youneedabudget.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",youneedabudget.com,"Cloudflare, Inc.",*.news.youneedabudget.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c5b8f5ced9c132a289ba17cbd06b0e31,07aca9736b835a20d4a93759f405d7d89dfe5031c700d310902d0b3337d548ff,True,ctls,ablink.email.youneedabudget.com,cloudflare,443,https://ablink.email.youneedabudget.com:443,https,cloudflare,text/html,GET,172.67.69.237,/,718397587,2606:4700:20::681a:ef2,Cloudflare,8,False,True,True,,
ablink.updates.youneedabudget.com,404 Not Found,404,155,ablink.updates.youneedabudget.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-05-28T23:59:59Z,"CN=youneedabudget.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",youneedabudget.com,"Cloudflare, Inc.",*.news.youneedabudget.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c5b8f5ced9c132a289ba17cbd06b0e31,07aca9736b835a20d4a93759f405d7d89dfe5031c700d310902d0b3337d548ff,True,ctls,ablink.updates.youneedabudget.com,cloudflare,443,https://ablink.updates.youneedabudget.com:443,https,cloudflare,text/html,GET,104.26.15.242,/,718397587,2606:4700:20::681a:ef2,Cloudflare,8,False,True,,,
api.youneedabudget.com,YNAB API,200,60383,api.ynab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-25T03:18:28Z,2023-08-23T03:18:27Z,CN=api.ynab.com,api.ynab.com,,api.ynab.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,624f86396879a20f8dfc84c761f5b266,881cf19abc908590630d7dcac7e3980cbf5a063c26db7ef9851e392bd5258655,,ctls,api.ynab.com,,443,https://api.youneedabudget.com:443,https,Cowboy,text/html,GET,3.220.57.224,/,1269422871,54.91.59.199,Heroku,850,False,,,https://api.ynab.com/,https://form.typeform.com/
app.youneedabudget.com,YNAB,200,7376,app.ynab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-25T03:18:28Z,2023-08-23T03:18:27Z,CN=app.ynab.com,app.ynab.com,,app.ynab.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2b4c768351e0707b632d60d0f3ea69aa,3721f8b5023b71a1bc81ccd50582d33253c554013cb65b396ed152d4b2e582da,,ctls,app.ynab.com,,443,https://app.youneedabudget.com:443,https,Cowboy,text/html,GET,52.20.78.240,/,1269422871,54.91.59.199,Ruby on Rails,82,False,,,https://app.ynab.com/mobile,www.googleadservices.com
classic.youneedabudget.com,Gain Total Control of Your Money with YNAB - YNAB,200,215963,www.ynab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-29T23:59:59Z,"CN=ynab.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ynab.com,"Cloudflare, Inc.",*.ynab.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7cf8159be6ef3ae784e5fde02867ac73,340d71f4bbe8666706101a3ec2b1c2126ad9988ff4a94b62eb37a03f62fc3e0b,True,ctls,www.ynab.com,cloudflare,443,https://classic.youneedabudget.com:443,https,cloudflare,text/html,GET,172.67.69.237,/,419780583,2606:4700:20::681a:ff2,Yoast SEO:20.8,2916,False,True,,https://www.ynab.com/,recaptcha.google.com/recaptcha/
develop-app.youneedabudget.com,YNAB,200,7300,develop-app.ynab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-21T04:32:03Z,2023-08-19T04:32:02Z,CN=develop-app.ynab.com,develop-app.ynab.com,,develop-app.ynab.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3e30b859bb20c2e82d96ecbee307a6a0,c5d54ea73bde731deeb038ab35eba300019b519be8a45e427fca666dbb3de79b,,ctls,develop-app.ynab.com,,443,https://develop-app.youneedabudget.com:443,https,Cowboy,text/html,GET,52.204.242.176,/,1269422871,54.162.128.250,Ruby on Rails,82,False,,,https://develop-app.ynab.com/mobile,cdnjs.cloudflare.com
docs.youneedabudget.com,YNAB Help,200,3773887,support.ynab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-29T23:59:59Z,"CN=ynab.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ynab.com,"Cloudflare, Inc.",*.ynab.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7cf8159be6ef3ae784e5fde02867ac73,340d71f4bbe8666706101a3ec2b1c2126ad9988ff4a94b62eb37a03f62fc3e0b,True,ctls,support.ynab.com,cloudflare,443,https://docs.youneedabudget.com:443,https,cloudflare,text/html,GET,104.26.15.242,/,740038558,2606:4700:20::681a:ef2,HSTS,4182,False,True,,https://support.ynab.com/,
download.youneedabudget.com,Gain Total Control of Your Money with YNAB - YNAB,200,215963,www.ynab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-29T23:59:59Z,"CN=ynab.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ynab.com,"Cloudflare, Inc.",*.ynab.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7cf8159be6ef3ae784e5fde02867ac73,340d71f4bbe8666706101a3ec2b1c2126ad9988ff4a94b62eb37a03f62fc3e0b,True,ctls,www.ynab.com,cloudflare,443,https://download.youneedabudget.com:443,https,cloudflare,text/html,GET,104.26.14.242,/,-247999850,2606:4700:20::ac43:45ed,Yoast SEO:20.8,2916,False,True,,https://www.ynab.com/,cdn.kustomerhostedcontent.com
edge.youneedabudget.com,Gain Total Control of Your Money with YNAB - YNAB,200,215963,www.ynab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-29T23:59:59Z,"CN=ynab.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ynab.com,"Cloudflare, Inc.",*.ynab.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7cf8159be6ef3ae784e5fde02867ac73,340d71f4bbe8666706101a3ec2b1c2126ad9988ff4a94b62eb37a03f62fc3e0b,True,ctls,www.ynab.com,cloudflare,443,https://edge.youneedabudget.com:443,https,cloudflare,text/html,GET,104.26.15.242,/,1269422871,2606:4700:20::681a:ff2,Yoast SEO:20.8,2916,False,True,,https://www.ynab.com/,*.giphy.com
evergreen-cdn.youneedabudget.com,,526,,evergreen-cdn.youneedabudget.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-05-28T23:59:59Z,"CN=youneedabudget.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",youneedabudget.com,"Cloudflare, Inc.",*.news.youneedabudget.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c5b8f5ced9c132a289ba17cbd06b0e31,07aca9736b835a20d4a93759f405d7d89dfe5031c700d310902d0b3337d548ff,True,ctls,evergreen-cdn.youneedabudget.com,cloudflare,443,https://evergreen-cdn.youneedabudget.com:443,https,cloudflare,,GET,172.67.69.237,/,-1840324437,2606:4700:20::ac43:45ed,Cloudflare,1,False,True,,,
