input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,final_url,a_,tech_,lines,failed,favicon,tls_self_signed,tls_mismatched,tls_subject_org_
00wins1.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157711,extras.qwantjunior.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://00wins1.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-241936874,,,
05252029.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157731,player.myvideoplace.tv,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://05252029.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,1479759653,,,
0f29.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157741,*.qwantjunior.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://0f29.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-1587845388,,,
100piada.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159730,*.medias-francophones.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://100piada.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-1026794575,,,
10a.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159732,s.qwant.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://10a.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,1842097029,,,
10newelasticbeanstalk.qwantbot-178-168-187-194.qwant.com,Qwant Lite,200,4709,player.twitch.tv,lite.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://10newelasticbeanstalk.qwantbot-178-168-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://lite.qwant.com/?redirect=iPhone8.3,194.187.168.99,HSTS,1,False,,,,
10newelasticbeanstalk.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157729,*.veitech.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://10newelasticbeanstalk.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-1377246853,,,
12-courier.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157730,player.twitch.tv,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://12-courier.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,2015812342,,,
155-9-173-67.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157741,players-cdn.vidmizer.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-173-67.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,776127162,,,
155-9-182-21.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157729,extras.qwantjunior.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-182-21.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,1760958426,,,
155-9-183-61.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159741,viewer.dood3d.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-183-61.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,1008700642,,,
155-9-185-55.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157722,*.jeunesreporterssansfrontieres.fr,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-185-55.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,,,,
155-9-187-80.qwantbot-178-168-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159723,*.localetv.eu,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-187-80.qwantbot-178-168-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,1072020181,,,
155-9-187-83.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159762,*.smartrezo.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-187-83.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-121505722,,,
155-9-191-63.qwantbot-54-169-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159740,s.qwant.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-191-63.qwantbot-54-169-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-2055584673,,,
