input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,final_url,cdn_name,cdn,tls_mismatched,csp_domains_,tls_subject_org_,tls_expired
*.carriersignal.info,,200,,carriersignal.info,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2021-12-29T11:28:47Z,2023-01-30T11:28:47Z,CN=*.carriersignal.info,*.carriersignal.info,carriersignal.info,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",c2801c89ee6ea554e00fbe0aa8783b4d,7e37b9bc5465e6a22d0cf6579bab37bfd897e801d8a61efd31f8793234b129b2,True,ctls,carriersignal.info,443,https://carriersignal.info:443,https,,text/plain,GET,52.38.114.247,/,-1840324437,52.38.114.247,,1,False,,,,,,,True
*.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128610,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,443,https://doubleclick.net:443,https,sffe,text/html,GET,142.250.186.46,/,708578229,2a00:1450:4001:810::200e,HTTP/3,2179,False,https://marketingplatform.google.com/about/enterprise/,,,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,
*.facebook.com,Facebook - log in or sign up,200,62853,www.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-25T00:00:00Z,2023-05-26T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,fe304b3a8b8248c4a74eb41a1236757b,3b2729d2a285989ec0c921854a781bf0af34596ff44f02a0ad9a745db01b0872,True,ctls,www.facebook.com,443,https://facebook.com:443,https,,text/html,GET,157.240.251.35,/,142313513,2a03:2880:f177:83:face:b00c:0:25de,HTTP/3,29,False,https://www.facebook.com/,,,,http://localhost:3103,"Meta Platforms, Inc.",
*.fb.com,Facebook - log in or sign up,200,58529,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-25T00:00:00Z,2023-05-26T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,fe304b3a8b8248c4a74eb41a1236757b,3b2729d2a285989ec0c921854a781bf0af34596ff44f02a0ad9a745db01b0872,True,ctls,m.facebook.com,443,https://fb.com:443,https,,text/html,GET,157.240.252.35,/,142313513,2a03:2880:f177:83:face:b00c:0:25de,HTTP/3,20,False,https://m.facebook.com/,,,,wss://gateway.facebook.com,"Meta Platforms, Inc.",
*.fbcdn.net,Redirecting...,200,848,www.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-25T00:00:00Z,2023-05-26T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,fe304b3a8b8248c4a74eb41a1236757b,3b2729d2a285989ec0c921854a781bf0af34596ff44f02a0ad9a745db01b0872,True,ctls,www.facebook.com,443,https://fbcdn.net:443,https,,text/html,GET,31.13.81.36,/,-1668179282,2a03:2880:f116:83:face:b00c:0:25de,HTTP/3,4,False,https://www.facebook.com/,,,,url=https://m.facebook.com/?_rdr,"Meta Platforms, Inc.",
*.giphy.com,GIPHY - Be Animated,200,16199,giphy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-29T22:27:14Z,2023-12-31T22:27:13Z,CN=giphy.com,giphy.com,www.giphy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,abbe03d402fc564a91d813d208efb573,0b90433de6d90a7b8075ee48e9735213c0c8b4dea1784dde46d53642ab4d595e,,ctls,giphy.com,443,https://giphy.com:443,https,nginx,text/html,GET,151.101.1.185,/,175346534,151.101.65.185,Varnish,308,False,,fastly,True,,,,
*.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,443,https://google-analytics.com:443,https,sffe,text/html,GET,142.250.186.100,/,302920777,2a00:1450:4001:80b::2004,HTTP/3,1831,False,https://marketingplatform.google.com/about/analytics/,,,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,
*.google.com,Google,200,213243,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,443,https://google.com:443,https,gws,text/html,GET,142.250.185.206,/,708578229,2a00:1450:4001:810::200e,HTTP/3,143,False,https://www.google.com/,,,,https://csp.withgoogle.com/csp/gws/other-hp,,
*.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,True,ctls,www.gstatic.com,443,https://gstatic.com:443,https,sffe,text/html,GET,142.250.186.163,/,302920777,2a00:1450:4001:812::2003,HTTP/3,12,False,https://www.gstatic.com/,,,,,,
*.tenor.co,Tenor GIF Keyboard - Bring Personality To Your Conversations,200,342263,tenor.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-30T21:42:19Z,2023-10-01T21:42:18Z,CN=tenor.com,tenor.com,tenor.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,ebf3adac442f231c1ade3f75bb423513,189d051b0d0e65d460dc64df9f369504a30cd53383fc6f2e7d97382c1fe0e560,,ctls,tenor.com,443,https://tenor.co:443,https,,text/html,GET,151.101.66.217,/,-446793542,151.101.2.217,Varnish,4,False,https://tenor.com/,fastly,True,,https://www.gstatic.com/recaptcha/,,
*.whatsapp.net,WhatsApp,200,242743,www.whatsapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-25T00:00:00Z,2023-05-26T23:59:59Z,"CN=*.whatsapp.net, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.whatsapp.net,whatsapp.net,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,d2e4702e828cd5c617c0e253701d8923,1e8d2d1a8c4b72ec81a46ebff2f9977168293d0bbd726e10d930fdd07044db62,True,ctls,www.whatsapp.com,443,https://whatsapp.net:443,https,,text/html,GET,157.240.253.60,/,1735289686,2a03:2880:f276:cd:face:b00c:0:167,HTTP/3,32,False,https://www.whatsapp.com/,,,True,*.fbcdn.net,"Meta Platforms, Inc.",
0000002.odoo.com,Activate your database,200,1481,0000002.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,0000002.odoo.com,443,https://0000002.odoo.com:443,https,nginx,text/html,GET,35.200.234.64,/,,35.200.234.64,Nginx,30,False,https://0000002.odoo.com/_activate_your_database/0000002,google,True,,,,
0000003.odoo.com,Activate your database,200,1481,0000003.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,0000003.odoo.com,443,https://0000003.odoo.com:443,https,nginx,text/html,GET,141.94.74.5,/,-1437613973,141.94.74.5,Nginx,30,False,https://0000003.odoo.com/_activate_your_database/0000003,,,,,,
0c26f403.odoo-iot.test.odoo.com,Typo | Odoo,200,41554,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://0c26f403.odoo-iot.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,1111524700,35.187.65.6,Python,591,False,https://www.test.odoo.com/typo?domain=0c26f403.odoo-iot.test.odoo.com&autodbname=0c26f403&hosting=tt1.test.odoo.com,google,True,,,,
1-courier2.runbot50.odoo.com,Typo | Odoo,200,42014,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,443,https://1-courier2.runbot50.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,715887238,141.94.74.34,Python,596,False,https://www.odoo.com/typo?domain=1-courier2.runbot50.odoo.com&autodbname=1-courier2&hosting=eu177a.odoo.com,,,,,,
1-courier2.test.odoo.com,Typo | Odoo,200,41125,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://1-courier2.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,1514137983,35.187.65.6,Python,589,False,https://www.test.odoo.com/typo?domain=1-courier2.test.odoo.com&autodbname=1-courier2&hosting=tt1.test.odoo.com,google,True,,,,
1-inc.runbot50.odoo.com,Typo | Odoo,200,41804,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,443,https://1-inc.runbot50.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,1914513379,141.94.74.34,Python,596,False,https://www.odoo.com/typo?domain=1-inc.runbot50.odoo.com&autodbname=1-inc&hosting=eu177a.odoo.com,,,,,,
1-inc.test.odoo.com,Typo | Odoo,200,41263,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://1-inc.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,143075452,35.187.65.6,Python,591,False,https://www.test.odoo.com/typo?domain=1-inc.test.odoo.com&autodbname=1-inc&hosting=tt1.test.odoo.com,google,True,,,,
1-vl-21.runbot183.odoo.com,404 Not Found,404,555,1-vl-21.runbot183.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T11:45:38Z,2023-06-16T11:45:37Z,CN=*.runbot183.odoo.com,*.runbot183.odoo.com,runbot183.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4c9c2f808b25840a6532b40be6c54849,8ae90d0a3f9bea041a197bad142a022d73eacb3c870919de7b6a799811c2bc86,True,ctls,1-vl-21.runbot183.odoo.com,443,https://1-vl-21.runbot183.odoo.com:443,https,nginx,text/html,GET,141.94.74.20,/,-1523547558,141.94.74.20,Nginx,14,False,,,,,,,
1-vl-21.runbot50.odoo.com,Typo | Odoo,200,41853,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,443,https://1-vl-21.runbot50.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,-1325405595,141.94.74.34,Python,596,False,https://www.odoo.com/typo?domain=1-vl-21.runbot50.odoo.com&autodbname=1-vl-21&hosting=eu177a.odoo.com,,,,,,
1-vl-21.test.odoo.com,Typo | Odoo,200,41299,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://1-vl-21.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,2146460276,35.187.65.6,Python,591,False,https://www.test.odoo.com/typo?domain=1-vl-21.test.odoo.com&autodbname=1-vl-21&hosting=tt1.test.odoo.com,google,True,,,,
108-80.test.odoo.com,Typo | Odoo,200,40965,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://108-80.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,-1922810056,35.187.65.6,Python,589,False,https://www.test.odoo.com/typo?domain=108-80.test.odoo.com&autodbname=108-80&hosting=tt1.test.odoo.com,google,True,,,,
1120iddyaloffrecad.odoo.com,Database not available,403,1079,1120iddyaloffrecad.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,1120iddyaloffrecad.odoo.com,443,https://1120iddyaloffrecad.odoo.com:443,https,nginx,text/html,GET,141.95.203.49,/,1670094159,141.95.203.49,Nginx,26,False,,,,,,,
112d.test.odoo.com,Typo | Odoo,200,41223,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://112d.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,-1551763514,35.187.65.6,Python,591,False,https://www.test.odoo.com/typo?domain=112d.test.odoo.com&autodbname=112d&hosting=tt1.test.odoo.com,google,True,,,,
113-106-53.test.odoo.com,Typo | Odoo,200,41090,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://113-106-53.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,-198299435,35.187.65.6,Python,589,False,https://www.test.odoo.com/typo?domain=113-106-53.test.odoo.com&autodbname=113-106-53&hosting=tt1.test.odoo.com,google,True,,,,
155-9-182-66.runbot50.odoo.com,Typo | Odoo,200,42086,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,443,https://155-9-182-66.runbot50.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,-1044225430,141.94.74.34,Python,596,False,https://www.odoo.com/typo?domain=155-9-182-66.runbot50.odoo.com&autodbname=155-9-182-66&hosting=eu177a.odoo.com,,,,,,
155-9-182-66.test.odoo.com,Typo | Odoo,200,41170,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://155-9-182-66.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,-694555532,35.187.65.6,Python,589,False,https://www.test.odoo.com/typo?domain=155-9-182-66.test.odoo.com&autodbname=155-9-182-66&hosting=tt1.test.odoo.com,google,True,,,,
155-9-182-77.test.odoo.com,Typo | Odoo,200,41170,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://155-9-182-77.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,1118578351,35.187.65.6,Python,589,False,https://www.test.odoo.com/typo?domain=155-9-182-77.test.odoo.com&autodbname=155-9-182-77&hosting=tt1.test.odoo.com,google,True,,,,
155-9-184-4.test.odoo.com,Typo | Odoo,200,41424,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://155-9-184-4.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,651674290,35.187.65.6,Python,591,False,https://www.test.odoo.com/typo?domain=155-9-184-4.test.odoo.com&autodbname=155-9-184-4&hosting=tt1.test.odoo.com,google,True,,,,
155-9-185-68.runbot183.odoo.com,404 Not Found,404,555,155-9-185-68.runbot183.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T11:45:38Z,2023-06-16T11:45:37Z,CN=*.runbot183.odoo.com,*.runbot183.odoo.com,runbot183.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4c9c2f808b25840a6532b40be6c54849,8ae90d0a3f9bea041a197bad142a022d73eacb3c870919de7b6a799811c2bc86,True,ctls,155-9-185-68.runbot183.odoo.com,443,https://155-9-185-68.runbot183.odoo.com:443,https,nginx,text/html,GET,141.94.74.20,/,-1523547558,141.94.74.20,Nginx,14,False,,,,,,,
155-9-185-68.test.odoo.com,Typo | Odoo,200,41543,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://155-9-185-68.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,-1397784447,35.187.65.6,Python,591,False,https://www.test.odoo.com/typo?domain=155-9-185-68.test.odoo.com&autodbname=155-9-185-68&hosting=tt1.test.odoo.com,google,True,,,,
155-9-202-7.test.odoo.com,Typo | Odoo,200,41165,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://155-9-202-7.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,1138372511,35.187.65.6,Python,589,False,https://www.test.odoo.com/typo?domain=155-9-202-7.test.odoo.com&autodbname=155-9-202-7&hosting=tt1.test.odoo.com,google,True,,,,
155-9-202-92.runbot181.odoo.com,404 Not Found,404,555,155-9-202-92.runbot181.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T11:47:25Z,2023-06-16T11:47:24Z,CN=*.runbot181.odoo.com,*.runbot181.odoo.com,runbot181.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,977fdb74fa3d1cafbe088c76f7b9b3c0,32059cc1d7113b71bcc111a1275f7a0c7b9cc119ede222f4bf585982feb08dbf,True,ctls,155-9-202-92.runbot181.odoo.com,443,https://155-9-202-92.runbot181.odoo.com:443,https,nginx,text/html,GET,51.210.214.189,/,-1523547558,51.210.214.189,Nginx,14,False,,,,,,,
155-9-202-92.runbot50.odoo.com,Typo | Odoo,200,42490,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,443,https://155-9-202-92.runbot50.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,887820838,141.94.74.34,Python,600,False,https://www.odoo.com/typo?domain=155-9-202-92.runbot50.odoo.com&autodbname=155-9-202-92&hosting=eu177a.odoo.com,,,,,,
155-9-202-92.test.odoo.com,Typo | Odoo,200,41170,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://155-9-202-92.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,1206659354,35.187.65.6,Python,589,False,https://www.test.odoo.com/typo?domain=155-9-202-92.test.odoo.com&autodbname=155-9-202-92&hosting=tt1.test.odoo.com,google,True,,,,
155-9-203-49.test.odoo.com,Typo | Odoo,200,41543,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,443,https://155-9-203-49.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,-1149696361,35.187.65.6,Python,591,False,https://www.test.odoo.com/typo?domain=155-9-203-49.test.odoo.com&autodbname=155-9-203-49&hosting=tt1.test.odoo.com,google,True,,,,
155-9-212-16.runbot50.odoo.com,Typo | Odoo,200,42063,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,443,https://155-9-212-16.runbot50.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,206944244,141.94.74.34,Python,596,False,https://www.odoo.com/typo?domain=155-9-212-16.runbot50.odoo.com&autodbname=155-9-212-16&hosting=eu177a.odoo.com,,,,,,
