input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url
accounts-api-staging.lcx.com,,404,34,accounts-api-staging.lcx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=lcx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",lcx.com,"Cloudflare, Inc.",lcx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b0705130630b93dfa1608d7b2b11ceb9,6c1493b97c1ffcaa02c424d14d06b5a75611d02d7818b86de0a1315dd6eaf563,True,ctls,accounts-api-staging.lcx.com,cloudflare,443,https://accounts-api-staging.lcx.com:443,https,cloudflare,application/json,GET,104.22.2.151,/,-1390378778,2606:4700:10::6816:397,HSTS,1,False,True,,
accounts-api.lcx.com,,404,34,accounts-api.lcx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=lcx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",lcx.com,"Cloudflare, Inc.",lcx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b0705130630b93dfa1608d7b2b11ceb9,6c1493b97c1ffcaa02c424d14d06b5a75611d02d7818b86de0a1315dd6eaf563,True,ctls,accounts-api.lcx.com,cloudflare,443,https://accounts-api.lcx.com:443,https,cloudflare,application/json,GET,104.22.2.151,/,-1390378778,2606:4700:10::6816:397,HSTS,1,False,True,,
admin.lcx.com,Sign in ・ Cloudflare Access,200,28669,tech-lcx.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,tech-lcx.cloudflareaccess.com,cloudflare,443,https://admin.lcx.com:443,https,cloudflare,text/html,GET,104.22.3.151,/,-1959406210,2606:4700:10::6816:397,HSTS,79,False,True,https:,https://tech-lcx.cloudflareaccess.com/cdn-cgi/access/login/admin.lcx.com?kid=cefbb67dfa1baa48ffc19434ab8814518aa760d6cdd806131a045204fed301ec&redirect_url=%2F&meta=eyJraWQiOiI5MjEwNjcxYzEyZTBiZjVkOWJkMmQwZjFiMDk0MjY3MDA3NDY0MjliYmI5MDkzYTQ3YWVlZTY0ODQ2YTk5NTc3IiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NzE0MTQ0OCwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImNlZmJiNjdkZmExYmFhNDhmZmMxOTQzNGFiODgxNDUxOGFhNzYwZDZjZGQ4MDYxMzFhMDQ1MjA0ZmVkMzAxZWMiLCJob3N0bmFtZSI6ImFkbWluLmxjeC5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiZTVhMjNiOWVmYzMzODQyYWE3NDhiNGU1NjYwMjQ3Yzc0MGY0ZmUxMjhhNjkwMTUxYWYzN2FlZGZhYTlmMjllZiIsIm5iZiI6MTY4NzE0MTQ0OCwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.KVIjFDD1zDRdvE8997LIdAVxiEO9OYdyd0AcWVP-ttTUT_8gulBqDeza6pH01OLOP8Y8p5e9yTJXspH3r-cFI-Mpf7BOhVFwsRLXm06Nar5CE1qLQ8NesCKafg9JuokItosn_ccFwi5s44aPlS-b3FhjFph1QV-uqQtYUI-BJ7mjiYxBfMR6tiEmLSgPIwbJaftxDWljRKLk7AgeooFrOEUrcOksluZnRbXnkloAhEN5ApeYAsMTt3vLMqaBvEcsqF6b_kPP9lqiWwo-dveTMqQey5jcOan1uzgfXXS7xGnuNfEUQ3vAlmVJfK3MCV7CJEoU12NExcWkOdfS8gifkQ
email.lcx.com,LCX AG,200,5101,email.lcx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=lcx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",lcx.com,"Cloudflare, Inc.",lcx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b0705130630b93dfa1608d7b2b11ceb9,6c1493b97c1ffcaa02c424d14d06b5a75611d02d7818b86de0a1315dd6eaf563,True,ctls,email.lcx.com,cloudflare,443,https://email.lcx.com:443,https,cloudflare,text/html,GET,104.22.3.151,/,1514968008,2606:4700:10::6816:297,PHP,79,False,True,,
exchange-api.lcx.com,,200,60,exchange-api.lcx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=lcx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",lcx.com,"Cloudflare, Inc.",lcx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b0705130630b93dfa1608d7b2b11ceb9,6c1493b97c1ffcaa02c424d14d06b5a75611d02d7818b86de0a1315dd6eaf563,True,ctls,exchange-api.lcx.com,cloudflare,443,https://exchange-api.lcx.com:443,https,cloudflare,application/json,GET,172.67.13.29,/,-429073533,2606:4700:10::ac43:d1d,HSTS,1,False,True,,
exchange.lcx.com,LCX Exchange,200,3482,exchange.lcx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=lcx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",lcx.com,"Cloudflare, Inc.",lcx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b0705130630b93dfa1608d7b2b11ceb9,6c1493b97c1ffcaa02c424d14d06b5a75611d02d7818b86de0a1315dd6eaf563,True,ctls,exchange.lcx.com,cloudflare,443,https://exchange.lcx.com:443,https,cloudflare,text/html,GET,104.22.3.151,/,-1013771914,2606:4700:10::6816:397,Font Awesome,1,False,True,,
mm.lcx.com,LCX Bots,200,3722,mm.lcx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=lcx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",lcx.com,"Cloudflare, Inc.",lcx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b0705130630b93dfa1608d7b2b11ceb9,6c1493b97c1ffcaa02c424d14d06b5a75611d02d7818b86de0a1315dd6eaf563,True,ctls,mm.lcx.com,cloudflare,443,https://mm.lcx.com:443,https,cloudflare,text/html,GET,172.67.13.29,/,-254193850,2606:4700:10::ac43:d1d,React,1,False,True,,
mm2.lcx.com,LCX Bots,200,3722,mm2.lcx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=lcx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",lcx.com,"Cloudflare, Inc.",lcx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b0705130630b93dfa1608d7b2b11ceb9,6c1493b97c1ffcaa02c424d14d06b5a75611d02d7818b86de0a1315dd6eaf563,True,ctls,mm2.lcx.com,cloudflare,443,https://mm2.lcx.com:443,https,cloudflare,text/html,GET,172.67.13.29,/,-254193850,2606:4700:10::6816:297,React,1,False,True,,
mm3.lcx.com,LCX Bots,200,4302,mm3.lcx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=lcx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",lcx.com,"Cloudflare, Inc.",lcx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b0705130630b93dfa1608d7b2b11ceb9,6c1493b97c1ffcaa02c424d14d06b5a75611d02d7818b86de0a1315dd6eaf563,True,ctls,mm3.lcx.com,cloudflare,443,https://mm3.lcx.com:443,https,cloudflare,text/html,GET,104.22.3.151,/,-254193850,2606:4700:10::6816:297,React,1,False,True,,
rp.lcx.com,Error,404,1324,rp.lcx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=lcx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",lcx.com,"Cloudflare, Inc.",lcx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b0705130630b93dfa1608d7b2b11ceb9,6c1493b97c1ffcaa02c424d14d06b5a75611d02d7818b86de0a1315dd6eaf563,True,ctls,rp.lcx.com,cloudflare,443,https://rp.lcx.com:443,https,cloudflare,text/html,GET,104.22.2.151,/,1593207841,2606:4700:10::6816:397,HSTS,11,False,True,,
shop.lcx.com,"LCX Merchandise Storee
– LCX.com",200,172582,shop.lcx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T02:28:59Z,2023-08-16T02:28:58Z,CN=shop.lcx.com,shop.lcx.com,,shop.lcx.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c230616916f044b0a1c3cf6754ebe856,c6373a0aab862218e08ae0768b8eca57a7a2146c40f51ad13ba3490594874800,,ctls,shop.lcx.com,,443,https://shop.lcx.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,3731,False,,,
