new,host,ttl,a,aaaa,soa,status_code,cname,mx,ns,txt,caa
[x],stats.azureedge.net,1800,,2606:2800:133:206e:1315:22a5:2006:24fd,"{'name': 'wpc.v0cdn.net', 'ns': 'ns1.v0cdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1609952856, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}, {'name': 'wpc.v0cdn.net', 'ns': 'ns1.v0cdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1609952856, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}",NOERROR,"stats.ec.azureedge.net, cs9.wpc.v0cdn.net",,,,
[x],storage.azureedge.net,1800,13.107.246.45,2620:1ec:29:1::45,"{'name': 't-msedge.net', 'ns': 'ns1.t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2017103101, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 't-msedge.net', 'ns': 'ns1.t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2017103101, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 't-msedge.net', 'ns': 'ns1.t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2017103101, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 't-msedge.net', 'ns': 'ns1.t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2017103101, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}",NOERROR,"storage.afd.azureedge.net, reserved-p01.afd.azureedge.net, star-t-p.trafficmanager.net, shed.dual-low.s-part-0017.t-0009.t-msedge.net, s-part-0017.t-0009.t-msedge.net, azurefd-t-fb-prod.trafficmanager.net, dual.s-part-0017.t-0009.fb-t-msedge.net, s-part-0017.t-0009.fb-t-msedge.net, shed.dual-low.s-part-0032.t-0009.t-msedge.net, s-part-0032.t-0009.t-msedge.net, shed.dual-low.s-part-0012.t-0009.t-msedge.net, s-part-0012.t-0009.t-msedge.net",,,,
[x],temp.azureedge.net,1386,152.199.19.161,2606:2800:11f:17a5:191a:18d5:537:22f9,"{'name': 'wpc.v0cdn.net', 'ns': 'ns1.v0cdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1609952856, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}, {'name': 'wpc.v0cdn.net', 'ns': 'ns1.v0cdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1609952856, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}, {'name': 'wpc.v0cdn.net', 'ns': 'ns1.v0cdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1609952856, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}",NOERROR,"temp.ec.azureedge.net, cs9.wpc.v0cdn.net",,,,
[x],vpn.azureedge.net,447,152.199.19.161,,"{'name': 'wpc.v0cdn.net', 'ns': 'ns1.v0cdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1609952856, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}",NOERROR,"vpn.ec.azureedge.net, cs9.wpc.v0cdn.net",,,,
[x],wordpress.azureedge.net,1800,152.199.21.175,,"{'name': 'wpc.psicdn.net', 'ns': 'ns1.psicdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1727170749, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}, {'name': 'wpc.psicdn.net', 'ns': 'ns1.psicdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1727170749, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}",NOERROR,"wordpress.ec.azureedge.net, scdn1c9cf.wpc.b4b10.psicdn.net, sni1gl.wpc.psicdn.net",,,,
[x],wp.azureedge.net,1800,152.199.19.161,2606:2800:133:206e:1315:22a5:2006:24fd,"{'name': 'wpc.v0cdn.net', 'ns': 'ns1.v0cdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1609952856, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}, {'name': 'wpc.v0cdn.net', 'ns': 'ns1.v0cdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1609952856, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}, {'name': 'wpc.v0cdn.net', 'ns': 'ns1.v0cdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1609952856, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}, {'name': 'wpc.v0cdn.net', 'ns': 'ns1.v0cdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1609952856, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}",NOERROR,"wp.ec.azureedge.net, cs9.wpc.v0cdn.net",,,,
[x],www1.azureedge.net,1800,152.199.21.175,2606:2800:233:1cb7:261b:1f9c:2074:3c,"{'name': 'wpc.sigmacdn.net', 'ns': 'ns1.sigmacdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1724787213, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}, {'name': 'wpc.sigmacdn.net', 'ns': 'ns1.sigmacdn.net', 'mailbox': 'noc.edgecast.com', 'serial': 1724787213, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 600}",NOERROR,"www1.ec.azureedge.net, scdn1874b.wpc.c0550.sigmacdn.net, sni1gl.wpc.sigmacdn.net",,,,
,autoconfig.codeigniter.com,300,198.54.122.136,,"{'name': 'privateemail.com', 'ns': 'edns.registrar-servers.com', 'mailbox': 'support.namecheap.com', 'serial': 1723643315, 'refresh': 43200, 'retry': 3600, 'expire': 1209601, 'minttl': 3601}",NOERROR,privateemail.com,,"edns3.registrar-servers.com, edns4.ultradns.biz, edns4.ultradns.org, edns4.ultradns.com, edns4.registrar-servers.com, edns2.registrar-servers.com, edns1.registrar-servers.com, edns4.ultradns.net","v=spf1 include:spf.privateemail.com ip4:199.193.7.33/32 -all, google-site-verification=PfY0lyNaWDFXDYY1LJnJVtqDTuwBAKPfPu0brQdnUYA, google-site-verification=U7HaXt95Ldm2wLdsiC78Pe9SJzW65QiA2Hdo63hdjAI","sectigo.com, mailto:pe@namecheap.com"
,autodiscover.codeigniter.com,300,198.54.122.136,,"{'name': 'privateemail.com', 'ns': 'edns.registrar-servers.com', 'mailbox': 'support.namecheap.com', 'serial': 1723643315, 'refresh': 43200, 'retry': 3600, 'expire': 1209601, 'minttl': 3601}, {'name': 'privateemail.com', 'ns': 'edns.registrar-servers.com', 'mailbox': 'support.namecheap.com', 'serial': 1723643315, 'refresh': 43200, 'retry': 3600, 'expire': 1209601, 'minttl': 3601}",NOERROR,privateemail.com,"mx2.privateemail.com, mx1.privateemail.com","edns3.registrar-servers.com, edns4.ultradns.biz, edns1.registrar-servers.com, edns4.ultradns.com, edns4.ultradns.net, edns2.registrar-servers.com, edns4.registrar-servers.com, edns4.ultradns.org","google-site-verification=PfY0lyNaWDFXDYY1LJnJVtqDTuwBAKPfPu0brQdnUYA, v=spf1 include:spf.privateemail.com ip4:199.193.7.33/32 -all, google-site-verification=U7HaXt95Ldm2wLdsiC78Pe9SJzW65QiA2Hdo63hdjAI","mailto:pe@namecheap.com, sectigo.com"
,forum.codeigniter.com,300,"188.114.97.3, 188.114.96.3","2a06:98c1:3120::3, 2a06:98c1:3121::3","{'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,mail.codeigniter.com,300,198.54.122.136,,"{'name': 'privateemail.com', 'ns': 'edns.registrar-servers.com', 'mailbox': 'support.namecheap.com', 'serial': 1723643315, 'refresh': 43200, 'retry': 3600, 'expire': 1209601, 'minttl': 3601}, {'name': 'privateemail.com', 'ns': 'edns.registrar-servers.com', 'mailbox': 'support.namecheap.com', 'serial': 1723643315, 'refresh': 43200, 'retry': 3600, 'expire': 1209601, 'minttl': 3601}",NOERROR,privateemail.com,"mx2.privateemail.com, mx1.privateemail.com",,"google-site-verification=PfY0lyNaWDFXDYY1LJnJVtqDTuwBAKPfPu0brQdnUYA, google-site-verification=U7HaXt95Ldm2wLdsiC78Pe9SJzW65QiA2Hdo63hdjAI, v=spf1 include:spf.privateemail.com ip4:199.193.7.33/32 -all","sectigo.com, mailto:pe@namecheap.com"
,queue.codeigniter.com,300,"188.114.96.11, 188.114.97.11",,"{'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,settings.codeigniter.com,300,"104.21.35.74, 172.67.215.181","2a06:98c1:3120::3, 2a06:98c1:3121::3","{'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,shield.codeigniter.com,300,"104.21.35.74, 172.67.215.181","2a06:98c1:3121::3, 2a06:98c1:3120::3","{'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,tasks.codeigniter.com,300,"188.114.97.3, 188.114.96.3",,"{'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,www.codeigniter.com,300,"188.114.96.11, 188.114.97.11","2606:4700:3033::6815:234a, 2606:4700:3032::ac43:d7b5","{'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codeigniter.com', 'ns': 'albert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352848123, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
