http://0kdgns-comnetoungmoney-admin6.build.acorns.com:80 ["301 Moved Permanently"] [null] [null] [null] ["52.85.92.70"] [null] ["CloudFront"] [null] ["52.85.92.70","52.85.92.18","52.85.92.121","52.85.92.102"];
http://2018.kuleuven.app.acorns.com:80 [null] [null] [null] [null] ["13.226.175.26"] [null] ["AmazonS3"] [null] ["13.226.175.26","13.226.175.113","13.226.175.103","13.226.175.78"];
http://2018.vstar-portfolio.app.acorns.com:80 [null] [null] [null] [null] ["108.138.189.29"] [null] ["AmazonS3"] [null] ["108.138.189.29","108.138.189.101","108.138.189.55","108.138.189.69"];
http://20180kdgns-comnetoungmoney-admin6.build.acorns.com:80 ["301 Moved Permanently"] [null] [null] [null] ["108.138.199.52"] [null] ["CloudFront"] [null] ["108.138.199.52","108.138.199.48","108.138.199.39","108.138.199.123"];
http://2018acceptatieoge.app.acorns.com:80 [null] [null] [null] [null] ["108.138.189.29"] [null] ["AmazonS3"] [null] ["108.138.189.29","108.138.189.55","108.138.189.101","108.138.189.69"];
http://2018accessfanaband-com56.build.acorns.com:80 ["301 Moved Permanently"] [null] [null] [null] ["108.138.199.48"] [null] ["CloudFront"] [null] ["108.138.199.48","108.138.199.39","108.138.199.52","108.138.199.123"];
http://2018assetsmoneyplan.a.build.acorns.com:80 ["301 Moved Permanently"] [null] [null] [null] ["108.138.199.48"] [null] ["CloudFront"] [null] ["108.138.199.48","108.138.199.123","108.138.199.52","108.138.199.39"];
http://2019-admin.app.acorns.com:80 [null] [null] [null] [null] ["18.66.122.104"] [null] ["AmazonS3"] [null] ["18.66.122.104","18.66.122.128","18.66.122.111","18.66.122.27"];
http://2019.acceptatie.umbc.app.acorns.com:80 [null] [null] [null] [null] ["108.138.189.69"] [null] ["AmazonS3"] [null] ["108.138.189.29","108.138.189.55","108.138.189.101","108.138.189.69"];
http://2019.norfolk.app.acorns.com:80 [null] [null] [null] [null] ["108.138.189.101"] [null] ["AmazonS3"] [null] ["108.138.189.101","108.138.189.55","108.138.189.69","108.138.189.29"];
http://2019.on.app.acorns.com:80 [null] [null] [null] [null] ["18.66.122.111"] [null] ["AmazonS3"] [null] ["18.66.122.111","18.66.122.128","18.66.122.104","18.66.122.27"];
http://2020-clemson.app.acorns.com:80 [null] [null] [null] [null] ["108.138.189.69"] [null] ["AmazonS3"] [null] ["108.138.189.29","108.138.189.101","108.138.189.69","108.138.189.55"];
http://2020.rochester.app.acorns.com:80 [null] [null] [null] [null] ["108.138.189.29"] [null] ["AmazonS3"] [null] ["108.138.189.29","108.138.189.55","108.138.189.69","108.138.189.101"];
http://2020.toledo.app.acorns.com:80 [null] [null] [null] [null] ["18.66.122.128"] [null] ["AmazonS3"] [null] ["18.66.122.128","18.66.122.27","18.66.122.104","18.66.122.111"];
http://2021-accessfanaband-com56.build.acorns.com:80 ["301 Moved Permanently"] [null] [null] [null] ["18.66.147.45"] [null] ["CloudFront"] [null] ["18.66.147.45","18.66.147.62","18.66.147.94","18.66.147.88"];
http://2021-accountstoney-appsttyk86.build.acorns.com:80 ["301 Moved Permanently"] [null] [null] [null] ["18.66.147.88"] [null] ["CloudFront"] [null] ["18.66.147.88","18.66.147.94","18.66.147.45","18.66.147.62"];
