new,host,ttl,soa,status_code,a,ns,aaaa,mx,txt,caa,cname
[x],account-api.protonvpn.ch,1200,"{'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}, {'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}, {'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}, {'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}, {'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}, {'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}",NOERROR,185.159.159.170,,,,,,api.protonvpn.ch
[x],account-api.protonvpn.com,300,"{'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,185.159.159.145,,,,,,
[x],account.protonvpn.com,300,"{'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,185.159.159.143,,,,,,
[x],api.protonvpn.ch,1200,"{'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}, {'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}, {'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}, {'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}, {'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}, {'name': 'protonvpn.ch', 'ns': 'ns1.protonvpn.ch', 'mailbox': 'support.protonmail.ch', 'serial': 2405231476, 'refresh': 1200, 'retry': 144, 'expire': 1814400, 'minttl': 300}",NOERROR,185.159.159.170,,,,,,
[x],ch-301.protonvpn.com,1492,"{'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],de-994.protonvpn.com,300,"{'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],de-995.protonvpn.com,300,"{'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],de-996.protonvpn.com,300,"{'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],de-997.protonvpn.com,1800,"{'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],de-998.protonvpn.com,1007,"{'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'protonvpn.com', 'ns': 'mitch.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354959520, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
