input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_self_signed,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,cdn_name,cdn,tls_expired,location,csp_domains_
0bk7ogj0.stn100syd.ctr.sophos.com,,401,145,0bk7ogj0.stn100syd.ctr.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-16T23:59:59Z,CN=0bk7ogj0.stn100syd.ctr.sophos.com,0bk7ogj0.stn100syd.ctr.sophos.com,license-report-alt.stn100syd.ctr.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8f2d8f5d71d80c3f4ef688ac6fe6d43b,c5ceb3b8390514866388ac35215ba74b59465b7081f7236207219bdeeb9ddc29,ctls,0bk7ogj0.stn100syd.ctr.sophos.com,443,https://0bk7ogj0.stn100syd.ctr.sophos.com:443,https,,application/json,GET,54.153.138.191,/,1300401583,54.252.92.11,,1,False,,,,,,,,,,
0h5s59pg.cloudstation.us-west-2.qa.hydra.sophos.com,,401,145,0h5s59pg.cloudstation.us-west-2.qa.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-06-01T23:59:59Z,CN=0h5s59pg.cloudstation.us-west-2.qa.hydra.sophos.com,0h5s59pg.cloudstation.us-west-2.qa.hydra.sophos.com,template-store.cloudstation.us-west-2.qa.hydra.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f945e32bfb49e813ff4e24665465c70a,7956ffa7358252f8f19547e8a8d62ca41d52fc3f7a0badb56030f5f4073c1bab,ctls,0h5s59pg.cloudstation.us-west-2.qa.hydra.sophos.com,443,https://0h5s59pg.cloudstation.us-west-2.qa.hydra.sophos.com:443,https,,application/json,GET,44.227.163.69,/,1182206588,52.33.66.113,,1,False,,,,,,,,,,
0jas4ksb.cloudstation.eu-central-1.prod.hydra.sophos.com,Welcome to nginx!,200,615,0jas4ksb.cloudstation.eu-central-1.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-13T23:59:59Z,CN=0jas4ksb.cloudstation.eu-central-1.prod.hydra.sophos.com,0jas4ksb.cloudstation.eu-central-1.prod.hydra.sophos.com,fwcm-legacy-ui-cloudstation-eu-central-1.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,48cb371c74a89972401803849b225c33,bea318c04d8a0472df394dea7778bee0fac337ab435412b26304c643337cb2bc,ctls,0jas4ksb.cloudstation.eu-central-1.prod.hydra.sophos.com,443,https://0jas4ksb.cloudstation.eu-central-1.prod.hydra.sophos.com:443,https,nginx/1.23.4,text/html,GET,3.64.219.208,/,-238083600,18.195.83.251,Nginx:1.23.4,24,False,,,,,,,,,,
0lgfonnp.cloudhub.eu-west-1.dev.hydra.sophos.com,Sign in to your account,200,200418,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://0lgfonnp.cloudhub.eu-west-1.dev.hydra.sophos.com:443,https,,text/html,GET,52.30.77.40,/,-881931982,54.229.180.112,HSTS,174,False,,Microsoft Corporation,,https://login.microsoftonline.com/358a41ff-46d9-49d3-a297-370d894eae6a/oauth2/v2.0/authorize?response_type=code&client_id=8ff075d7-f59d-49d0-a083-30692aa335df&scope=openid%20profile%20https://graph.microsoft.com/User.Read%20https://graph.microsoft.com/Directory.Read.All&state=KIQWRr8jcmp5Fv9MX3M-Wu6Y886Q7UO4-EF88umoZ6A%3D&redirect_uri=https://0lgfonnp.cloudhub.eu-west-1.dev.hydra.sophos.com/login/oauth2/code/&nonce=kU2fq_xsbXS4J7ZBecKGsFCIcBH_oJDFKHT8L7OUUr0,,,,,,
132la7r0.cloudstation.us-east-2.prod.hydra.sophos.com,,401,145,132la7r0.cloudstation.us-east-2.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-05-02T23:59:59Z,CN=132la7r0.cloudstation.us-east-2.prod.hydra.sophos.com,132la7r0.cloudstation.us-east-2.prod.hydra.sophos.com,xdr-query-svc-cloudstation-us-east-2.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ac9069f62fdea9bb6243ba5005828512,e8913ba7e744261ed1d28cccf48ee52c510f9dde635aa033ebba4e66eb7bf34c,ctls,132la7r0.cloudstation.us-east-2.prod.hydra.sophos.com,443,https://132la7r0.cloudstation.us-east-2.prod.hydra.sophos.com:443,https,,application/json,GET,3.134.200.166,/,-1302763480,52.14.244.59,,1,False,,,,,,,,,,
19xon399.cloudstation.eu-west-1.inf.hydra.sophos.com,503 Service Temporarily Unavailable,503,564,19xon399.cloudstation.eu-west-1.inf.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-13T23:59:59Z,CN=19xon399.cloudstation.eu-west-1.inf.hydra.sophos.com,19xon399.cloudstation.eu-west-1.inf.hydra.sophos.com,fwcm-ms-demo.cloudstation.eu-west-1.inf.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,879a46409263546a97abf3e58722d545,bc4bda328ccf2f2404df3581d6d78e1ba300396627e24001722e0c083ac0520a,ctls,19xon399.cloudstation.eu-west-1.inf.hydra.sophos.com,443,https://19xon399.cloudstation.eu-west-1.inf.hydra.sophos.com:443,https,awselb/2.0,text/html,GET,108.128.192.165,/,2051366281,52.31.206.15,,13,False,,,,,,,,,,
1jwqo068-cloudhub-eu-west-1.qa.hydra.sophos.com,,404,121,1jwqo068-cloudhub-eu-west-1.qa.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-01-26T23:59:59Z,CN=1jwqo068-cloudhub-eu-west-1.qa.hydra.sophos.com,1jwqo068-cloudhub-eu-west-1.qa.hydra.sophos.com,informatica-adapter-cloudhub-eu-west-1.qa.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,406eace5dffbebf36ed60eeea0f0a28b,5e359a435178d33b729cd89bc133ad1b6d6cf348facf1a944feb27fac72e8c29,ctls,1jwqo068-cloudhub-eu-west-1.qa.hydra.sophos.com,443,https://1jwqo068-cloudhub-eu-west-1.qa.hydra.sophos.com:443,https,,application/json,GET,52.17.62.46,/,116323821,34.249.202.151,Spring,1,False,,,,,,,,,,
24v3bzt1.cloudhub.eu-west-1.qa.hydra.sophos.com,503 Service Temporarily Unavailable,503,564,24v3bzt1.cloudhub.eu-west-1.qa.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=24v3bzt1.cloudhub.eu-west-1.qa.hydra.sophos.com,24v3bzt1.cloudhub.eu-west-1.qa.hydra.sophos.com,test-aa-cert-cloudhub-eu-west-1.qa.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,898644b4a56db3de8faae748f2e5e874,5e0ac1c1e8f1eba988f7cd50103dbb702e39156d974b72bd189f645842f0ac71,ctls,24v3bzt1.cloudhub.eu-west-1.qa.hydra.sophos.com,443,https://24v3bzt1.cloudhub.eu-west-1.qa.hydra.sophos.com:443,https,awselb/2.0,text/html,GET,63.34.179.200,/,2051366281,108.128.174.227,,13,False,,,,,,,,,,
25ufhhvf.cloudstation.us-west-2.prod.hydra.sophos.com,,401,145,25ufhhvf.cloudstation.us-west-2.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=25ufhhvf.cloudstation.us-west-2.prod.hydra.sophos.com,25ufhhvf.cloudstation.us-west-2.prod.hydra.sophos.com,template-shim-cloudstation-us-west-2.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,19b50bcc5ebc8ac194a32f32c4087bdd,bf7829ab1f742846875f5f6b3ae9d38f39fbbf1c513c8b83d6b0544dd9a853c8,ctls,25ufhhvf.cloudstation.us-west-2.prod.hydra.sophos.com,443,https://25ufhhvf.cloudstation.us-west-2.prod.hydra.sophos.com:443,https,,application/json,GET,34.209.78.167,/,1086332605,44.240.160.171,,1,False,,,,,,,,,,
28dqzh31.cloudstation.us-west-2.prod.hydra.sophos.com,,401,145,28dqzh31.cloudstation.us-west-2.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-12-19T23:59:59Z,CN=28dqzh31.cloudstation.us-west-2.prod.hydra.sophos.com,28dqzh31.cloudstation.us-west-2.prod.hydra.sophos.com,ztna-config.cloudstation.us-west-2.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7321028e679dc149d56ebf0792c5280a,503629611df545782637106f3fd05de11049c7acc49492e81bc33727e8e66cc6,ctls,28dqzh31.cloudstation.us-west-2.prod.hydra.sophos.com,443,https://28dqzh31.cloudstation.us-west-2.prod.hydra.sophos.com:443,https,,application/json,GET,52.33.49.175,/,-1311863062,35.160.82.16,,1,False,,,,,,,,,,
