new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,txt,has_internal_ips,internal_ips,caa,mx
[x],ash2-adchooser-a13.proxy.brave.com,"18.66.112.126, 18.66.112.82, 18.66.112.15, 18.66.112.48","2600:9000:223f:5000:b:dfaf:7b40:93a1, 2600:9000:223f:f400:b:dfaf:7b40:93a1, 2600:9000:223f:dc00:b:dfaf:7b40:93a1, 2600:9000:223f:5400:b:dfaf:7b40:93a1, 2600:9000:223f:2e00:b:dfaf:7b40:93a1, 2600:9000:223f:ea00:b:dfaf:7b40:93a1, 2600:9000:223f:3a00:b:dfaf:7b40:93a1, 2600:9000:223f:1a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],basicattentiontoken.org,,,,,,NOERROR,True,fastly,"_globalsign-domain-verification=-dLoamn_W8k1SJs3XuoC2JQZYSqmsrjSq07J0B0nq9, _globalsign-domain-verification=KRYUAaIdI2Hm0sL3et24xMRZ1Z04xSIOipNqTFowDv, brave-ledger-verification=c852a0d276e78dca752854ff2ea98275ddff65544c44a6986cea1c8c0133f4f0, dkjs8arsp2feq5gqj2fuvc3g61, google-site-verification=E9Jw0j7mKEr_tQkXAWMhgZdiHOFk2SDBl72qdbwYJYk, v=spf1 include:_spf.google.com include:mail.zendesk.com -all",,,"mailto:security@brave.com, amazon.com, comodoca.com, digicert.com; cansignhttpexchanges=yes, globalsign.com, letsencrypt.org, pki.goog; cansignhttpexchanges=yes, sectigo.com",
[x],brave.com,"13.225.78.108, 13.225.78.106, 13.225.78.110, 13.225.78.129","2600:9000:21f3:c000:6:d0d2:780:93a1, 2600:9000:21f3:f200:6:d0d2:780:93a1, 2600:9000:21f3:c200:6:d0d2:780:93a1, 2600:9000:21f3:aa00:6:d0d2:780:93a1, 2600:9000:21f3:8800:6:d0d2:780:93a1, 2600:9000:21f3:a00:6:d0d2:780:93a1, 2600:9000:21f3:b200:6:d0d2:780:93a1, 2600:9000:21f3:3200:6:d0d2:780:93a1",,"chip.ns.cloudflare.com, dns.cloudflare.com","kim.ns.cloudflare.com, chip.ns.cloudflare.com",NOERROR,True,cloudfront,"_globalsign-domain-verification=HCquRZirWbyRekkdrNfZdytgWf8BuwrRiQbTsM9TFN, _globalsign-domain-verification=L_gCJjCp8BmJQV8Dw1zuHUrMXgEBInKkweJ0NqFGSE, _globalsign-domain-verification=T5-VK7xTMEy-qPcEnJL4pGgOKcJJ4dyplGYsa3tDRD, _globalsign-domain-verification=UbfLvOxB4YxGqIP0dqyuXLAyLpMoDPIdmaSah5FcWG, _globalsign-domain-verification=WGzMAqWI13UY476xZnkBgLT3F7tQHWObKP9h9vLm15, brave-ledger-verification=fea1b86c84e90d36b577216805e316e1a073678b1fda846a9b6b5c991fc99c6d, docusign=d29b5a86-240e-4695-bda6-40fac836d1ff, globalsign-domain-verification=-Q7umwx2mj164XwLa0PsoUaWe2HBhta50GjggsT98f, google-site-verification=ZwvN7sFdASQRA2TVqpPkgIsRY0nxP1AhNevNKduButY, google-site-verification=qCUm0RLRhkgxnrgi45s_KzIUZNq4hz5loVwh-R50iC8, hns-claim:aakdai3ypqcte6d7zzcpedduonetpg67lfap4fckaeaaaaaaaaaklzaororjdpl6qzexi75h7ofhv447lownw5btzuxvs4ibaaaaasi72t4a, mongodb-site-verification=R4d5ZTaweerkuQdcFvHhIt4Lb7qnpno0, stripe-verification=abaf8277692b579a36980f8bce5c0e666d01940029ff29b49275347ad8dd9ccf, v=spf1 include:_netblocks.google.com include:_netblocks2.google.com include:_netblocks3.google.com include:mail.zendesk.com include:mg-spf.greenhouse.io include:sendgrid.net include:amazonses.com -all",,,"digicert.com; cansignhttpexchanges=yes, comodoca.com, globalsign.com, sectigo.com, amazon.com, mailto:security@brave.com, pki.goog; cansignhttpexchanges=yes, letsencrypt.org","aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com"
[x],oapen.proxy.brave.com,"13.32.145.51, 13.32.145.2, 13.32.145.9, 13.32.145.116","2600:9000:223f:de00:b:dfaf:7b40:93a1, 2600:9000:223f:e800:b:dfaf:7b40:93a1, 2600:9000:223f:2e00:b:dfaf:7b40:93a1, 2600:9000:223f:4e00:b:dfaf:7b40:93a1, 2600:9000:223f:6600:b:dfaf:7b40:93a1, 2600:9000:223f:600:b:dfaf:7b40:93a1, 2600:9000:223f:2000:b:dfaf:7b40:93a1, 2600:9000:223f:8000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],pop-bskyb.proxy.brave.com,"13.32.145.2, 13.32.145.51, 13.32.145.116, 13.32.145.9","2600:9000:2487:2800:b:dfaf:7b40:93a1, 2600:9000:2487:600:b:dfaf:7b40:93a1, 2600:9000:2487:a000:b:dfaf:7b40:93a1, 2600:9000:2487:2a00:b:dfaf:7b40:93a1, 2600:9000:2487:fe00:b:dfaf:7b40:93a1, 2600:9000:2487:ac00:b:dfaf:7b40:93a1, 2600:9000:2487:ca00:b:dfaf:7b40:93a1, 2600:9000:2487:5600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],pubmmr-zpx53rdrcu3hibmr.proxy.brave.com,"108.138.217.26, 108.138.217.52, 108.138.217.84, 108.138.217.34","2600:9000:20e1:6600:b:dfaf:7b40:93a1, 2600:9000:20e1:c800:b:dfaf:7b40:93a1, 2600:9000:20e1:8600:b:dfaf:7b40:93a1, 2600:9000:20e1:f400:b:dfaf:7b40:93a1, 2600:9000:20e1:200:b:dfaf:7b40:93a1, 2600:9000:20e1:d200:b:dfaf:7b40:93a1, 2600:9000:20e1:2200:b:dfaf:7b40:93a1, 2600:9000:20e1:5000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],recronklang.proxy.brave.com,"18.66.112.15, 18.66.112.126, 18.66.112.82, 18.66.112.48","2600:9000:223f:a600:b:dfaf:7b40:93a1, 2600:9000:223f:8000:b:dfaf:7b40:93a1, 2600:9000:223f:5200:b:dfaf:7b40:93a1, 2600:9000:223f:be00:b:dfaf:7b40:93a1, 2600:9000:223f:bc00:b:dfaf:7b40:93a1, 2600:9000:223f:a400:b:dfaf:7b40:93a1, 2600:9000:223f:3c00:b:dfaf:7b40:93a1, 2600:9000:223f:5800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],vest.proxy.brave.com,,"2600:9000:20e1:e000:b:dfaf:7b40:93a1, 2600:9000:20e1:a800:b:dfaf:7b40:93a1, 2600:9000:20e1:9800:b:dfaf:7b40:93a1, 2600:9000:20e1:2e00:b:dfaf:7b40:93a1, 2600:9000:20e1:3c00:b:dfaf:7b40:93a1, 2600:9000:20e1:6800:b:dfaf:7b40:93a1, 2600:9000:20e1:8200:b:dfaf:7b40:93a1, 2600:9000:20e1:2200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,03a.proxy.brave.com,"99.84.160.14, 99.84.160.68, 99.84.160.77, 99.84.160.4","2600:9000:223f:1800:b:dfaf:7b40:93a1, 2600:9000:223f:6e00:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:be00:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:1a00:b:dfaf:7b40:93a1, 2600:9000:223f:9e00:b:dfaf:7b40:93a1, 2600:9000:223f:9800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,07a.proxy.brave.com,"13.32.145.2, 13.32.145.116, 13.32.145.51, 13.32.145.9, 205.251.192.253, 205.251.196.120","2600:9000:20e1:1c00:b:dfaf:7b40:93a1, 2600:9000:20e1:a600:b:dfaf:7b40:93a1, 2600:9000:20e1:2600:b:dfaf:7b40:93a1, 2600:9000:20e1:ce00:b:dfaf:7b40:93a1, 2600:9000:20e1:7c00:b:dfaf:7b40:93a1, 2600:9000:20e1:8400:b:dfaf:7b40:93a1, 2600:9000:20e1:2200:b:dfaf:7b40:93a1, 2600:9000:20e1:7000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
,0bdzkgvi8u.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.82, 18.66.112.126","2600:9000:223f:9000:b:dfaf:7b40:93a1, 2600:9000:223f:f000:b:dfaf:7b40:93a1, 2600:9000:223f:9a00:b:dfaf:7b40:93a1, 2600:9000:223f:c200:b:dfaf:7b40:93a1, 2600:9000:223f:7200:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:4e00:b:dfaf:7b40:93a1, 2600:9000:223f:b400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
,100-91.proxy.brave.com,"18.66.112.82, 18.66.112.126, 18.66.112.48, 18.66.112.15","2600:9000:223f:dc00:b:dfaf:7b40:93a1, 2600:9000:223f:e00:b:dfaf:7b40:93a1, 2600:9000:223f:8c00:b:dfaf:7b40:93a1, 2600:9000:223f:8800:b:dfaf:7b40:93a1, 2600:9000:223f:bc00:b:dfaf:7b40:93a1, 2600:9000:223f:5400:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:2800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,116bde-s4u.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.82, 18.66.112.126","2600:9000:223f:7a00:b:dfaf:7b40:93a1, 2600:9000:223f:e600:b:dfaf:7b40:93a1, 2600:9000:223f:ae00:b:dfaf:7b40:93a1, 2600:9000:223f:5a00:b:dfaf:7b40:93a1, 2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:6a00:b:dfaf:7b40:93a1, 2600:9000:223f:9400:b:dfaf:7b40:93a1, 2600:9000:223f:8000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
,155-9-193-66.proxy.brave.com,"52.85.132.8, 52.85.132.122, 52.85.132.51, 52.85.132.40, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:9600:b:dfaf:7b40:93a1, 2600:9000:2073:4a00:b:dfaf:7b40:93a1, 2600:9000:2073:d600:b:dfaf:7b40:93a1, 2600:9000:2073:5c00:b:dfaf:7b40:93a1, 2600:9000:2073:0:b:dfaf:7b40:93a1, 2600:9000:2073:7e00:b:dfaf:7b40:93a1, 2600:9000:2073:d200:b:dfaf:7b40:93a1, 2600:9000:2073:da00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,155-9-199-39.proxy.brave.com,"52.85.132.40, 52.85.132.122, 52.85.132.8, 52.85.132.51, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:cc00:b:dfaf:7b40:93a1, 2600:9000:2073:1000:b:dfaf:7b40:93a1, 2600:9000:2073:5400:b:dfaf:7b40:93a1, 2600:9000:2073:ac00:b:dfaf:7b40:93a1, 2600:9000:2073:400:b:dfaf:7b40:93a1, 2600:9000:2073:d600:b:dfaf:7b40:93a1, 2600:9000:2073:1e00:b:dfaf:7b40:93a1, 2600:9000:2073:2000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
,155-9-214-60.proxy.brave.com,"18.66.112.48, 18.66.112.82, 18.66.112.126, 18.66.112.15","2600:9000:223f:f200:b:dfaf:7b40:93a1, 2600:9000:223f:1400:b:dfaf:7b40:93a1, 2600:9000:223f:3a00:b:dfaf:7b40:93a1, 2600:9000:223f:4c00:b:dfaf:7b40:93a1, 2600:9000:223f:5400:b:dfaf:7b40:93a1, 2600:9000:223f:5800:b:dfaf:7b40:93a1, 2600:9000:223f:ac00:b:dfaf:7b40:93a1, 2600:9000:223f:e200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
,155-9-217-48.proxy.brave.com,"18.66.112.82, 18.66.112.126, 18.66.112.15, 18.66.112.48","2600:9000:223f:ea00:b:dfaf:7b40:93a1, 2600:9000:223f:0:b:dfaf:7b40:93a1, 2600:9000:223f:2a00:b:dfaf:7b40:93a1, 2600:9000:223f:5000:b:dfaf:7b40:93a1, 2600:9000:223f:6200:b:dfaf:7b40:93a1, 2600:9000:223f:c400:b:dfaf:7b40:93a1, 2600:9000:223f:d800:b:dfaf:7b40:93a1, 2600:9000:223f:de00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
,155-9-224-32.proxy.brave.com,"13.32.145.2, 13.32.145.51, 13.32.145.9, 13.32.145.116","2600:9000:20e1:c200:b:dfaf:7b40:93a1, 2600:9000:20e1:f600:b:dfaf:7b40:93a1, 2600:9000:20e1:c00:b:dfaf:7b40:93a1, 2600:9000:20e1:4400:b:dfaf:7b40:93a1, 2600:9000:20e1:e00:b:dfaf:7b40:93a1, 2600:9000:20e1:cc00:b:dfaf:7b40:93a1, 2600:9000:20e1:fc00:b:dfaf:7b40:93a1, 2600:9000:20e1:ce00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
,155-9-227-5.proxy.brave.com,"13.32.145.116, 13.32.145.51, 13.32.145.9, 13.32.145.2","2600:9000:20e1:6a00:b:dfaf:7b40:93a1, 2600:9000:20e1:4400:b:dfaf:7b40:93a1, 2600:9000:20e1:8800:b:dfaf:7b40:93a1, 2600:9000:20e1:6c00:b:dfaf:7b40:93a1, 2600:9000:20e1:a800:b:dfaf:7b40:93a1, 2600:9000:20e1:5200:b:dfaf:7b40:93a1, 2600:9000:20e1:6400:b:dfaf:7b40:93a1, 2600:9000:20e1:200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,155-9-241-33.proxy.brave.com,"13.32.145.116, 13.32.145.2, 13.32.145.9, 13.32.145.51","2600:9000:2165:8400:b:dfaf:7b40:93a1, 2600:9000:2165:7400:b:dfaf:7b40:93a1, 2600:9000:2165:fe00:b:dfaf:7b40:93a1, 2600:9000:2165:9a00:b:dfaf:7b40:93a1, 2600:9000:2165:5800:b:dfaf:7b40:93a1, 2600:9000:2165:5000:b:dfaf:7b40:93a1, 2600:9000:2165:fa00:b:dfaf:7b40:93a1, 2600:9000:2165:7000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
,155-9-71-38.proxy.brave.com,"18.66.112.126, 18.66.112.48, 18.66.112.82, 18.66.112.15","2600:9000:223f:9400:b:dfaf:7b40:93a1, 2600:9000:223f:4200:b:dfaf:7b40:93a1, 2600:9000:223f:3c00:b:dfaf:7b40:93a1, 2600:9000:223f:9000:b:dfaf:7b40:93a1, 2600:9000:223f:400:b:dfaf:7b40:93a1, 2600:9000:223f:f000:b:dfaf:7b40:93a1, 2600:9000:223f:6200:b:dfaf:7b40:93a1, 2600:9000:223f:f200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
,155-9-72-32.proxy.brave.com,"18.66.112.15, 18.66.112.126, 18.66.112.48, 18.66.112.82","2600:9000:20e1:b400:b:dfaf:7b40:93a1, 2600:9000:20e1:3400:b:dfaf:7b40:93a1, 2600:9000:20e1:c000:b:dfaf:7b40:93a1, 2600:9000:20e1:8200:b:dfaf:7b40:93a1, 2600:9000:20e1:1800:b:dfaf:7b40:93a1, 2600:9000:20e1:6800:b:dfaf:7b40:93a1, 2600:9000:20e1:fe00:b:dfaf:7b40:93a1, 2600:9000:20e1:4200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
,158-7-252-73.proxy.brave.com,"54.192.111.38, 54.192.111.112, 54.192.111.107, 54.192.111.25","2600:9000:223f:3800:b:dfaf:7b40:93a1, 2600:9000:223f:d400:b:dfaf:7b40:93a1, 2600:9000:223f:3a00:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:7800:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:0:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
,17-121-113-11.proxy.brave.com,"54.192.111.38, 54.192.111.112, 54.192.111.25, 54.192.111.107","2600:9000:223f:5e00:b:dfaf:7b40:93a1, 2600:9000:223f:7c00:b:dfaf:7b40:93a1, 2600:9000:223f:c400:b:dfaf:7b40:93a1, 2600:9000:223f:1e00:b:dfaf:7b40:93a1, 2600:9000:223f:1200:b:dfaf:7b40:93a1, 2600:9000:223f:7600:b:dfaf:7b40:93a1, 2600:9000:223f:5000:b:dfaf:7b40:93a1, 2600:9000:223f:8400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
,17-121-113-45.proxy.brave.com,"52.85.242.11, 52.85.242.106, 52.85.242.86, 52.85.242.26","2600:9000:21c3:4800:b:dfaf:7b40:93a1, 2600:9000:21c3:1e00:b:dfaf:7b40:93a1, 2600:9000:21c3:800:b:dfaf:7b40:93a1, 2600:9000:21c3:1600:b:dfaf:7b40:93a1, 2600:9000:21c3:a000:b:dfaf:7b40:93a1, 2600:9000:21c3:4600:b:dfaf:7b40:93a1, 2600:9000:21c3:c400:b:dfaf:7b40:93a1, 2600:9000:21c3:1a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
,17-121-113-68.proxy.brave.com,"18.66.112.126, 18.66.112.48, 18.66.112.82, 18.66.112.15","2600:9000:21c3:5600:b:dfaf:7b40:93a1, 2600:9000:21c3:a800:b:dfaf:7b40:93a1, 2600:9000:21c3:1600:b:dfaf:7b40:93a1, 2600:9000:21c3:0:b:dfaf:7b40:93a1, 2600:9000:21c3:b000:b:dfaf:7b40:93a1, 2600:9000:21c3:5200:b:dfaf:7b40:93a1, 2600:9000:21c3:2c00:b:dfaf:7b40:93a1, 2600:9000:21c3:dc00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
,17-121-114-18.proxy.brave.com,"13.32.145.116, 13.32.145.9, 13.32.145.51, 13.32.145.2","2600:9000:20e1:e000:b:dfaf:7b40:93a1, 2600:9000:20e1:8200:b:dfaf:7b40:93a1, 2600:9000:20e1:5000:b:dfaf:7b40:93a1, 2600:9000:20e1:2600:b:dfaf:7b40:93a1, 2600:9000:20e1:ec00:b:dfaf:7b40:93a1, 2600:9000:20e1:2c00:b:dfaf:7b40:93a1, 2600:9000:20e1:4a00:b:dfaf:7b40:93a1, 2600:9000:20e1:c600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,17-121-114-50.proxy.brave.com,,"2600:9000:20e1:2200:b:dfaf:7b40:93a1, 2600:9000:20e1:5c00:b:dfaf:7b40:93a1, 2600:9000:20e1:dc00:b:dfaf:7b40:93a1, 2600:9000:20e1:fe00:b:dfaf:7b40:93a1, 2600:9000:20e1:7e00:b:dfaf:7b40:93a1, 2600:9000:20e1:7c00:b:dfaf:7b40:93a1, 2600:9000:20e1:9400:b:dfaf:7b40:93a1, 2600:9000:20e1:3400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,17-121-114-80.proxy.brave.com,"18.66.112.82, 18.66.112.48, 18.66.112.15, 18.66.112.126","2600:9000:223f:5800:b:dfaf:7b40:93a1, 2600:9000:223f:b800:b:dfaf:7b40:93a1, 2600:9000:223f:3c00:b:dfaf:7b40:93a1, 2600:9000:223f:bc00:b:dfaf:7b40:93a1, 2600:9000:223f:c800:b:dfaf:7b40:93a1, 2600:9000:223f:3e00:b:dfaf:7b40:93a1, 2600:9000:223f:5600:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,17-121-115-24.proxy.brave.com,"18.66.112.82, 18.66.112.48, 18.66.112.15, 18.66.112.126","2600:9000:223f:6200:b:dfaf:7b40:93a1, 2600:9000:223f:2800:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:e200:b:dfaf:7b40:93a1, 2600:9000:223f:2200:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:4800:b:dfaf:7b40:93a1, 2600:9000:223f:400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,17-121-115-63.proxy.brave.com,,,d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
,17-121-116-51.proxy.brave.com,"18.239.94.113, 18.239.94.119, 18.239.94.124, 18.239.94.88","2600:9000:25e8:c400:b:dfaf:7b40:93a1, 2600:9000:25e8:9600:b:dfaf:7b40:93a1, 2600:9000:25e8:dc00:b:dfaf:7b40:93a1, 2600:9000:25e8:2e00:b:dfaf:7b40:93a1, 2600:9000:25e8:ba00:b:dfaf:7b40:93a1, 2600:9000:25e8:8000:b:dfaf:7b40:93a1, 2600:9000:25e8:5000:b:dfaf:7b40:93a1, 2600:9000:25e8:1800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
